descriptor_string,txn_date,amount,panelist_id
SQ *KESTRELPATH,2025-05-28,1653.07,PAN01251
SQ *KESTRELPATH,2025-06-22,1225.16,PAN02245
SQ *KESTRELPATH,2025-06-02,811.24,PAN03341
SQ *KESTRELPATH,2025-05-31,1890.95,PAN03667
SQ *KESTRELPATH,2025-06-29,1096.56,PAN01615
SQ *KESTRELPATH,2025-05-06,773.09,PAN01540
SQ *KESTRELPATH,2025-06-11,2062.17,PAN00335
SQ *KESTRELPATH,2025-06-19,1534.62,PAN01666
SQ *KESTRELPATH,2025-06-18,1920.57,PAN01764
SQ *KESTRELPATH,2025-05-31,906.13,PAN00094
SQ *KESTRELPATH,2025-05-11,1229.49,PAN02402
SQ *KESTRELPATH,2025-04-12,1639.16,PAN03839
SQ *KESTRELPATH,2025-04-28,1891.64,PAN01666
SQ *KESTRELPATH,2025-06-29,1503.62,PAN02773
SQ *KESTRELPATH,2025-05-13,1087.70,PAN01519
SQ *KESTRELPATH,2025-05-15,1652.89,PAN00335
SQ *KESTRELPATH,2025-06-27,482.54,PAN01719
SQ *KESTRELPATH,2025-06-14,763.33,PAN01586
SQ *KESTRELPATH,2025-04-23,1148.68,PAN01384
SQ *KESTRELPATH,2025-05-10,1302.74,PAN00163
SQ *KESTRELPATH,2025-05-16,896.59,PAN01138
SQ *KESTRELPATH,2025-05-17,993.48,PAN00542
SQ *KESTRELPATH,2025-04-07,522.49,PAN03667
SQ *KESTRELPATH,2025-04-24,2134.67,PAN03525
SQ *KESTRELPATH,2025-05-24,1322.15,PAN01540
SQ *KESTRELPATH,2025-04-15,610.34,PAN00094
SQ *KESTRELPATH,2025-04-11,2368.55,PAN03693
SQ *KESTRELPATH,2025-05-30,1056.24,PAN00892
SQ *KESTRELPATH,2025-04-29,1535.46,PAN01335
SQ *KESTRELPATH,2025-06-18,517.84,PAN01312
SQ *KESTRELPATH,2025-06-30,858.24,PAN00163
SQ *KESTRELPATH,2025-04-23,1510.55,PAN00094
SQ *KESTRELPATH,2025-06-06,1075.14,PAN00086
SQ *KESTRELPATH,2025-04-09,811.22,PAN01026
SQ *KESTRELPATH,2025-06-28,1395.42,PAN00892
SQ *KESTRELPATH,2025-04-19,1201.39,PAN02139
SQ *KESTRELPATH,2025-06-06,874.84,PAN02402
SQ *KESTRELPATH,2025-06-01,1840.75,PAN01615
SQ *KESTRELPATH,2025-05-18,643.59,PAN02773
SQ *KESTRELPATH,2025-04-01,702.43,PAN02139
SQ *KESTRELPATH,2025-06-01,1493.28,PAN02868
SQ *KESTRELPATH,2025-04-25,1333.66,PAN00086
SQ *KESTRELPATH,2025-05-21,652.95,PAN03667
SQ *KESTRELPATH,2025-06-04,710.28,PAN01335
SQ *KESTRELPATH,2025-05-29,1164.81,PAN00741
SQ *KESTRELPATH,2025-05-31,657.71,PAN01138
SQ *KESTRELPATH,2025-04-01,649.67,PAN00094
SQ *KESTRELPATH,2025-06-28,993.27,PAN02770
SQ *KESTRELPATH,2025-04-08,666.49,PAN01335
SQ *KESTRELPATH,2025-06-07,987.09,PAN03321
SQ *KESTRELPATH,2025-06-10,1136.97,PAN02552
SQ *KESTRELPATH,2025-06-19,1049.85,PAN01552
SQ *KESTRELPATH,2025-06-02,873.63,PAN03693
SQ *KESTRELPATH,2025-04-13,994.84,PAN01384
SQ *KESTRELPATH,2025-06-08,1330.83,PAN03693
SQ *KESTRELPATH,2025-05-08,439.84,PAN02868
SQ *KESTRELPATH,2025-06-07,688.83,PAN01586
SQ *KESTRELPATH,2025-06-10,786.33,PAN02770
SQ *KESTRELPATH,2025-06-23,808.72,PAN01384
SQ *KESTRELPATH,2025-06-17,605.80,PAN03321
SQ *KESTRELPATH,2025-05-11,467.30,PAN01615
SQ *KESTRELPATH,2025-04-06,2455.75,PAN00892
SQ *KESTRELPATH,2025-04-04,1050.69,PAN02552
SQ *KESTRELPATH,2025-04-08,886.61,PAN00411
SQ *KESTRELPATH,2025-05-23,1813.21,PAN01138
SQ *KESTRELPATH,2025-04-07,620.64,PAN00741
SQ *KESTRELPATH,2025-05-13,1112.70,PAN00741
SQ *KESTRELPATH,2025-05-17,1460.26,PAN00617
SQ *KESTRELPATH,2025-04-06,2534.08,PAN01138
SQ *KESTRELPATH,2025-05-31,1027.91,PAN00741
SQ *KESTRELPATH,2025-06-04,296.89,PAN00462
SQ *KESTRELPATH,2025-04-09,710.15,PAN03063
SQ *KESTRELPATH,2025-05-01,1241.51,PAN01335
SQ *KESTRELPATH,2025-05-15,756.08,PAN00086
SQ *KESTRELPATH,2025-06-19,1035.89,PAN01519
SQ *KESTRELPATH,2025-04-16,686.71,PAN03964
SQ *KESTRELPATH,2025-09-19,911.68,PAN01312
SQ *KESTRELPATH,2025-07-02,1348.66,PAN00163
SQ *KESTRELPATH,2025-08-01,638.92,PAN01540
SQ *KESTRELPATH,2025-08-19,1306.74,PAN01335
SQ *KESTRELPATH,2025-08-23,724.64,PAN01519
SQ *KESTRELPATH,2025-09-28,1339.60,PAN03839
SQ *KESTRELPATH,2025-09-27,1663.65,PAN01719
SQ *KESTRELPATH,2025-09-06,610.29,PAN02868
SQ *KESTRELPATH,2025-08-04,1098.77,PAN02770
SQ *KESTRELPATH,2025-09-15,729.43,PAN02512
SQ *KESTRELPATH,2025-08-14,1099.43,PAN00542
SQ *KESTRELPATH,2025-09-18,1578.04,PAN00281
SQ *KESTRELPATH,2025-08-05,945.31,PAN00542
SQ *KESTRELPATH,2025-08-19,1975.56,PAN00411
SQ *KESTRELPATH,2025-08-25,619.37,PAN01615
SQ *KESTRELPATH,2025-08-16,565.07,PAN03964
SQ *KESTRELPATH,2025-07-19,2164.54,PAN03957
SQ *KESTRELPATH,2025-07-06,1335.98,PAN01519
SQ *KESTRELPATH,2025-08-09,1851.22,PAN02745
SQ *KESTRELPATH,2025-07-27,421.84,PAN00462
SQ *KESTRELPATH,2025-07-21,1372.24,PAN03964
SQ *KESTRELPATH,2025-08-14,544.91,PAN03667
SQ *KESTRELPATH,2025-07-16,2484.20,PAN03063
SQ *KESTRELPATH,2025-08-24,1105.53,PAN01666
SQ *KESTRELPATH,2025-08-03,1231.01,PAN02245
SQ *KESTRELPATH,2025-09-03,1075.32,PAN01615
SQ *KESTRELPATH,2025-08-09,1311.43,PAN02402
SQ *KESTRELPATH,2025-09-11,1231.17,PAN02867
SQ *KESTRELPATH,2025-07-01,1688.24,PAN01552
SQ *KESTRELPATH,2025-09-15,1974.58,PAN01312
SQ *KESTRELPATH,2025-07-23,1305.32,PAN00617
SQ *KESTRELPATH,2025-09-23,1136.93,PAN01251
SQ *KESTRELPATH,2025-08-18,847.84,PAN01138
SQ *KESTRELPATH,2025-08-14,2517.82,PAN00105
SQ *KESTRELPATH,2025-09-06,1264.32,PAN02745
SQ *KESTRELPATH,2025-08-09,1532.66,PAN03957
SQ *KESTRELPATH,2025-08-13,2006.77,PAN01798
SQ *KESTRELPATH,2025-08-08,1085.32,PAN01615
SQ *KESTRELPATH,2025-07-14,991.26,PAN03525
SQ *KESTRELPATH,2025-09-24,909.60,PAN02402
SQ *KESTRELPATH,2025-07-17,782.75,PAN03290
SQ *KESTRELPATH,2025-09-08,1180.71,PAN03262
SQ *KESTRELPATH,2025-09-13,785.51,PAN00542
SQ *KESTRELPATH,2025-08-25,833.44,PAN02512
SQ *KESTRELPATH,2025-07-05,826.44,PAN02773
SQ *KESTRELPATH,2025-07-01,952.51,PAN01138
SQ *KESTRELPATH,2025-08-03,1065.29,PAN00741
SQ *KESTRELPATH,2025-07-11,807.45,PAN01666
SQ *KESTRELPATH,2025-09-04,845.96,PAN03546
SQ *KESTRELPATH,2025-09-26,1226.09,PAN02818
SQ *KESTRELPATH,2025-07-24,908.20,PAN01764
SQ *KESTRELPATH,2025-07-11,1523.53,PAN00617
SQ *KESTRELPATH,2025-08-24,677.33,PAN00094
SQ *KESTRELPATH,2025-08-12,869.13,PAN01138
SQ *KESTRELPATH,2025-07-13,2304.15,PAN03546
SQ *KESTRELPATH,2025-07-03,1021.31,PAN02773
SQ *KESTRELPATH,2025-08-26,753.46,PAN02512
SQ *KESTRELPATH,2025-09-10,1831.45,PAN00105
SQ *KESTRELPATH,2025-09-13,1083.85,PAN01586
SQ *KESTRELPATH,2025-09-20,687.58,PAN01312
SQ *KESTRELPATH,2025-07-13,2023.41,PAN01384
SQ *KESTRELPATH,2025-09-13,1550.28,PAN03170
SQ *KESTRELPATH,2025-09-09,1059.73,PAN03525
SQ *KESTRELPATH,2025-09-16,981.03,PAN02512
SQ *KESTRELPATH,2025-07-08,762.77,PAN01540
SQ *KESTRELPATH,2025-08-11,1036.93,PAN03170
SQ *KESTRELPATH,2025-09-25,1453.55,PAN02770
SQ *KESTRELPATH,2025-07-26,1108.79,PAN01335
SQ *KESTRELPATH,2025-08-16,864.77,PAN00281
SQ *KESTRELPATH,2025-07-01,2275.84,PAN00741
SQ *KESTRELPATH,2025-07-31,735.46,PAN00281
SQ *KESTRELPATH,2025-07-17,1356.26,PAN01666
SQ *KESTRELPATH,2025-08-05,1217.70,PAN00094
SQ *KESTRELPATH,2025-09-24,769.38,PAN02402
SQ *KESTRELPATH,2025-09-11,567.82,PAN03964
SQ *KESTRELPATH,2025-08-28,737.84,PAN01519
SQ *KESTRELPATH,2025-07-16,1419.66,PAN02552
SQ *KESTRELPATH,2025-07-13,1696.62,PAN02773
SQ *KESTRELPATH,2025-07-23,891.11,PAN02868
SQ *KESTRELPATH,2025-08-26,402.50,PAN00411
SQ *KESTRELPATH,2025-09-01,1143.87,PAN03546
SQ *KESTRELPATH,2025-08-15,663.57,PAN01719
SQ *KESTRELPATH,2025-09-13,2653.13,PAN00617
SQ *KESTRELPATH,2025-09-06,1101.14,PAN03525
SQ *KESTRELPATH,2025-07-07,811.69,PAN00542
SQ *KESTRELPATH,2025-07-30,804.80,PAN02139
SQ *KESTRELPATH,2025-08-22,1523.94,PAN01026
SQ *KESTRELPATH,2025-08-05,1234.20,PAN00617
SQ *KESTRELPATH,2025-09-21,573.07,PAN02512
SQ *KESTRELPATH,2025-09-17,638.13,PAN03063
SQ *KESTRELPATH,2025-07-13,1165.71,PAN00094
SQ *KESTRELPATH,2025-09-08,793.41,PAN00741
SQ *KESTRELPATH,2025-09-23,1475.77,PAN03525
SQ *KESTRELPATH,2025-08-23,1405.92,PAN03839
SQ *KESTRELPATH,2025-07-28,798.60,PAN01719
SQ *KESTRELPATH,2025-08-23,1169.80,PAN03063
SQ *KESTRELPATH,2025-09-27,1329.48,PAN03964
SQ *KESTRELPATH,2025-07-31,814.40,PAN03957
SQ *KESTRELPATH,2025-08-23,1628.02,PAN00617
SQ *KESTRELPATH,2025-08-02,488.02,PAN02929
SQ *KESTRELPATH,2025-07-15,634.29,PAN03290
SQ *KESTRELPATH,2025-07-30,1209.53,PAN02868
SQ *KESTRELPATH,2025-09-29,881.36,PAN03225
SQ *KESTRELPATH,2025-07-24,927.47,PAN01798
SQ *KESTRELPATH,2025-07-16,1016.16,PAN02929
SQ *KESTRELPATH,2025-08-28,987.16,PAN03262
SQ *KESTRELPATH,2025-08-07,848.48,PAN00411
SQ *KESTRELPATH,2025-07-03,973.19,PAN00542
SQ *KESTRELPATH,2025-08-16,1369.92,PAN01615
SQ *KESTRELPATH,2025-07-19,675.97,PAN02770
SQ *KESTRELPATH,2025-08-24,2122.26,PAN02552
SQ *KESTRELPATH,2025-08-06,1833.13,PAN03667
SQ *KESTRELPATH,2025-08-04,661.93,PAN02139
SQ *KESTRELPATH,2025-07-14,812.01,PAN03321
SQ *KESTRELPATH,2025-07-06,1146.28,PAN00617
SQ *KESTRELPATH,2025-09-03,1784.20,PAN02818
SQ *KESTRELPATH,2025-08-11,1550.93,PAN02818
SQ *KESTRELPATH,2025-08-26,819.90,PAN02402
SQ *KESTRELPATH,2025-11-22,1444.91,PAN00741
SQ *KESTRELPATH,2025-10-23,1728.50,PAN01138
SQ *KESTRELPATH,2025-12-22,1386.52,PAN03554
SQ *KESTRELPATH,2025-11-08,2111.41,PAN03964
SQ *KESTRELPATH,2025-11-23,904.65,PAN00105
SQ *KESTRELPATH,2025-12-17,1108.22,PAN01026
SQ *KESTRELPATH,2025-10-09,2430.93,PAN03839
SQ *KESTRELPATH,2025-10-23,1016.40,PAN02929
SQ *KESTRELPATH,2025-12-19,881.31,PAN00163
SQ *KESTRELPATH,2025-11-11,1621.33,PAN03554
SQ *KESTRELPATH,2025-11-17,1720.47,PAN00094
SQ *KESTRELPATH,2025-11-29,651.40,PAN01251
SQ *KESTRELPATH,2025-11-19,911.99,PAN02868
SQ *KESTRELPATH,2025-10-14,1411.01,PAN00163
SQ *KESTRELPATH,2025-12-28,966.32,PAN01519
SQ *KESTRELPATH,2025-10-13,1335.16,PAN01666
SQ *KESTRELPATH,2025-11-17,1418.52,PAN00892
SQ *KESTRELPATH,2025-11-09,1863.56,PAN03693
SQ *KESTRELPATH,2025-12-09,820.62,PAN01335
SQ *KESTRELPATH,2025-12-27,1057.73,PAN00094
SQ *KESTRELPATH,2025-10-30,1021.37,PAN01251
SQ *KESTRELPATH,2025-12-21,827.24,PAN01251
SQ *KESTRELPATH,2025-11-27,713.13,PAN01251
SQ *KESTRELPATH,2025-10-13,1493.98,PAN01719
SQ *KESTRELPATH,2025-12-13,2008.78,PAN01798
SQ *KESTRELPATH,2025-11-21,1401.21,PAN03964
SQ *KESTRELPATH,2025-12-27,2165.77,PAN02818
SQ *KESTRELPATH,2025-10-23,743.58,PAN01552
SQ *KESTRELPATH,2025-11-09,987.46,PAN02868
SQ *KESTRELPATH,2025-12-20,670.35,PAN01251
SQ *KESTRELPATH,2025-10-07,820.56,PAN01719
SQ *KESTRELPATH,2025-10-20,2243.54,PAN02326
SQ *KESTRELPATH,2025-12-04,1216.42,PAN01615
SQ *KESTRELPATH,2025-11-21,1487.17,PAN03290
SQ *KESTRELPATH,2025-10-28,1427.61,PAN03554
SQ *KESTRELPATH,2025-10-10,713.16,PAN01719
SQ *KESTRELPATH,2025-11-22,1309.31,PAN00741
SQ *KESTRELPATH,2025-12-17,1060.59,PAN01666
SQ *KESTRELPATH,2025-12-02,976.80,PAN03170
SQ *KESTRELPATH,2025-12-03,649.85,PAN02929
SQ *KESTRELPATH,2025-11-30,2354.43,PAN00086
SQ *KESTRELPATH,2025-10-02,738.72,PAN03225
SQ *KESTRELPATH,2025-11-24,1186.97,PAN03170
SQ *KESTRELPATH,2025-10-23,834.30,PAN00892
SQ *KESTRELPATH,2025-11-05,1172.44,PAN03964
SQ *KESTRELPATH,2025-10-04,1244.29,PAN02770
SQ *KESTRELPATH,2025-11-11,987.16,PAN00741
SQ *KESTRELPATH,2025-12-10,999.94,PAN01519
SQ *KESTRELPATH,2025-10-28,872.20,PAN01666
SQ *KESTRELPATH,2025-10-10,1759.14,PAN00892
SQ *KESTRELPATH,2025-11-11,975.72,PAN01586
SQ *KESTRELPATH,2025-12-11,1023.93,PAN02139
SQ *KESTRELPATH,2025-11-04,463.03,PAN00163
SQ *KESTRELPATH,2025-10-12,798.69,PAN03546
SQ *KESTRELPATH,2025-11-03,901.34,PAN00281
SQ *KESTRELPATH,2025-11-29,760.79,PAN02745
SQ *KESTRELPATH,2025-12-08,1104.97,PAN03290
SQ *KESTRELPATH,2025-10-01,1036.83,PAN02326
SQ *KESTRELPATH,2025-11-08,796.37,PAN00617
SQ *KESTRELPATH,2025-10-29,885.12,PAN03525
SQ *KESTRELPATH,2025-12-01,1269.95,PAN02139
SQ *KESTRELPATH,2025-10-06,695.91,PAN03170
SQ *KESTRELPATH,2025-10-07,829.11,PAN00163
SQ *KESTRELPATH,2025-12-16,1166.75,PAN01586
SQ *KESTRELPATH,2025-10-06,881.03,PAN03341
SQ *KESTRELPATH,2025-10-02,517.20,PAN00105
SQ *KESTRELPATH,2025-10-24,1622.87,PAN03667
SQ *KESTRELPATH,2025-12-08,668.17,PAN02818
SQ *KESTRELPATH,2025-11-08,454.26,PAN01312
SQ *KESTRELPATH,2025-10-18,883.73,PAN00086
SQ *KESTRELPATH,2025-12-14,926.25,PAN00462
SQ *KESTRELPATH,2025-11-05,918.94,PAN03957
SQ *KESTRELPATH,2025-10-03,1306.32,PAN00086
SQ *KESTRELPATH,2025-12-07,935.22,PAN01586
SQ *KESTRELPATH,2025-10-30,748.78,PAN01764
SQ *KESTRELPATH,2025-10-23,1334.36,PAN00094
SQ *KESTRELPATH,2025-11-16,835.74,PAN00163
SQ *KESTRELPATH,2025-10-16,830.44,PAN01519
SQ *KESTRELPATH,2025-11-30,785.39,PAN01138
SQ *KESTRELPATH,2025-11-14,1481.63,PAN01586
SQ *KESTRELPATH,2025-12-08,1523.37,PAN03225
SQ *KESTRELPATH,2025-10-06,596.01,PAN03839
SQ *KESTRELPATH,2025-11-17,1183.31,PAN00542
SQ *KESTRELPATH,2025-11-29,1177.25,PAN01335
SQ *KESTRELPATH,2025-12-07,1063.49,PAN02402
SQ *KESTRELPATH,2025-12-04,1143.27,PAN00741
SQ *KESTRELPATH,2025-12-25,2319.90,PAN02402
SQ *KESTRELPATH,2025-11-14,1476.20,PAN02139
SQ *KESTRELPATH,2025-12-08,1004.31,PAN02326
SQ *KESTRELPATH,2025-11-19,1042.75,PAN02245
SQ *KESTRELPATH,2025-12-19,1059.85,PAN00617
SQ *KESTRELPATH,2025-10-05,1120.41,PAN02139
SQ *KESTRELPATH,2025-12-25,1177.93,PAN02745
SQ *KESTRELPATH,2025-12-13,953.27,PAN03957
SQ *KESTRELPATH,2025-12-28,1399.92,PAN01138
SQ *KESTRELPATH,2025-12-21,1284.14,PAN01540
SQ *KESTRELPATH,2025-11-13,445.84,PAN00617
SQ *KESTRELPATH,2025-11-16,1195.56,PAN03170
SQ *KESTRELPATH,2025-11-27,1793.60,PAN01335
SQ *KESTRELPATH,2025-10-12,1617.47,PAN02402
SQ *KESTRELPATH,2025-11-12,2299.77,PAN01764
SQ *KESTRELPATH,2025-10-01,1422.10,PAN03170
SQ *KESTRELPATH,2025-10-23,1369.05,PAN03341
SQ *KESTRELPATH,2025-11-09,2280.05,PAN01615
SQ *KESTRELPATH,2025-10-07,718.01,PAN00741
SQ *KESTRELPATH,2025-10-10,701.93,PAN02745
SQ *KESTRELPATH,2025-10-14,1009.50,PAN02818
SQ *KESTRELPATH,2025-12-31,563.26,PAN00617
SQ *KESTRELPATH,2025-12-18,1163.61,PAN01026
SQ *KESTRELPATH,2025-11-20,1526.15,PAN00617
SQ *KESTRELPATH,2025-11-28,746.09,PAN03693
SQ *KESTRELPATH,2025-10-25,1289.31,PAN03667
SQ *FLINTLY,2023-02-13,108.23,PAN01529
SQ *FLINTLY,2023-01-22,133.91,PAN03421
SQ *FLINTLY,2023-02-20,114.70,PAN00623
SQ *FLINTLY,2023-02-16,136.71,PAN03155
SQ *FLINTLY,2023-02-03,109.57,PAN01674
SQ *FLINTLY,2023-02-25,70.15,PAN02019
SQ *FLINTLY,2023-02-03,81.57,PAN02960
SQ *FLINTLY,2023-03-22,138.64,PAN03774
SQ *FLINTLY,2023-01-21,51.35,PAN02960
SQ *FLINTLY,2023-03-20,59.85,PAN02360
SQ *FLINTLY,2023-03-03,116.18,PAN03943
SQ *FLINTLY,2023-02-18,78.33,PAN01193
SQ *FLINTLY,2023-01-30,55.59,PAN01905
SQ *FLINTLY,2023-01-11,51.31,PAN02827
SQ *FLINTLY,2023-01-10,105.52,PAN02756
SQ *FLINTLY,2023-01-12,152.34,PAN02156
SQ *FLINTLY,2023-01-27,63.53,PAN03774
SQ *FLINTLY,2023-02-03,70.69,PAN02013
SQ *FLINTLY,2023-02-12,112.76,PAN02081
SQ *FLINTLY,2023-01-24,63.15,PAN03981
SQ *FLINTLY,2023-03-30,92.41,PAN00065
SQ *FLINTLY,2023-02-20,96.25,PAN01800
SQ *FLINTLY,2023-02-10,92.16,PAN00993
SQ *FLINTLY,2023-03-03,57.54,PAN00907
SQ *FLINTLY,2023-03-19,33.89,PAN03301
SQ *FLINTLY,2023-01-28,150.94,PAN03135
SQ *FLINTLY,2023-02-15,96.72,PAN01322
SQ *FLINTLY,2023-02-07,187.39,PAN02527
SQ *FLINTLY,2023-01-12,42.10,PAN00623
SQ *FLINTLY,2023-03-01,77.44,PAN00818
SQ *FLINTLY,2023-01-31,201.93,PAN03667
SQ *FLINTLY,2023-02-27,100.80,PAN00623
SQ *FLINTLY,2023-02-05,104.23,PAN03981
SQ *FLINTLY,2023-03-02,85.26,PAN02526
SQ *FLINTLY,2023-02-28,143.32,PAN03880
SQ *FLINTLY,2023-01-12,68.60,PAN03301
SQ *FLINTLY,2023-03-03,101.64,PAN02013
SQ *FLINTLY,2023-01-21,117.43,PAN02544
SQ *FLINTLY,2023-03-08,149.57,PAN03734
SQ *FLINTLY,2023-02-06,94.28,PAN02019
SQ *FLINTLY,2023-01-06,51.78,PAN03943
SQ *FLINTLY,2023-03-14,72.96,PAN01322
SQ *FLINTLY,2023-03-30,52.25,PAN01915
SQ *FLINTLY,2023-01-17,125.85,PAN02808
SQ *FLINTLY,2023-01-10,55.36,PAN00907
SQ *FLINTLY,2023-02-15,46.43,PAN02756
SQ *FLINTLY,2023-01-30,86.70,PAN02969
SQ *FLINTLY,2023-02-28,151.82,PAN01165
SQ *FLINTLY,2023-01-29,124.84,PAN00907
SQ *FLINTLY,2023-03-29,72.70,PAN02544
SQ *FLINTLY,2023-02-16,52.96,PAN03667
SQ *FLINTLY,2023-02-17,48.63,PAN02301
SQ *FLINTLY,2023-03-02,89.89,PAN02019
SQ *FLINTLY,2023-02-08,57.28,PAN00818
SQ *FLINTLY,2023-02-09,83.82,PAN01217
SQ *FLINTLY,2023-02-01,89.82,PAN03724
SQ *FLINTLY,2023-02-20,80.50,PAN01905
SQ *FLINTLY,2023-03-04,68.06,PAN01710
SQ *FLINTLY,2023-03-24,96.00,PAN00934
SQ *FLINTLY,2023-02-06,43.99,PAN02217
SQ *FLINTLY,2023-02-06,100.83,PAN00914
SQ *FLINTLY,2023-01-22,47.13,PAN03667
SQ *FLINTLY,2023-02-02,87.49,PAN02527
SQ *FLINTLY,2023-03-03,100.66,PAN03135
SQ *FLINTLY,2023-01-29,57.71,PAN01165
SQ *FLINTLY,2023-02-11,42.18,PAN03427
SQ *FLINTLY,2023-02-06,64.45,PAN02013
SQ *FLINTLY,2023-02-02,112.00,PAN00818
SQ *FLINTLY,2023-01-09,139.30,PAN00655
SQ *FLINTLY,2023-03-03,62.74,PAN01217
SQ *FLINTLY,2023-02-09,31.23,PAN03724
SQ *FLINTLY,2023-02-27,53.06,PAN00894
SQ *FLINTLY,2023-02-05,53.56,PAN02953
SQ *FLINTLY,2023-03-12,48.90,PAN00501
SQ *FLINTLY,2023-03-15,134.51,PAN03981
SQ *FLINTLY,2023-01-30,104.90,PAN02217
SQ *FLINTLY,2023-01-01,123.79,PAN02081
SQ *FLINTLY,2023-03-15,97.57,PAN00703
SQ *FLINTLY,2023-03-29,132.23,PAN02953
SQ *FLINTLY,2023-01-10,67.49,PAN02742
SQ *FLINTLY,2023-03-20,124.29,PAN00247
SQ *FLINTLY,2023-03-17,110.30,PAN02351
SQ *FLINTLY,2023-01-01,105.07,PAN00750
SQ *FLINTLY,2023-01-09,88.94,PAN02756
SQ *FLINTLY,2023-01-18,156.40,PAN03662
SQ *FLINTLY,2023-03-04,88.39,PAN02544
SQ *FLINTLY,2023-01-07,45.52,PAN02066
SQ *FLINTLY,2023-03-19,156.65,PAN01730
SQ *FLINTLY,2023-03-05,104.14,PAN02977
SQ *FLINTLY,2023-02-09,100.53,PAN02544
SQ *FLINTLY,2023-02-05,100.16,PAN02953
SQ *FLINTLY,2023-01-23,67.19,PAN03509
SQ *FLINTLY,2023-03-18,170.64,PAN00993
SQ *FLINTLY,2023-02-28,94.61,PAN01217
SQ *FLINTLY,2023-03-01,75.24,PAN03668
SQ *FLINTLY,2023-03-05,150.46,PAN01800
SQ *FLINTLY,2023-02-23,62.99,PAN03135
SQ *FLINTLY,2023-01-26,40.95,PAN02960
SQ *FLINTLY,2023-01-07,111.00,PAN01905
SQ *FLINTLY,2023-03-12,126.90,PAN03405
SQ *FLINTLY,2023-03-07,188.15,PAN00225
SQ *FLINTLY,2023-03-01,160.65,PAN03390
SQ *FLINTLY,2023-01-12,85.78,PAN01529
SQ *FLINTLY,2023-02-16,42.07,PAN02019
SQ *FLINTLY,2023-02-23,137.29,PAN03155
SQ *FLINTLY,2023-02-19,76.96,PAN03860
SQ *FLINTLY,2023-03-02,160.79,PAN01529
SQ *FLINTLY,2023-01-02,124.52,PAN02771
SQ *FLINTLY,2023-01-10,71.70,PAN00501
SQ *FLINTLY,2023-02-27,89.26,PAN01193
SQ *FLINTLY,2023-03-09,93.34,PAN00225
SQ *FLINTLY,2023-02-24,76.74,PAN00703
SQ *FLINTLY,2023-01-10,70.91,PAN00914
SQ *FLINTLY,2023-03-09,45.13,PAN02969
SQ *FLINTLY,2023-03-21,88.80,PAN02977
SQ *FLINTLY,2023-03-19,116.51,PAN00264
SQ *FLINTLY,2023-01-03,105.18,PAN01905
SQ *FLINTLY,2023-02-10,62.85,PAN02301
SQ *FLINTLY,2023-01-12,95.91,PAN03390
SQ *FLINTLY,2023-01-12,89.99,PAN02213
SQ *FLINTLY,2023-01-08,114.10,PAN01135
SQ *FLINTLY,2023-01-19,146.50,PAN00623
SQ *FLINTLY,2023-01-01,146.19,PAN02808
SQ *FLINTLY,2023-01-25,60.25,PAN00065
SQ *FLINTLY,2023-01-02,80.98,PAN01135
SQ *FLINTLY,2023-02-12,135.72,PAN00934
SQ *FLINTLY,2023-02-27,90.22,PAN02969
SQ *FLINTLY,2023-03-16,52.12,PAN02019
SQ *FLINTLY,2023-02-19,44.91,PAN02756
SQ *FLINTLY,2023-01-30,120.53,PAN03228
SQ *FLINTLY,2023-03-30,129.16,PAN03981
SQ *FLINTLY,2023-02-03,117.78,PAN01716
SQ *FLINTLY,2023-03-20,194.85,PAN00623
SQ *FLINTLY,2023-02-14,121.93,PAN03880
SQ *FLINTLY,2023-02-25,97.04,PAN02977
SQ *FLINTLY,2023-01-17,74.54,PAN02468
SQ *FLINTLY,2023-02-15,36.29,PAN02969
SQ *FLINTLY,2023-03-23,74.82,PAN02742
SQ *FLINTLY,2023-03-08,220.44,PAN02960
SQ *FLINTLY,2023-02-22,115.06,PAN02527
SQ *FLINTLY,2023-03-21,279.78,PAN02742
SQ *FLINTLY,2023-01-18,87.18,PAN02217
SQ *FLINTLY,2023-02-02,55.08,PAN02217
SQ *FLINTLY,2023-01-30,96.28,PAN00623
SQ *FLINTLY,2023-03-28,68.85,PAN03668
SQ *FLINTLY,2023-02-21,60.31,PAN03981
SQ *FLINTLY,2023-01-16,90.58,PAN02081
SQ *FLINTLY,2023-03-06,145.92,PAN00459
SQ *FLINTLY,2023-03-09,91.33,PAN02213
SQ *FLINTLY,2023-01-13,132.60,PAN03734
SQ *FLINTLY,2023-01-06,62.34,PAN01710
SQ *FLINTLY,2023-02-08,120.12,PAN03667
SQ *FLINTLY,2023-02-05,72.05,PAN00703
SQ *FLINTLY,2023-03-25,61.02,PAN02771
SQ *FLINTLY,2023-03-25,47.50,PAN03427
SQ *FLINTLY,2023-01-06,91.86,PAN01953
SQ *FLINTLY,2023-02-28,208.23,PAN02808
SQ *FLINTLY,2023-02-16,82.06,PAN02525
SQ *FLINTLY,2023-01-02,159.34,PAN03774
SQ *FLINTLY,2023-03-18,45.65,PAN03405
SQ *FLINTLY,2023-01-04,80.36,PAN00065
SQ *FLINTLY,2023-01-01,85.06,PAN03668
SQ *FLINTLY,2023-01-28,107.59,PAN00750
SQ *FLINTLY,2023-02-24,82.43,PAN03390
SQ *FLINTLY,2023-03-06,52.53,PAN00655
