vendor_id,quarter,tier,composite,accel_flag,stall_flag
V0153,2023Q4,B,25.284465205413824,False,True
V0154,2023Q3,B,38.57142857142858,False,True
V0154,2023Q4,B,30.33896275002994,False,True
V0154,2025Q2,B,22.71394294854705,False,True
V0154,2025Q3,B,12.56198347107438,False,True
V0155,2023Q3,C,31.428571428571427,False,True
V0155,2023Q4,C,69.20289855072463,True,False
V0155,2024Q2,C,38.43283582089552,False,True
V0155,2024Q3,C,62.3134328358209,True,False
V0155,2024Q4,C,71.2686567164179,True,False
V0155,2025Q1,C,37.698412698412696,False,True
V0157,2023Q3,C,70.45454545454545,True,False
V0157,2024Q3,C,70.45454545454545,True,False
V0157,2025Q1,C,43.18181818181819,False,True
V0157,2025Q3,C,56.81818181818181,True,False
V0158,2023Q3,B,91.42857142857143,True,False
V0158,2023Q4,B,32.97400886333692,False,True
V0158,2024Q1,B,43.45324906822233,False,True
V0158,2024Q2,B,59.54319312528267,True,False
V0158,2024Q3,B,69.49755355454134,True,False
V0158,2024Q4,B,21.93988734015871,False,True
V0158,2025Q3,B,69.53168044077132,True,False
V0159,2023Q3,C,61.42857142857142,True,False
V0159,2023Q4,C,28.6231884057971,False,True
V0159,2024Q1,C,61.029411764705884,True,False
V0159,2025Q4,C,26.724137931034484,False,True
V0160,2023Q3,B,67.14285714285714,True,False
V0160,2023Q4,B,40.32818301593005,False,True
V0160,2025Q2,B,77.71260997067448,True,False
V0160,2025Q3,B,91.51515151515152,True,False
V0161,2023Q3,B,75.40459540459543,True,False
V0161,2024Q1,B,27.930892636774992,False,True
V0161,2024Q2,B,67.98872769022023,True,False
V0161,2025Q1,B,38.794538794538795,False,True
V0161,2025Q2,B,63.07241145950824,True,False
V0161,2025Q3,B,32.58741258741259,False,True
V0161,2025Q4,B,71.88328912466844,True,False
V0162,2023Q3,B,7.142857142857142,False,True
V0162,2024Q3,B,73.9484396200814,True,False
V0162,2024Q4,B,99.4572591587517,True,False
V0163,2023Q3,B,34.285714285714285,False,True
V0163,2024Q3,B,27.373463262201387,False,True
V0163,2024Q4,B,31.051354796266597,False,True
V0163,2025Q1,B,10.402728584546765,False,True
V0164,2023Q4,C,28.03030303030303,False,True
V0165,2023Q3,A,60.039960039960036,True,False
V0165,2023Q4,A,73.06982872200263,True,False
V0165,2024Q3,A,84.88466757123473,True,False
V0166,2023Q3,C,27.142857142857142,False,True
V0166,2024Q1,C,73.52941176470588,True,False
V0166,2024Q2,C,26.492537313432834,False,True
V0166,2024Q3,C,66.7910447761194,True,False
V0166,2025Q1,C,39.285714285714285,False,True
V0167,2024Q4,C,31.71641791044776,False,True
V0167,2025Q1,C,60.714285714285715,True,False
V0169,2023Q4,A,28.010540184453227,False,True
V0169,2024Q3,A,74.21754862053369,True,False
V0169,2024Q4,A,78.14337403889644,True,False
V0170,2023Q3,B,1.4285714285714286,False,True
V0170,2024Q3,B,37.2517577402245,False,True
V0170,2024Q4,B,16.997656346367336,False,True
V0170,2025Q1,B,9.051554506099961,False,True
V0171,2023Q3,C,35.714285714285715,False,True
V0173,2023Q4,C,64.85507246376812,True,False
V0173,2024Q3,C,72.76119402985074,True,False
V0173,2024Q4,C,27.238805970149254,False,True
V0174,2024Q2,B,55.20743390485588,True,False
V0174,2025Q3,B,6.28099173553719,False,True
V0175,2023Q4,B,21.060099320968888,False,True
V0175,2024Q1,B,96.38009049773756,True,False
V0175,2024Q3,B,31.55203005949275,False,True
V0175,2024Q4,B,71.9862227324914,True,False
V0175,2025Q2,B,93.54838709677419,True,False
V0175,2025Q3,B,39.02097902097903,False,True
V0176,2023Q3,B,81.93402982559608,True,False
V0176,2024Q2,B,8.216783216783218,False,True
V0176,2024Q3,B,70.10041240810472,True,False
V0176,2025Q1,B,27.1785906401291,False,True
V0176,2025Q4,B,58.9041095890411,True,False
V0177,2024Q2,B,86.74825174825175,True,False
V0177,2025Q1,B,28.72512103281334,False,True
V0178,2023Q3,B,78.13632150981549,True,False
V0178,2024Q3,B,31.486462255693027,False,True
V0178,2024Q4,B,92.1104536489152,True,False
V0178,2025Q2,B,17.94871794871795,False,True
V0178,2025Q3,C,72.36842105263158,True,False
V0178,2025Q4,B,16.43835616438356,False,True
V0179,2024Q1,B,72.44668911335579,True,False
V0179,2024Q3,B,76.22377622377621,True,False
V0179,2024Q4,B,84.03263403263402,True,False
V0180,2023Q3,B,22.97581936136153,False,True
V0180,2023Q4,B,31.007245766281905,False,True
V0180,2024Q1,B,65.43425710092376,True,False
V0180,2024Q2,B,78.006993006993,True,False
V0180,2024Q4,B,35.05020620405236,False,True
V0180,2025Q1,B,71.24798278644433,True,False
V0180,2025Q3,C,38.15789473684211,False,True
V0180,2025Q4,B,89.04109589041096,True,False
V0181,2023Q3,A,20.191254528603924,False,True
V0181,2024Q4,A,18.254662004662002,False,True
V0182,2024Q3,B,24.04518558364712,False,True
V0182,2025Q2,B,66.66666666666666,True,False
V0182,2025Q4,B,9.58904109589041,False,True
V0183,2023Q3,B,19.27710843373494,False,True
V0183,2025Q3,B,80.90111642743221,True,False
V0184,2023Q4,C,28.57142857142857,False,True
V0185,2024Q4,C,71.15384615384616,True,False
V0185,2025Q1,C,35.256410256410255,False,True
V0185,2025Q4,C,33.9041095890411,False,True
V0186,2023Q3,B,21.686746987951803,False,True
V0186,2023Q4,B,85.10405257393208,True,False
V0186,2024Q1,B,96.85746352413018,True,False
V0186,2024Q4,B,95.45454545454545,True,False
V0188,2023Q3,B,43.16707388996546,False,True
V0188,2024Q1,B,32.50021583354917,False,True
V0188,2024Q3,B,64.5553164783934,True,False
V0188,2024Q4,B,28.76098260713646,False,True
V0188,2025Q1,B,70.06006813699122,True,False
V0188,2025Q4,B,24.65753424657534,False,True
V0189,2024Q1,B,86.98092031425364,True,False
V0189,2024Q3,B,43.47319347319347,False,True
V0189,2025Q1,B,11.771561771561771,False,True
V0190,2023Q3,B,34.15409891313505,False,True
V0190,2024Q3,B,64.98565537027076,True,False
V0190,2025Q1,B,76.39860139860139,True,False
V0190,2025Q2,B,93.58974358974359,True,False
V0190,2025Q3,C,32.23684210526316,False,True
V0191,2023Q3,C,75.0,True,False
V0191,2024Q4,C,68.58974358974359,True,False
V0191,2025Q1,C,28.205128205128204,False,True
V0191,2025Q2,C,72.43589743589743,True,False
V0191,2025Q4,C,31.164383561643834,False,True
V0192,2023Q4,B,12.867554132614373,False,True
V0192,2024Q1,B,56.75559008892342,True,False
V0192,2024Q2,B,62.65734265734267,True,False
V0192,2024Q3,B,29.133046440738752,False,True
V0192,2024Q4,B,82.28438228438227,True,False
V0192,2025Q1,B,13.793258024027255,False,True
V0192,2025Q2,B,21.794871794871796,False,True
V0192,2025Q3,C,69.07894736842104,True,False
V0192,2025Q4,B,21.91780821917808,False,True
V0193,2023Q3,C,27.40963855421687,False,True
V0193,2023Q4,C,62.95180722891566,True,False
V0193,2025Q1,C,72.43589743589743,True,False
V0193,2025Q2,C,32.05128205128205,False,True
V0194,2023Q3,C,65.36144578313252,True,False
V0194,2023Q4,C,70.78313253012048,True,False
V0194,2024Q1,C,25.617283950617285,False,True
V0194,2024Q3,C,75.0,True,False
V0194,2025Q1,C,28.846153846153847,False,True
V0194,2025Q2,C,63.46153846153847,True,False
V0194,2025Q4,C,41.43835616438356,False,True
V0196,2023Q3,B,67.46987951807229,True,False
V0196,2023Q4,B,76.17743702081052,True,False
V0196,2024Q2,C,27.38095238095238,False,True
V0196,2024Q3,C,26.19047619047619,False,True
V0197,2023Q3,A,26.872525065296152,False,True
V0197,2023Q4,A,70.17707192405987,True,False
V0197,2024Q1,A,91.46885521885523,True,False
V0197,2024Q3,A,84.6474358974359,True,False
V0197,2025Q4,A,83.91448733914487,True,False
V0198,2023Q3,A,28.816665262448396,False,True
V0198,2023Q4,A,9.571924059875867,False,True
V0198,2024Q1,A,62.89562289562289,True,False
V0198,2024Q2,A,60.916666666666664,True,False
V0198,2024Q3,A,28.006993006993007,False,True
V0198,2024Q4,A,66.35780885780886,True,False
V0198,2025Q4,A,66.25155666251555,True,False
V0199,2023Q4,A,40.53486673968602,False,True
V0199,2024Q1,A,71.64562289562289,True,False
V0199,2025Q1,A,74.43473193473193,True,False
V0200,2023Q3,B,31.32530120481928,False,True
V0200,2024Q1,B,70.48260381593714,True,False
V0200,2024Q2,B,95.45454545454545,True,False
V0201,2023Q4,C,72.59036144578312,True,False
V0201,2024Q1,C,29.938271604938272,False,True
V0201,2025Q1,C,66.66666666666666,True,False
V0201,2025Q4,C,42.12328767123287,False,True
V0202,2023Q3,A,18.14811694329767,False,True
V0202,2023Q4,A,55.58734939759036,True,False
V0202,2024Q3,A,66.75990675990676,True,False
V0202,2024Q4,A,88.47902097902097,True,False
V0204,2023Q4,C,32.73809523809524,False,True
V0204,2025Q2,C,75.0,True,False
V0204,2025Q3,C,75.0,True,False
V0205,2023Q3,B,63.85542168674698,True,False
V0205,2023Q4,B,70.22635998539613,True,False
V0205,2024Q1,B,42.59259259259259,False,True
V0205,2024Q2,B,36.36363636363636,False,True
V0205,2024Q3,B,65.50116550116549,True,False
V0205,2024Q4,B,72.26107226107224,True,False
V0206,2023Q3,B,13.238267756340043,False,True
V0206,2023Q4,B,88.97758867638385,True,False
V0206,2024Q1,B,19.807044807044807,False,True
V0206,2024Q4,B,11.426394118701811,False,True
V0206,2025Q3,C,65.13157894736842,True,False
V0206,2025Q4,B,83.56164383561644,True,False
V0207,2024Q2,A,43.053030303030305,False,True
V0207,2024Q3,A,19.664918414918414,False,True
V0208,2024Q1,B,72.2222222222222,True,False
V0208,2024Q2,B,98.03030303030302,True,False
V0209,2023Q3,A,87.58530626000505,True,False
V0209,2024Q3,A,30.18939393939394,False,True
V0209,2025Q2,A,73.77622377622376,True,False
V0209,2025Q4,A,97.50933997509338,True,False
V0210,2023Q4,C,29.819277108433734,False,True
V0210,2024Q1,C,66.9753086419753,True,False
V0210,2024Q2,C,31.875,False,True
V0210,2024Q3,C,28.846153846153847,False,True
V0210,2025Q1,C,67.94871794871794,True,False
V0210,2025Q2,C,27.564102564102562,False,True
V0210,2025Q3,C,63.81578947368421,True,False
V0210,2025Q4,C,25.684931506849313,False,True
V0211,2023Q3,B,85.54216867469879,True,False
V0211,2024Q2,B,62.575757575757564,True,False
V0211,2024Q4,B,35.89743589743589,False,True
V0211,2025Q1,B,7.69230769230769,False,True
V0212,2023Q3,C,37.5,False,True
V0212,2024Q2,C,28.40909090909091,False,True
V0212,2024Q4,C,73.86363636363637,True,False
V0213,2024Q1,B,16.87602520935854,False,True
V0213,2024Q2,B,63.53146853146853,True,False
V0213,2024Q3,B,17.702169625246547,False,True
V0213,2024Q4,B,24.018289402904788,False,True
V0213,2025Q2,B,10.256410256410255,False,True
V0213,2025Q4,B,13.698630136986303,False,True
V0214,2023Q3,B,24.096385542168676,False,True
V0214,2025Q1,B,17.24941724941725,False,True
V0214,2025Q2,B,4.428904428904429,False,True
V0215,2023Q3,B,26.506024096385545,False,True
V0215,2024Q2,B,74.09090909090908,True,False
V0215,2025Q1,B,32.459207459207455,False,True
V0215,2025Q4,B,77.39726027397259,True,False
V0216,2023Q3,B,2.4096385542168677,False,True
V0216,2023Q4,B,91.10989412194229,True,False
V0216,2024Q1,B,79.51739618406285,True,False
V0216,2024Q2,B,44.39393939393939,False,True
V0216,2024Q3,C,32.14285714285714,False,True
V0217,2024Q3,A,85.77797202797203,True,False
V0217,2025Q3,B,80.42264752791068,True,False
V0217,2025Q4,A,33.10502283105023,False,True
V0218,2023Q3,B,34.343668379812954,False,True
V0218,2023Q4,B,81.09360518999074,True,False
V0218,2024Q1,B,32.01674868341535,False,True
V0218,2024Q2,B,71.81818181818181,True,False
V0218,2024Q3,B,31.531289223596914,False,True
V0218,2024Q4,B,69.25318271472118,True,False
V0218,2025Q1,B,66.93562847409001,True,False
V0218,2025Q3,C,28.94736842105263,False,True
V0218,2025Q4,B,67.12328767123287,True,False
V0219,2024Q1,B,22.671156004489333,False,True
V0220,2023Q4,A,65.5056589996349,True,False
V0220,2024Q1,A,23.9983164983165,False,True
V0220,2024Q3,A,22.363053613053612,False,True
V0220,2025Q3,B,20.095693779904302,False,True
V0221,2023Q3,C,36.445783132530124,False,True
V0221,2023Q4,C,30.42168674698795,False,True
V0221,2024Q2,C,73.125,True,False
V0221,2024Q3,C,37.17948717948718,False,True
V0221,2024Q4,C,31.41025641025641,False,True
V0221,2025Q3,C,56.578947368421055,True,False
V0221,2025Q4,C,61.3013698630137,True,False
V0222,2023Q3,A,22.687252506529614,False,True
V0222,2023Q4,A,72.08105147864184,True,False
V0222,2025Q1,A,73.46445221445222,True,False
V0222,2025Q2,A,72.72727272727272,True,False
V0222,2025Q3,B,37.16108452950558,False,True
V0223,2023Q4,B,26.688572471704997,False,True
V0223,2024Q1,B,21.71717171717172,False,True
V0223,2025Q1,B,20.337995337995338,False,True
V0224,2023Q4,B,65.35091414609487,True,False
V0224,2024Q3,B,94.0828402366864,True,False
V0224,2024Q4,B,27.20996951766183,False,True
V0224,2025Q1,B,80.69302492379416,True,False
V0224,2025Q2,B,12.82051282051282,False,True
V0224,2025Q3,C,70.39473684210526,True,False
V0224,2025Q4,B,10.95890410958904,False,True
V0225,2025Q1,C,71.7948717948718,True,False
V0225,2025Q3,C,31.578947368421055,False,True
V0225,2025Q4,C,55.82191780821918,True,False
V0226,2023Q3,A,27.885668548319153,False,True
V0226,2024Q1,A,93.5942760942761,True,False
V0227,2024Q1,C,32.407407407407405,False,True
V0227,2025Q2,C,69.23076923076923,True,False
V0228,2023Q3,C,56.81818181818181,True,False
V0228,2023Q4,C,57.95454545454545,True,False
V0228,2024Q1,C,37.5,False,True
V0228,2025Q1,C,75.0,True,False
V0229,2023Q4,B,32.12781194708906,False,True
V0229,2024Q1,B,14.324872658205992,False,True
V0229,2024Q2,B,61.328671328671334,True,False
V0229,2024Q3,B,58.239196700735164,True,False
V0229,2025Q1,B,25.19723865877712,False,True
V0229,2025Q2,B,96.15384615384616,True,False
V0229,2025Q3,C,26.973684210526315,False,True
V0230,2023Q3,B,71.08433734939759,True,False
V0230,2024Q1,B,82.82828282828282,True,False
V0230,2025Q1,B,28.729603729603728,False,True
V0230,2025Q2,B,72.14452214452214,True,False
V0230,2025Q3,B,75.67783094098883,True,False
V0231,2024Q2,B,96.11888111888112,True,False
V0231,2024Q3,B,83.467814237045,True,False
V0231,2025Q2,B,97.43589743589745,True,False
V0231,2025Q4,B,26.027397260273972,False,True
V0232,2023Q4,B,69.54461201449153,True,False
V0232,2024Q1,B,19.42501942501943,False,True
V0232,2024Q2,B,69.3006993006993,True,False
V0232,2024Q3,B,13.775327236865698,False,True
V0232,2024Q4,B,13.775327236865698,False,True
V0232,2025Q3,C,67.76315789473684,True,False
V0233,2024Q2,B,30.174825174825173,False,True
V0233,2024Q3,B,81.87645687645687,True,False
V0233,2024Q4,B,78.34857450242066,True,False
V0233,2025Q2,B,39.743589743589745,False,True
V0233,2025Q4,B,97.26027397260275,True,False
V0234,2023Q3,B,93.97590361445783,True,False
V0234,2024Q1,C,29.761904761904763,False,True
V0234,2024Q2,C,26.19047619047619,False,True
V0235,2023Q3,B,90.36144578313252,True,False
V0235,2023Q4,B,14.667761956918582,False,True
V0235,2024Q1,B,27.609427609427605,False,True
V0235,2024Q4,B,67.83216783216783,True,False
V0235,2025Q2,B,18.648018648018645,False,True
V0235,2025Q3,B,8.21371610845295,False,True
V0236,2023Q3,B,65.28561799646138,True,False
V0236,2023Q4,B,9.349987362035554,False,True
V0236,2024Q2,B,87.0979020979021,True,False
V0236,2024Q3,B,33.8802223417608,False,True
V0236,2024Q4,B,89.75255513717052,True,False
V0236,2025Q2,B,19.230769230769234,False,True
V0236,2025Q4,B,91.78082191780821,True,False
V0237,2023Q4,C,39.77272727272727,False,True
V0237,2024Q1,C,68.18181818181819,True,False
V0238,2023Q4,A,38.13344286235853,False,True
V0238,2024Q1,A,12.035634118967451,False,True
V0238,2025Q1,A,14.763986013986015,False,True
V0238,2025Q4,A,22.146118721461185,False,True
V0239,2024Q3,A,63.417832167832174,True,False
V0239,2024Q4,A,32.49708624708625,False,True
V0239,2025Q1,A,81.99300699300699,True,False
V0239,2025Q3,B,5.422647527910685,False,True
V0239,2025Q4,A,4.52469904524699,False,True
V0240,2023Q4,C,38.25301204819277,False,True
V0240,2024Q1,C,66.35802469135803,True,False
V0240,2025Q3,C,55.921052631578945,True,False
V0241,2023Q4,B,88.14558935040863,True,False
V0241,2024Q2,B,18.146853146853147,False,True
V0241,2024Q3,B,68.85422270037654,True,False
V0241,2025Q2,B,7.6923076923076925,False,True
V0242,2023Q4,C,56.92771084337349,True,False
V0242,2024Q4,C,26.28205128205128,False,True
V0242,2025Q1,C,64.74358974358975,True,False
V0242,2025Q2,C,25.641025641025642,False,True
V0243,2023Q3,A,72.4766197657764,True,False
V0243,2023Q4,A,24.151150054764514,False,True
V0243,2024Q1,A,63.38383838383839,True,False
V0243,2024Q2,A,74.9090909090909,True,False
V0243,2025Q3,B,71.69059011164275,True,False
V0244,2023Q4,C,40.06024096385542,False,True
V0244,2024Q1,C,29.320987654320987,False,True
V0246,2023Q4,B,31.86452102114753,False,True
V0246,2024Q1,B,84.04558404558405,True,False
V0246,2024Q2,B,5.41958041958042,False,True
V0246,2025Q1,B,21.29280975434822,False,True
V0246,2025Q3,C,68.42105263157896,True,False
V0246,2025Q4,B,5.47945205479452,False,True
V0247,2023Q4,C,59.33734939759036,True,False
V0247,2024Q1,C,30.555555555555557,False,True
V0247,2024Q3,C,74.35897435897436,True,False
V0247,2025Q2,C,39.1025641025641,False,True
V0247,2025Q3,C,73.68421052631578,True,False
V0248,2023Q3,B,72.28915662650603,True,False
V0248,2025Q2,B,26.806526806526804,False,True
V0248,2025Q3,B,26.156299840510364,False,True
V0249,2023Q3,C,74.39759036144578,True,False
V0249,2024Q1,C,34.25925925925926,False,True
V0250,2023Q3,C,29.216867469879517,False,True
V0250,2023Q4,C,69.57831325301206,True,False
V0250,2024Q3,C,69.87179487179488,True,False
V0250,2024Q4,C,41.02564102564102,False,True
V0250,2025Q1,C,32.69230769230769,False,True
V0250,2025Q2,C,70.51282051282051,True,False
V0251,2023Q4,A,42.98968601679445,False,True
V0251,2024Q1,A,87.95454545454545,True,False
V0252,2023Q3,B,79.06731822394472,True,False
V0252,2023Q4,B,38.13295138596343,False,True
V0252,2024Q2,B,60.76923076923077,True,False
V0252,2024Q3,B,14.949793795947642,False,True
V0252,2025Q2,B,79.48717948717949,True,False
V0252,2025Q4,B,100.0,True,False
V0253,2023Q3,C,28.012048192771083,False,True
V0253,2023Q4,C,61.74698795180723,True,False
V0253,2024Q4,C,27.564102564102562,False,True
V0255,2023Q4,C,29.216867469879517,False,True
V0255,2024Q1,C,55.24691358024691,True,False
V0255,2024Q3,C,32.05128205128205,False,True
V0255,2024Q4,C,57.05128205128205,True,False
V0255,2025Q1,C,26.28205128205128,False,True
V0255,2025Q2,C,61.53846153846153,True,False
V0256,2023Q4,B,29.467520431375853,False,True
V0256,2024Q2,B,77.23776223776224,True,False
V0256,2024Q4,B,39.73462435000896,False,True
V0256,2025Q2,B,84.61538461538461,True,False
V0256,2025Q3,C,34.868421052631575,False,True
V0256,2025Q4,B,2.73972602739726,False,True
V0257,2023Q3,A,44.460358918190245,False,True
V0257,2023Q4,A,89.39895947426069,True,False
V0257,2024Q2,A,33.09090909090909,False,True
V0257,2025Q2,A,21.386946386946384,False,True
V0258,2024Q1,B,69.1358024691358,True,False
V0258,2024Q4,B,73.77622377622376,True,False
V0258,2025Q4,B,86.42590286425902,True,False
V0259,2023Q3,C,65.96385542168674,True,False
V0259,2024Q2,C,26.875,False,True
V0259,2024Q4,C,73.71794871794873,True,False
V0259,2025Q2,C,38.46153846153846,False,True
V0259,2025Q3,C,73.02631578947368,True,False
V0260,2023Q3,B,64.51891482011965,True,False
V0260,2024Q2,B,20.97902097902098,False,True
V0260,2025Q1,B,83.46333154025461,True,False
V0260,2025Q2,B,82.05128205128204,True,False
V0262,2023Q3,B,10.843373493975902,False,True
V0262,2023Q4,B,56.39832055494706,True,False
V0262,2025Q1,B,69.52214452214452,True,False
V0263,2023Q3,A,96.29286376274328,True,False
V0263,2023Q4,A,36.29700620664476,False,True
V0263,2024Q2,A,19.28787878787879,False,True
V0265,2023Q3,B,37.34939759036144,False,True
V0265,2023Q4,B,35.30485578678349,False,True
V0265,2024Q2,B,67.72727272727272,True,False
V0266,2023Q3,C,70.78313253012048,True,False
V0266,2023Q4,C,71.98795180722891,True,False
V0266,2024Q1,C,27.469135802469136,False,True
V0266,2024Q2,C,68.75,True,False
V0266,2024Q4,C,43.58974358974359,False,True
V0267,2024Q1,C,26.85185185185185,False,True
V0267,2025Q1,C,27.564102564102562,False,True
V0268,2023Q3,A,71.37290420422951,True,False
V0268,2023Q4,A,25.894487039065353,False,True
V0268,2024Q1,A,68.87485970819304,True,False
V0268,2024Q3,A,91.86188811188812,True,False
V0269,2024Q1,B,77.59216092549426,True,False
V0269,2024Q2,B,34.72027972027972,False,True
V0269,2024Q3,B,38.94566971490048,False,True
V0269,2025Q2,B,8.974358974358974,False,True
V0270,2023Q4,C,28.6144578313253,False,True
V0270,2024Q1,C,65.74074074074073,True,False
V0270,2024Q2,C,73.75,True,False
V0271,2023Q3,B,95.45454545454544,True,False
V0271,2023Q4,B,39.79020979020979,False,True
V0271,2024Q1,B,8.041958041958042,False,True
V0271,2024Q2,B,6.424825174825174,False,True
V0272,2023Q3,B,89.39393939393939,True,False
V0272,2023Q4,B,33.84615384615384,False,True
V0272,2024Q2,B,64.33566433566433,True,False
V0272,2025Q4,B,31.08709472345836,False,True
V0273,2023Q3,B,21.21212121212121,False,True
V0273,2025Q4,B,13.560076287349016,False,True
V0274,2023Q3,B,31.031468531468533,False,True
V0274,2024Q1,B,73.06846999154692,True,False
V0274,2024Q2,B,34.89010989010988,False,True
V0274,2024Q3,B,92.3076923076923,True,False
V0274,2025Q4,B,36.85314685314685,False,True
V0275,2024Q2,B,23.470279720279716,False,True
V0275,2025Q1,B,15.492840492840493,False,True
V0275,2025Q2,B,11.831716670426346,False,True
V0276,2024Q4,B,5.856643356643356,False,True
V0276,2025Q3,B,15.342416204485168,False,True
V0277,2023Q3,C,31.818181818181817,False,True
V0277,2023Q4,C,71.92307692307692,True,False
V0277,2025Q1,C,73.41269841269842,True,False
V0277,2025Q2,C,36.29032258064516,False,True
V0277,2025Q4,C,73.18181818181819,True,False
V0278,2024Q2,C,36.71875,False,True
V0278,2024Q4,C,75.0,True,False
V0278,2025Q1,C,32.14285714285714,False,True
V0278,2025Q3,C,31.03448275862069,False,True
V0279,2023Q4,C,41.15384615384615,False,True
V0279,2024Q2,C,26.5625,False,True
V0279,2024Q3,C,72.65625,True,False
V0279,2025Q4,C,41.36363636363636,False,True
V0280,2023Q4,C,35.769230769230774,False,True
V0280,2024Q1,C,28.076923076923077,False,True
V0280,2024Q2,C,74.21875,True,False
V0280,2024Q4,C,28.90625,False,True
V0280,2025Q1,C,72.61904761904762,True,False
V0280,2025Q2,C,29.838709677419356,False,True
V0280,2025Q3,C,66.37931034482759,True,False
V0281,2023Q3,B,18.181818181818183,False,True
V0281,2023Q4,B,23.916083916083917,False,True
V0281,2025Q2,B,21.926460636138053,False,True
V0281,2025Q3,B,15.969375452134072,False,True
V0282,2023Q4,C,65.0,True,False
V0282,2025Q1,C,44.04761904761905,False,True
V0283,2023Q3,B,71.21212121212122,True,False
V0283,2024Q3,B,41.38986013986013,False,True
V0284,2023Q3,B,59.0909090909091,True,False
V0284,2023Q4,B,88.8111888111888,True,False
V0284,2024Q1,B,95.87412587412585,True,False
V0284,2024Q4,B,81.33741258741259,True,False
V0284,2025Q2,B,95.10489510489509,True,False
V0284,2025Q4,B,91.99618563254926,True,False
V0285,2023Q3,B,30.303030303030305,False,True
V0285,2023Q4,B,22.58741258741259,False,True
V0285,2024Q1,B,11.048951048951048,False,True
V0285,2025Q3,B,22.865927176272002,False,True
V0286,2023Q3,B,75.75757575757575,True,False
V0286,2024Q3,B,95.10489510489509,True,False
V0286,2025Q3,B,97.55244755244755,True,False
V0287,2023Q3,B,10.606060606060606,False,True
V0287,2023Q4,B,69.02097902097901,True,False
V0287,2024Q4,B,44.66783216783217,False,True
V0287,2025Q2,B,65.47484773291224,True,False
V0288,2024Q1,C,73.46153846153847,True,False
V0288,2024Q2,C,42.96875,False,True
V0288,2024Q3,C,30.46875,False,True
V0288,2024Q4,C,65.625,True,False
V0288,2025Q3,C,32.758620689655174,False,True
V0289,2024Q1,C,30.384615384615387,False,True
V0289,2024Q2,C,71.875,True,False
V0289,2024Q3,C,31.25,False,True
V0289,2025Q3,C,70.6896551724138,True,False
V0289,2025Q4,C,32.27272727272727,False,True
V0290,2023Q4,A,66.36538461538461,True,False
V0290,2024Q2,A,39.87637362637363,False,True
V0290,2024Q3,A,73.00824175824175,True,False
V0290,2025Q2,A,26.724565756823818,False,True
V0291,2024Q1,C,42.69230769230769,False,True
V0291,2024Q2,C,39.0625,False,True
V0291,2024Q3,C,64.0625,True,False
V0291,2025Q3,C,72.41379310344828,True,False
V0292,2023Q4,C,39.61538461538461,False,True
V0292,2024Q1,C,70.38461538461539,True,False
V0292,2024Q2,C,34.375,False,True
V0292,2025Q1,C,65.47619047619048,True,False
V0292,2025Q2,C,33.064516129032256,False,True
V0292,2025Q3,C,68.9655172413793,True,False
V0293,2023Q3,B,92.42424242424242,True,False
V0293,2024Q2,B,34.090909090909086,False,True
V0293,2024Q3,B,89.81643356643355,True,False
V0294,2023Q3,C,40.90909090909091,False,True
V0294,2025Q3,C,29.310344827586206,False,True
V0294,2025Q4,C,69.54545454545455,True,False
V0295,2023Q3,C,73.48484848484848,True,False
V0295,2024Q1,C,29.615384615384617,False,True
V0295,2025Q4,C,35.0,False,True
V0296,2023Q3,B,28.78787878787879,False,True
V0296,2024Q3,B,77.0979020979021,True,False
V0296,2024Q4,B,89.20454545454545,True,False
V0297,2023Q3,C,27.272727272727273,False,True
V0297,2023Q4,C,72.69230769230768,True,False
V0297,2024Q2,C,35.15625,False,True
V0297,2024Q4,C,66.40625,True,False
V0297,2025Q3,C,62.06896551724138,True,False
V0298,2023Q3,C,34.848484848484844,False,True
V0298,2024Q1,C,66.53846153846155,True,False
V0298,2024Q3,C,29.6875,False,True
V0298,2024Q4,C,62.5,True,False
V0298,2025Q1,C,25.793650793650794,False,True
V0299,2023Q4,B,59.09090909090907,True,False
V0299,2024Q2,B,42.001748251748246,False,True
V0299,2024Q4,B,78.27797202797201,True,False
V0299,2025Q1,B,93.65079365079364,True,False
V0300,2023Q3,C,63.63636363636363,True,False
V0300,2023Q4,C,34.23076923076923,False,True
V0300,2024Q1,C,26.53846153846154,False,True
V0301,2023Q3,B,98.48484848484848,True,False
V0301,2023Q4,B,20.594405594405593,False,True
V0301,2024Q3,B,4.720279720279719,False,True
V0301,2025Q4,B,14.221233312142404,False,True
V0302,2023Q3,B,58.857808857808855,True,False
V0302,2024Q2,B,91.82692307692308,True,False
V0302,2024Q3,B,20.260989010989007,False,True
V0302,2025Q1,B,57.387057387057375,True,False
V0302,2025Q2,B,28.411910669975185,False,True
V0302,2025Q4,B,59.580419580419566,True,False
V0303,2023Q4,C,36.53846153846154,False,True
V0303,2024Q2,C,71.09375,True,False
V0303,2025Q2,C,70.96774193548387,True,False
V0303,2025Q3,C,40.51724137931035,False,True
V0304,2023Q3,C,68.18181818181819,True,False
V0304,2024Q2,C,67.96875,True,False
V0304,2025Q1,C,35.317460317460316,False,True
V0304,2025Q2,C,30.64516129032258,False,True
V0304,2025Q3,C,71.55172413793103,True,False
V0305,2024Q2,C,68.75,True,False
V0306,2023Q3,C,38.63636363636363,False,True
