vendor_id,quarter,segment,arr_estimate_m,level_band,level_method
V0107,2024Q2,data_infrastructure,25.753166,10-30M,spend
V0107,2024Q3,data_infrastructure,26.001244,10-30M,spend
V0107,2024Q4,data_infrastructure,34.825148,30-100M,spend
V0107,2025Q1,data_infrastructure,27.085614,10-30M,spend
V0107,2025Q2,data_infrastructure,32.239934000000005,30-100M,spend
V0107,2025Q3,data_infrastructure,45.506084,30-100M,spend
V0107,2025Q4,data_infrastructure,45.170782,30-100M,spend
V0108,2023Q1,data_infrastructure,0.39056,<1M,web
V0108,2023Q2,data_infrastructure,0.52,<1M,web
V0108,2023Q3,data_infrastructure,0.67024,<1M,web
V0108,2023Q4,data_infrastructure,0.7504,<1M,web
V0108,2024Q1,data_infrastructure,0.78272,<1M,web
V0108,2024Q2,data_infrastructure,0.91472,<1M,web
V0108,2024Q3,data_infrastructure,0.73632,<1M,web
V0108,2024Q4,data_infrastructure,0.76272,<1M,web
V0108,2025Q1,data_infrastructure,0.76112,<1M,web
V0108,2025Q2,data_infrastructure,0.81104,<1M,web
V0108,2025Q3,data_infrastructure,0.78112,<1M,web
V0108,2025Q4,data_infrastructure,0.79504,<1M,web
V0109,2023Q1,data_infrastructure,0.18288,<1M,web
V0109,2023Q2,data_infrastructure,0.14928,<1M,web
V0109,2023Q3,data_infrastructure,0.15152,<1M,web
V0109,2023Q4,data_infrastructure,0.1616,<1M,web
V0109,2024Q1,data_infrastructure,0.188,<1M,web
V0109,2024Q2,data_infrastructure,0.1696,<1M,web
V0109,2024Q3,data_infrastructure,0.20064,<1M,web
V0109,2024Q4,data_infrastructure,0.17696,<1M,web
V0109,2025Q1,data_infrastructure,0.20112,<1M,web
V0109,2025Q2,data_infrastructure,0.25504,<1M,web
V0109,2025Q3,data_infrastructure,0.22992,<1M,web
V0109,2025Q4,data_infrastructure,0.26448,<1M,web
V0110,2023Q1,data_infrastructure,2.4,1-3M,jobs
V0110,2023Q2,data_infrastructure,2.4,1-3M,jobs
V0110,2023Q3,data_infrastructure,2.4,1-3M,jobs
V0110,2023Q4,data_infrastructure,0.0,<1M,jobs
V0110,2024Q1,data_infrastructure,0.0,<1M,jobs
V0110,2024Q2,data_infrastructure,0.0,<1M,jobs
V0110,2024Q3,data_infrastructure,0.0,<1M,jobs
V0110,2024Q4,data_infrastructure,0.0,<1M,jobs
V0110,2025Q1,data_infrastructure,0.0,<1M,jobs
V0110,2025Q2,data_infrastructure,0.0,<1M,jobs
V0110,2025Q3,data_infrastructure,0.0,<1M,jobs
V0110,2025Q4,data_infrastructure,0.0,<1M,jobs
V0111,2023Q1,data_infrastructure,17.507274,10-30M,spend
V0111,2023Q2,data_infrastructure,23.594512,10-30M,spend
V0111,2023Q3,data_infrastructure,24.458492,10-30M,spend
V0111,2023Q4,data_infrastructure,23.623008,10-30M,spend
V0111,2024Q1,data_infrastructure,25.485862,10-30M,spend
V0111,2024Q2,data_infrastructure,26.464546,10-30M,spend
V0111,2024Q3,data_infrastructure,22.792576,10-30M,spend
V0111,2024Q4,data_infrastructure,20.78186,10-30M,spend
V0111,2025Q1,data_infrastructure,27.084309999999995,10-30M,spend
V0111,2025Q2,data_infrastructure,21.992312,10-30M,spend
V0111,2025Q3,data_infrastructure,19.904538,10-30M,spend
V0111,2025Q4,data_infrastructure,19.119836,10-30M,spend
V0112,2023Q1,data_infrastructure,1.900198,1-3M,spend
V0112,2023Q2,data_infrastructure,1.9074459999999998,1-3M,spend
V0112,2023Q3,data_infrastructure,2.506368,1-3M,spend
V0112,2023Q4,data_infrastructure,2.46295,1-3M,spend
V0112,2024Q1,data_infrastructure,2.862214,1-3M,spend
V0112,2024Q2,data_infrastructure,2.560464,1-3M,spend
V0112,2024Q3,data_infrastructure,2.751944,1-3M,spend
V0112,2024Q4,data_infrastructure,2.702142,1-3M,spend
V0112,2025Q1,data_infrastructure,3.1106,3-10M,spend
V0112,2025Q2,data_infrastructure,3.561294,3-10M,spend
V0112,2025Q3,data_infrastructure,3.4907199999999996,3-10M,spend
V0112,2025Q4,data_infrastructure,3.319686,3-10M,spend
V0113,2023Q1,data_infrastructure,9.6,3-10M,jobs
V0113,2023Q2,data_infrastructure,12.0,10-30M,jobs
V0113,2023Q3,data_infrastructure,12.0,10-30M,jobs
V0113,2023Q4,data_infrastructure,14.4,10-30M,jobs
V0113,2024Q1,data_infrastructure,14.4,10-30M,jobs
V0113,2024Q2,data_infrastructure,16.8,10-30M,jobs
V0113,2024Q3,data_infrastructure,16.8,10-30M,jobs
V0113,2024Q4,data_infrastructure,16.8,10-30M,jobs
V0113,2025Q1,data_infrastructure,21.6,10-30M,jobs
V0113,2025Q2,data_infrastructure,24.0,10-30M,jobs
V0113,2025Q3,data_infrastructure,24.0,10-30M,jobs
V0113,2025Q4,data_infrastructure,24.0,10-30M,jobs
V0114,2023Q1,data_infrastructure,0.28128,<1M,web
V0114,2023Q2,data_infrastructure,0.25552,<1M,web
V0114,2023Q3,data_infrastructure,0.31216,<1M,web
V0114,2023Q4,data_infrastructure,0.2712,<1M,web
V0114,2024Q1,data_infrastructure,0.252,<1M,web
V0114,2024Q2,data_infrastructure,0.2568,<1M,web
V0114,2024Q3,data_infrastructure,0.28944,<1M,web
V0114,2024Q4,data_infrastructure,0.28032,<1M,web
V0114,2025Q1,data_infrastructure,0.308,<1M,web
V0114,2025Q2,data_infrastructure,0.38112,<1M,web
V0114,2025Q3,data_infrastructure,0.36144,<1M,web
V0114,2025Q4,data_infrastructure,0.42768,<1M,web
V0115,2023Q1,data_infrastructure,4.8,3-10M,jobs
V0115,2023Q2,data_infrastructure,4.8,3-10M,jobs
V0115,2023Q3,data_infrastructure,4.8,3-10M,jobs
V0115,2023Q4,data_infrastructure,4.8,3-10M,jobs
V0115,2024Q1,data_infrastructure,0.0,<1M,jobs
V0115,2024Q2,data_infrastructure,0.0,<1M,jobs
V0115,2024Q3,data_infrastructure,0.0,<1M,jobs
V0115,2024Q4,data_infrastructure,0.0,<1M,jobs
V0115,2025Q1,data_infrastructure,0.0,<1M,jobs
V0115,2025Q2,data_infrastructure,0.0,<1M,jobs
V0115,2025Q3,data_infrastructure,0.0,<1M,jobs
V0115,2025Q4,data_infrastructure,0.0,<1M,jobs
V0116,2023Q1,data_infrastructure,26.4,10-30M,jobs
V0116,2023Q2,data_infrastructure,31.2,30-100M,jobs
V0116,2023Q3,data_infrastructure,26.4,10-30M,jobs
V0116,2023Q4,data_infrastructure,31.2,30-100M,jobs
V0116,2024Q1,data_infrastructure,33.6,30-100M,jobs
V0116,2024Q2,data_infrastructure,31.2,30-100M,jobs
V0116,2024Q3,data_infrastructure,38.4,30-100M,jobs
V0116,2024Q4,data_infrastructure,36.0,30-100M,jobs
V0116,2025Q1,data_infrastructure,38.4,30-100M,jobs
V0116,2025Q2,data_infrastructure,38.4,30-100M,jobs
V0116,2025Q3,data_infrastructure,40.8,30-100M,jobs
V0116,2025Q4,data_infrastructure,43.2,30-100M,jobs
V0117,2023Q1,data_infrastructure,0.19056,<1M,web
V0117,2023Q2,data_infrastructure,0.204,<1M,web
V0117,2023Q3,data_infrastructure,0.15488,<1M,web
V0117,2023Q4,data_infrastructure,0.13936,<1M,web
V0117,2024Q1,data_infrastructure,0.2,<1M,web
V0117,2024Q2,data_infrastructure,0.16944,<1M,web
V0117,2024Q3,data_infrastructure,0.22336,<1M,web
V0117,2024Q4,data_infrastructure,0.24288,<1M,web
V0117,2025Q1,data_infrastructure,0.18896,<1M,web
V0117,2025Q2,data_infrastructure,0.26128,<1M,web
V0117,2025Q3,data_infrastructure,0.23792,<1M,web
V0117,2025Q4,data_infrastructure,0.2304,<1M,web
V0118,2023Q1,data_infrastructure,0.264,<1M,web
V0118,2023Q2,data_infrastructure,0.3024,<1M,web
V0118,2023Q3,data_infrastructure,0.23008,<1M,web
V0118,2023Q4,data_infrastructure,0.28352,<1M,web
V0118,2024Q1,data_infrastructure,0.32144,<1M,web
V0118,2024Q2,data_infrastructure,0.32912,<1M,web
V0118,2024Q3,data_infrastructure,0.34368,<1M,web
V0118,2024Q4,data_infrastructure,0.32464,<1M,web
V0118,2025Q1,data_infrastructure,0.38928,<1M,web
V0118,2025Q2,data_infrastructure,0.37792,<1M,web
V0118,2025Q3,data_infrastructure,0.33552,<1M,web
V0118,2025Q4,data_infrastructure,0.37872,<1M,web
V0119,2023Q1,data_infrastructure,31.2,30-100M,jobs
V0119,2023Q2,data_infrastructure,38.4,30-100M,jobs
V0119,2023Q3,data_infrastructure,48.0,30-100M,jobs
V0119,2023Q4,data_infrastructure,55.2,30-100M,jobs
V0119,2024Q1,data_infrastructure,64.8,30-100M,jobs
V0119,2024Q2,data_infrastructure,72.0,30-100M,jobs
V0119,2024Q3,data_infrastructure,2.4,1-3M,jobs
V0119,2024Q4,data_infrastructure,0.0,<1M,jobs
V0119,2025Q1,data_infrastructure,0.0,<1M,jobs
V0119,2025Q2,data_infrastructure,0.0,<1M,jobs
V0119,2025Q3,data_infrastructure,0.0,<1M,jobs
V0119,2025Q4,data_infrastructure,0.0,<1M,jobs
V0120,2023Q1,data_infrastructure,,no_data,none
V0120,2023Q2,data_infrastructure,,no_data,none
V0120,2023Q3,data_infrastructure,,no_data,none
V0120,2023Q4,data_infrastructure,,no_data,none
V0120,2024Q1,data_infrastructure,,no_data,none
V0120,2024Q2,data_infrastructure,,no_data,none
V0120,2024Q3,data_infrastructure,,no_data,none
V0120,2024Q4,data_infrastructure,,no_data,none
V0120,2025Q1,data_infrastructure,,no_data,none
V0120,2025Q2,data_infrastructure,,no_data,none
V0120,2025Q3,data_infrastructure,,no_data,none
V0120,2025Q4,data_infrastructure,,no_data,none
V0121,2023Q1,data_infrastructure,0.57824,<1M,web
V0121,2023Q2,data_infrastructure,0.58176,<1M,web
V0121,2023Q3,data_infrastructure,0.56496,<1M,web
V0121,2023Q4,data_infrastructure,0.52416,<1M,web
V0121,2024Q1,data_infrastructure,0.67344,<1M,web
V0121,2024Q2,data_infrastructure,0.54976,<1M,web
V0121,2024Q3,data_infrastructure,0.5808,<1M,web
V0121,2024Q4,data_infrastructure,0.81104,<1M,web
V0121,2025Q1,data_infrastructure,0.65616,<1M,web
V0121,2025Q2,data_infrastructure,0.55888,<1M,web
V0121,2025Q3,data_infrastructure,0.54896,<1M,web
V0121,2025Q4,data_infrastructure,0.58576,<1M,web
V0122,2023Q1,data_infrastructure,0.27456,<1M,web
V0122,2023Q2,data_infrastructure,0.3088,<1M,web
V0122,2023Q3,data_infrastructure,0.35584,<1M,web
V0122,2023Q4,data_infrastructure,0.35456,<1M,web
V0122,2024Q1,data_infrastructure,0.38816,<1M,web
V0122,2024Q2,data_infrastructure,0.47664,<1M,web
V0122,2024Q3,data_infrastructure,0.46336,<1M,web
V0122,2024Q4,data_infrastructure,0.56976,<1M,web
V0122,2025Q1,data_infrastructure,0.51312,<1M,web
V0122,2025Q2,data_infrastructure,0.70432,<1M,web
V0122,2025Q3,data_infrastructure,0.71264,<1M,web
V0122,2025Q4,data_infrastructure,0.73568,<1M,web
V0123,2023Q1,data_infrastructure,0.4112,<1M,web
V0123,2023Q2,data_infrastructure,0.41152,<1M,web
V0123,2023Q3,data_infrastructure,0.56576,<1M,web
V0123,2023Q4,data_infrastructure,0.52256,<1M,web
V0123,2024Q1,data_infrastructure,0.72992,<1M,web
V0123,2024Q2,data_infrastructure,0.82992,<1M,web
V0123,2024Q3,data_infrastructure,0.95376,<1M,web
V0123,2024Q4,data_infrastructure,0.76848,<1M,web
V0123,2025Q1,data_infrastructure,1.20912,1-3M,web
V0123,2025Q2,data_infrastructure,1.21248,1-3M,web
V0123,2025Q3,data_infrastructure,1.26576,1-3M,web
V0123,2025Q4,data_infrastructure,,no_data,none
V0124,2023Q1,data_infrastructure,,no_data,none
V0124,2023Q2,data_infrastructure,,no_data,none
V0124,2023Q3,data_infrastructure,,no_data,none
V0124,2023Q4,data_infrastructure,,no_data,none
V0124,2024Q1,data_infrastructure,,no_data,none
V0124,2024Q2,data_infrastructure,,no_data,none
V0124,2024Q3,data_infrastructure,,no_data,none
V0124,2024Q4,data_infrastructure,,no_data,none
V0124,2025Q1,data_infrastructure,,no_data,none
V0124,2025Q2,data_infrastructure,,no_data,none
V0124,2025Q3,data_infrastructure,,no_data,none
V0124,2025Q4,data_infrastructure,,no_data,none
V0125,2023Q1,data_infrastructure,,no_data,none
V0125,2023Q2,data_infrastructure,,no_data,none
V0125,2023Q3,data_infrastructure,,no_data,none
V0125,2023Q4,data_infrastructure,,no_data,none
V0125,2024Q1,data_infrastructure,,no_data,none
V0125,2024Q2,data_infrastructure,,no_data,none
V0125,2024Q3,data_infrastructure,,no_data,none
V0125,2024Q4,data_infrastructure,,no_data,none
V0125,2025Q1,data_infrastructure,,no_data,none
V0125,2025Q2,data_infrastructure,,no_data,none
V0125,2025Q3,data_infrastructure,,no_data,none
V0125,2025Q4,data_infrastructure,,no_data,none
V0126,2023Q1,data_infrastructure,14.4,10-30M,jobs
V0126,2023Q2,data_infrastructure,12.0,10-30M,jobs
V0126,2023Q3,data_infrastructure,14.4,10-30M,jobs
V0126,2023Q4,data_infrastructure,14.4,10-30M,jobs
V0126,2024Q1,data_infrastructure,14.4,10-30M,jobs
V0126,2024Q2,data_infrastructure,16.8,10-30M,jobs
V0126,2024Q3,data_infrastructure,0.0,<1M,jobs
V0126,2024Q4,data_infrastructure,0.0,<1M,jobs
V0126,2025Q1,data_infrastructure,0.0,<1M,jobs
V0126,2025Q2,data_infrastructure,0.0,<1M,jobs
V0126,2025Q3,data_infrastructure,0.0,<1M,jobs
V0126,2025Q4,data_infrastructure,0.0,<1M,jobs
V0127,2023Q1,data_infrastructure,0.30496,<1M,web
V0127,2023Q2,data_infrastructure,0.26656,<1M,web
V0127,2023Q3,data_infrastructure,0.25824,<1M,web
V0127,2023Q4,data_infrastructure,0.29296,<1M,web
V0127,2024Q1,data_infrastructure,0.28144,<1M,web
V0127,2024Q2,data_infrastructure,0.2672,<1M,web
V0127,2024Q3,data_infrastructure,0.27088,<1M,web
V0127,2024Q4,data_infrastructure,0.28688,<1M,web
V0127,2025Q1,data_infrastructure,0.24272,<1M,web
V0127,2025Q2,data_infrastructure,0.244,<1M,web
V0127,2025Q3,data_infrastructure,0.20432,<1M,web
V0127,2025Q4,data_infrastructure,0.21456,<1M,web
V0128,2023Q1,data_infrastructure,,no_data,none
V0128,2023Q2,data_infrastructure,,no_data,none
V0128,2023Q3,data_infrastructure,,no_data,none
V0128,2023Q4,data_infrastructure,,no_data,none
V0128,2024Q1,data_infrastructure,,no_data,none
V0128,2024Q2,data_infrastructure,,no_data,none
V0128,2024Q3,data_infrastructure,,no_data,none
V0128,2024Q4,data_infrastructure,,no_data,none
V0128,2025Q1,data_infrastructure,,no_data,none
V0128,2025Q2,data_infrastructure,,no_data,none
V0128,2025Q3,data_infrastructure,,no_data,none
V0128,2025Q4,data_infrastructure,,no_data,none
V0129,2023Q1,data_infrastructure,0.0,<1M,jobs
V0129,2023Q2,data_infrastructure,0.0,<1M,jobs
V0129,2023Q3,data_infrastructure,0.0,<1M,jobs
V0129,2023Q4,data_infrastructure,0.0,<1M,jobs
V0129,2024Q1,data_infrastructure,0.0,<1M,jobs
V0129,2024Q2,data_infrastructure,0.0,<1M,jobs
V0129,2024Q3,data_infrastructure,0.0,<1M,jobs
V0129,2024Q4,data_infrastructure,0.0,<1M,jobs
V0129,2025Q1,data_infrastructure,0.0,<1M,jobs
V0129,2025Q2,data_infrastructure,0.0,<1M,jobs
V0129,2025Q3,data_infrastructure,0.0,<1M,jobs
V0129,2025Q4,data_infrastructure,0.0,<1M,jobs
V0130,2023Q1,data_infrastructure,0.52208,<1M,web
V0130,2023Q2,data_infrastructure,0.5096,<1M,web
V0130,2023Q3,data_infrastructure,0.4928,<1M,web
V0130,2023Q4,data_infrastructure,0.54448,<1M,web
V0130,2024Q1,data_infrastructure,0.60016,<1M,web
V0130,2024Q2,data_infrastructure,0.57296,<1M,web
V0130,2024Q3,data_infrastructure,0.60576,<1M,web
V0130,2024Q4,data_infrastructure,0.58032,<1M,web
V0130,2025Q1,data_infrastructure,0.52864,<1M,web
V0130,2025Q2,data_infrastructure,0.49968,<1M,web
V0130,2025Q3,data_infrastructure,0.45472,<1M,web
V0130,2025Q4,data_infrastructure,0.29904,<1M,web
V0131,2023Q1,data_infrastructure,0.288,<1M,web
V0131,2023Q2,data_infrastructure,0.36288,<1M,web
V0131,2023Q3,data_infrastructure,,no_data,none
V0131,2023Q4,data_infrastructure,,no_data,none
V0131,2024Q1,data_infrastructure,,no_data,none
V0131,2024Q2,data_infrastructure,,no_data,none
V0131,2024Q3,data_infrastructure,,no_data,none
V0131,2024Q4,data_infrastructure,,no_data,none
V0131,2025Q1,data_infrastructure,,no_data,none
V0131,2025Q2,data_infrastructure,,no_data,none
V0131,2025Q3,data_infrastructure,,no_data,none
V0131,2025Q4,data_infrastructure,,no_data,none
V0132,2023Q1,data_infrastructure,9.6,3-10M,jobs
V0132,2023Q2,data_infrastructure,9.6,3-10M,jobs
V0132,2023Q3,data_infrastructure,12.0,10-30M,jobs
V0132,2023Q4,data_infrastructure,14.4,10-30M,jobs
V0132,2024Q1,data_infrastructure,14.4,10-30M,jobs
V0132,2024Q2,data_infrastructure,14.4,10-30M,jobs
V0132,2024Q3,data_infrastructure,16.8,10-30M,jobs
V0132,2024Q4,data_infrastructure,16.8,10-30M,jobs
V0132,2025Q1,data_infrastructure,19.2,10-30M,jobs
V0132,2025Q2,data_infrastructure,21.6,10-30M,jobs
V0132,2025Q3,data_infrastructure,24.0,10-30M,jobs
V0132,2025Q4,data_infrastructure,24.0,10-30M,jobs
V0133,2023Q1,data_infrastructure,0.34848,<1M,web
V0133,2023Q2,data_infrastructure,0.35904,<1M,web
V0133,2023Q3,data_infrastructure,0.37344,<1M,web
V0133,2023Q4,data_infrastructure,0.34112,<1M,web
V0133,2024Q1,data_infrastructure,0.40224,<1M,web
V0133,2024Q2,data_infrastructure,0.48272,<1M,web
V0133,2024Q3,data_infrastructure,0.4448,<1M,web
V0133,2024Q4,data_infrastructure,0.49792,<1M,web
V0133,2025Q1,data_infrastructure,0.6192,<1M,web
V0133,2025Q2,data_infrastructure,0.59456,<1M,web
V0133,2025Q3,data_infrastructure,0.60128,<1M,web
V0133,2025Q4,data_infrastructure,0.5784,<1M,web
V0134,2023Q1,data_infrastructure,0.32976,<1M,web
V0134,2023Q2,data_infrastructure,0.30816,<1M,web
V0134,2023Q3,data_infrastructure,0.30528,<1M,web
V0134,2023Q4,data_infrastructure,0.37008,<1M,web
V0134,2024Q1,data_infrastructure,0.3488,<1M,web
V0134,2024Q2,data_infrastructure,0.3512,<1M,web
V0134,2024Q3,data_infrastructure,0.28816,<1M,web
V0134,2024Q4,data_infrastructure,0.34192,<1M,web
V0134,2025Q1,data_infrastructure,0.39504,<1M,web
V0134,2025Q2,data_infrastructure,0.34848,<1M,web
V0134,2025Q3,data_infrastructure,0.07776,<1M,web
V0134,2025Q4,data_infrastructure,,no_data,none
V0135,2023Q1,data_infrastructure,0.28544,<1M,web
V0135,2023Q2,data_infrastructure,0.3008,<1M,web
V0135,2023Q3,data_infrastructure,0.28784,<1M,web
V0135,2023Q4,data_infrastructure,0.38912,<1M,web
V0135,2024Q1,data_infrastructure,0.3064,<1M,web
V0135,2024Q2,data_infrastructure,0.38368,<1M,web
V0135,2024Q3,data_infrastructure,0.29072,<1M,web
V0135,2024Q4,data_infrastructure,0.3096,<1M,web
V0135,2025Q1,data_infrastructure,0.28672,<1M,web
V0135,2025Q2,data_infrastructure,0.24528,<1M,web
V0135,2025Q3,data_infrastructure,0.20208,<1M,web
V0135,2025Q4,data_infrastructure,0.21728,<1M,web
V0136,2023Q1,data_infrastructure,0.252,<1M,web
V0136,2023Q2,data_infrastructure,0.2528,<1M,web
V0136,2023Q3,data_infrastructure,0.22032,<1M,web
V0136,2023Q4,data_infrastructure,0.2144,<1M,web
V0136,2024Q1,data_infrastructure,0.24048,<1M,web
V0136,2024Q2,data_infrastructure,0.1976,<1M,web
V0136,2024Q3,data_infrastructure,0.2024,<1M,web
V0136,2024Q4,data_infrastructure,0.04496,<1M,web
V0136,2025Q1,data_infrastructure,,no_data,none
V0136,2025Q2,data_infrastructure,,no_data,none
V0136,2025Q3,data_infrastructure,,no_data,none
V0136,2025Q4,data_infrastructure,,no_data,none
V0137,2023Q1,data_infrastructure,0.18992,<1M,web
V0137,2023Q2,data_infrastructure,0.18496,<1M,web
V0137,2023Q3,data_infrastructure,0.16704,<1M,web
V0137,2023Q4,data_infrastructure,0.16496,<1M,web
V0137,2024Q1,data_infrastructure,0.18592,<1M,web
V0137,2024Q2,data_infrastructure,0.1432,<1M,web
V0137,2024Q3,data_infrastructure,0.14224,<1M,web
V0137,2024Q4,data_infrastructure,0.13632,<1M,web
V0137,2025Q1,data_infrastructure,0.16912,<1M,web
V0137,2025Q2,data_infrastructure,0.12544,<1M,web
V0137,2025Q3,data_infrastructure,0.06816,<1M,web
V0137,2025Q4,data_infrastructure,0.0224,<1M,web
V0138,2023Q1,data_infrastructure,,no_data,none
V0138,2023Q2,data_infrastructure,,no_data,none
V0138,2023Q3,data_infrastructure,,no_data,none
V0138,2023Q4,data_infrastructure,,no_data,none
V0138,2024Q1,data_infrastructure,,no_data,none
V0138,2024Q2,data_infrastructure,,no_data,none
V0138,2024Q3,data_infrastructure,,no_data,none
V0138,2024Q4,data_infrastructure,,no_data,none
V0138,2025Q1,data_infrastructure,,no_data,none
V0138,2025Q2,data_infrastructure,,no_data,none
V0138,2025Q3,data_infrastructure,,no_data,none
V0138,2025Q4,data_infrastructure,,no_data,none
V0139,2023Q1,data_infrastructure,0.31248,<1M,web
V0139,2023Q2,data_infrastructure,0.32672,<1M,web
V0139,2023Q3,data_infrastructure,0.3792,<1M,web
V0139,2023Q4,data_infrastructure,0.48656,<1M,web
V0139,2024Q1,data_infrastructure,0.42624,<1M,web
V0139,2024Q2,data_infrastructure,0.50384,<1M,web
V0139,2024Q3,data_infrastructure,0.43296,<1M,web
V0139,2024Q4,data_infrastructure,0.54496,<1M,web
V0139,2025Q1,data_infrastructure,0.55616,<1M,web
V0139,2025Q2,data_infrastructure,0.65024,<1M,web
V0139,2025Q3,data_infrastructure,0.61424,<1M,web
V0139,2025Q4,data_infrastructure,0.74064,<1M,web
V0140,2023Q1,data_infrastructure,,no_data,none
V0140,2023Q2,data_infrastructure,,no_data,none
V0140,2023Q3,data_infrastructure,,no_data,none
V0140,2023Q4,data_infrastructure,,no_data,none
V0140,2024Q1,data_infrastructure,,no_data,none
V0140,2024Q2,data_infrastructure,,no_data,none
V0140,2024Q3,data_infrastructure,,no_data,none
V0140,2024Q4,data_infrastructure,,no_data,none
V0140,2025Q1,data_infrastructure,,no_data,none
V0140,2025Q2,data_infrastructure,,no_data,none
V0140,2025Q3,data_infrastructure,,no_data,none
V0140,2025Q4,data_infrastructure,,no_data,none
V0141,2023Q1,data_infrastructure,0.29008,<1M,web
V0141,2023Q2,data_infrastructure,0.31008,<1M,web
V0141,2023Q3,data_infrastructure,0.4368,<1M,web
V0141,2023Q4,data_infrastructure,0.4504,<1M,web
V0141,2024Q1,data_infrastructure,0.47936,<1M,web
V0141,2024Q2,data_infrastructure,0.48448,<1M,web
V0141,2024Q3,data_infrastructure,0.4096,<1M,web
V0141,2024Q4,data_infrastructure,0.48352,<1M,web
V0141,2025Q1,data_infrastructure,0.52656,<1M,web
V0141,2025Q2,data_infrastructure,0.50592,<1M,web
V0141,2025Q3,data_infrastructure,0.44256,<1M,web
V0141,2025Q4,data_infrastructure,0.50032,<1M,web
V0142,2023Q1,data_infrastructure,0.46656,<1M,web
V0142,2023Q2,data_infrastructure,0.40064,<1M,web
V0142,2023Q3,data_infrastructure,0.42656,<1M,web
V0142,2023Q4,data_infrastructure,0.7048,<1M,web
V0142,2024Q1,data_infrastructure,0.67664,<1M,web
V0142,2024Q2,data_infrastructure,0.66256,<1M,web
V0142,2024Q3,data_infrastructure,0.60912,<1M,web
V0142,2024Q4,data_infrastructure,0.7272,<1M,web
V0142,2025Q1,data_infrastructure,0.612,<1M,web
V0142,2025Q2,data_infrastructure,0.76576,<1M,web
V0142,2025Q3,data_infrastructure,0.83216,<1M,web
V0142,2025Q4,data_infrastructure,0.77696,<1M,web
V0143,2023Q1,data_infrastructure,0.2232,<1M,web
V0143,2023Q2,data_infrastructure,0.2784,<1M,web
V0143,2023Q3,data_infrastructure,0.30272,<1M,web
V0143,2023Q4,data_infrastructure,0.31552,<1M,web
V0143,2024Q1,data_infrastructure,0.37856,<1M,web
V0143,2024Q2,data_infrastructure,0.43424,<1M,web
V0143,2024Q3,data_infrastructure,0.36848,<1M,web
V0143,2024Q4,data_infrastructure,0.46304,<1M,web
V0143,2025Q1,data_infrastructure,0.55024,<1M,web
V0143,2025Q2,data_infrastructure,0.67472,<1M,web
V0143,2025Q3,data_infrastructure,0.6664,<1M,web
V0143,2025Q4,data_infrastructure,0.60544,<1M,web
V0144,2023Q1,data_infrastructure,0.21104,<1M,web
V0144,2023Q2,data_infrastructure,0.18144,<1M,web
V0144,2023Q3,data_infrastructure,0.2096,<1M,web
V0144,2023Q4,data_infrastructure,0.23008,<1M,web
V0144,2024Q1,data_infrastructure,0.29792,<1M,web
V0144,2024Q2,data_infrastructure,0.2976,<1M,web
V0144,2024Q3,data_infrastructure,0.2928,<1M,web
V0144,2024Q4,data_infrastructure,0.29408,<1M,web
V0144,2025Q1,data_infrastructure,0.31296,<1M,web
V0144,2025Q2,data_infrastructure,0.28608,<1M,web
V0144,2025Q3,data_infrastructure,0.30688,<1M,web
V0144,2025Q4,data_infrastructure,0.35232,<1M,web
V0145,2023Q1,data_infrastructure,0.50368,<1M,web
V0145,2023Q2,data_infrastructure,0.49568,<1M,web
V0145,2023Q3,data_infrastructure,0.4088,<1M,web
V0145,2023Q4,data_infrastructure,0.55264,<1M,web
V0145,2024Q1,data_infrastructure,0.63488,<1M,web
V0145,2024Q2,data_infrastructure,0.6808,<1M,web
V0145,2024Q3,data_infrastructure,0.4752,<1M,web
V0145,2024Q4,data_infrastructure,0.62608,<1M,web
V0145,2025Q1,data_infrastructure,0.82992,<1M,web
V0145,2025Q2,data_infrastructure,0.7896,<1M,web
V0145,2025Q3,data_infrastructure,0.58112,<1M,web
V0145,2025Q4,data_infrastructure,0.92944,<1M,web
V0146,2023Q1,data_infrastructure,0.28704,<1M,web
V0146,2023Q2,data_infrastructure,0.32768,<1M,web
V0146,2023Q3,data_infrastructure,0.32304,<1M,web
V0146,2023Q4,data_infrastructure,0.388,<1M,web
V0146,2024Q1,data_infrastructure,0.40128,<1M,web
V0146,2024Q2,data_infrastructure,0.51248,<1M,web
V0146,2024Q3,data_infrastructure,0.55936,<1M,web
V0146,2024Q4,data_infrastructure,0.56272,<1M,web
V0146,2025Q1,data_infrastructure,0.6544,<1M,web
V0146,2025Q2,data_infrastructure,0.75872,<1M,web
V0146,2025Q3,data_infrastructure,0.6656,<1M,web
V0146,2025Q4,data_infrastructure,0.67016,<1M,web
V0147,2023Q1,data_infrastructure,0.156,<1M,web
V0147,2023Q2,data_infrastructure,0.17648,<1M,web
V0147,2023Q3,data_infrastructure,0.17408,<1M,web
V0147,2023Q4,data_infrastructure,0.18592,<1M,web
V0147,2024Q1,data_infrastructure,0.22272,<1M,web
V0147,2024Q2,data_infrastructure,0.27792,<1M,web
V0147,2024Q3,data_infrastructure,0.20768,<1M,web
V0147,2024Q4,data_infrastructure,0.26096,<1M,web
V0147,2025Q1,data_infrastructure,0.25536,<1M,web
V0147,2025Q2,data_infrastructure,0.3216,<1M,web
V0147,2025Q3,data_infrastructure,0.32736,<1M,web
