vendor_id,segment,quarter,jobs_status,jobs_new_postings,web_status,web_months_observed,spend_status,spend_txn_count,tier,tier_reason
V0092,data_infrastructure,2024Q4,untracked,0,present,3,absent,0,C,no_spend_channel
V0092,data_infrastructure,2025Q1,untracked,0,present,3,absent,0,C,no_spend_channel
V0092,data_infrastructure,2025Q2,untracked,0,present,3,absent,0,C,no_spend_channel
V0092,data_infrastructure,2025Q3,untracked,0,present,3,absent,0,C,no_spend_channel
V0092,data_infrastructure,2025Q4,untracked,0,present,3,absent,0,C,no_spend_channel
V0093,data_infrastructure,2023Q1,tracked_active,10,present,3,present,100,A,full
V0093,data_infrastructure,2023Q2,tracked_active,9,present,3,present,130,A,full
V0093,data_infrastructure,2023Q3,tracked_active,13,present,3,present,121,A,full
V0093,data_infrastructure,2023Q4,tracked_active,14,present,3,present,122,A,full
V0093,data_infrastructure,2024Q1,tracked_active,15,present,3,present,153,A,full
V0093,data_infrastructure,2024Q2,tracked_active,16,present,3,present,170,A,full
V0093,data_infrastructure,2024Q3,tracked_active,19,present,3,present,181,A,full
V0093,data_infrastructure,2024Q4,tracked_active,19,present,3,present,191,A,full
V0093,data_infrastructure,2025Q1,tracked_active,18,present,3,present,215,A,full
V0093,data_infrastructure,2025Q2,tracked_active,20,present,3,present,266,A,full
V0093,data_infrastructure,2025Q3,tracked_active,24,present,3,present,270,A,full
V0093,data_infrastructure,2025Q4,tracked_active,26,present,3,present,315,A,full
V0094,data_infrastructure,2023Q1,tracked_active,19,present,3,absent,0,B,no_spend_channel
V0094,data_infrastructure,2023Q2,tracked_active,16,present,3,absent,0,B,no_spend_channel
V0094,data_infrastructure,2023Q3,tracked_active,19,present,3,absent,0,B,no_spend_channel
V0094,data_infrastructure,2023Q4,tracked_active,23,present,3,absent,0,B,no_spend_channel
V0094,data_infrastructure,2024Q1,tracked_active,21,present,3,absent,0,B,no_spend_channel
V0094,data_infrastructure,2024Q2,tracked_active,26,present,3,absent,0,B,no_spend_channel
V0094,data_infrastructure,2024Q3,tracked_active,27,present,3,absent,0,B,no_spend_channel
V0094,data_infrastructure,2024Q4,tracked_active,28,present,3,absent,0,B,no_spend_channel
V0094,data_infrastructure,2025Q1,tracked_active,24,present,3,absent,0,B,no_spend_channel
V0094,data_infrastructure,2025Q2,tracked_active,29,present,3,absent,0,B,no_spend_channel
V0094,data_infrastructure,2025Q3,tracked_active,28,present,3,absent,0,B,no_spend_channel
V0094,data_infrastructure,2025Q4,tracked_active,33,present,3,absent,0,B,no_spend_channel
V0095,data_infrastructure,2023Q1,untracked,0,present,3,absent,0,C,no_spend_channel
V0095,data_infrastructure,2023Q2,untracked,0,present,3,absent,0,C,no_spend_channel
V0095,data_infrastructure,2023Q3,untracked,0,present,3,absent,0,C,no_spend_channel
V0095,data_infrastructure,2023Q4,untracked,0,present,3,absent,0,C,no_spend_channel
V0095,data_infrastructure,2024Q1,untracked,0,present,3,absent,0,C,no_spend_channel
V0095,data_infrastructure,2024Q2,untracked,0,present,3,absent,0,C,no_spend_channel
V0095,data_infrastructure,2024Q3,untracked,0,present,3,absent,0,C,no_spend_channel
V0095,data_infrastructure,2024Q4,untracked,0,present,3,absent,0,C,no_spend_channel
V0095,data_infrastructure,2025Q1,untracked,0,present,3,absent,0,C,no_spend_channel
V0095,data_infrastructure,2025Q2,untracked,0,present,3,absent,0,C,no_spend_channel
V0095,data_infrastructure,2025Q3,untracked,0,present,3,absent,0,C,no_spend_channel
V0095,data_infrastructure,2025Q4,untracked,0,present,3,absent,0,C,no_spend_channel
V0096,data_infrastructure,2023Q1,tracked_active,3,absent,0,absent,0,C,no_spend_channel
V0096,data_infrastructure,2023Q2,tracked_active,3,absent,0,absent,0,C,no_spend_channel
V0096,data_infrastructure,2023Q3,tracked_active,3,absent,0,absent,0,C,no_spend_channel
V0096,data_infrastructure,2023Q4,tracked_active,3,absent,0,absent,0,C,no_spend_channel
V0096,data_infrastructure,2024Q1,tracked_active,3,absent,0,absent,0,C,no_spend_channel
V0096,data_infrastructure,2024Q2,tracked_active,4,absent,0,absent,0,C,no_spend_channel
V0096,data_infrastructure,2024Q3,tracked_active,4,absent,0,absent,0,C,no_spend_channel
V0096,data_infrastructure,2024Q4,tracked_active,4,absent,0,absent,0,C,no_spend_channel
V0096,data_infrastructure,2025Q1,tracked_active,4,absent,0,absent,0,C,no_spend_channel
V0096,data_infrastructure,2025Q2,tracked_zero,0,absent,0,absent,0,C,post_shutdown_dark
V0096,data_infrastructure,2025Q3,tracked_zero,0,absent,0,absent,0,C,no_spend_channel
V0096,data_infrastructure,2025Q4,tracked_zero,0,absent,0,absent,0,C,no_spend_channel
V0097,data_infrastructure,2023Q1,tracked_active,8,present,3,present,23,A,full
V0097,data_infrastructure,2023Q2,tracked_active,9,present,3,present,28,A,full
V0097,data_infrastructure,2023Q3,tracked_active,9,present,3,present,27,A,full
V0097,data_infrastructure,2023Q4,tracked_active,10,present,3,present,26,A,full
V0097,data_infrastructure,2024Q1,tracked_active,10,present,3,present,30,A,full
V0097,data_infrastructure,2024Q2,tracked_active,12,present,3,present,30,A,full
V0097,data_infrastructure,2024Q3,tracked_active,12,present,3,present,38,A,full
V0097,data_infrastructure,2024Q4,tracked_active,12,present,3,present,42,A,full
V0097,data_infrastructure,2025Q1,tracked_active,12,present,3,present,31,A,full
V0097,data_infrastructure,2025Q2,tracked_active,13,present,3,present,35,A,full
V0097,data_infrastructure,2025Q3,tracked_active,14,present,3,present,55,A,full
V0097,data_infrastructure,2025Q4,tracked_active,17,present,3,present,49,A,full
V0098,data_infrastructure,2023Q1,tracked_active,8,present,3,absent,0,B,no_spend_channel
V0098,data_infrastructure,2023Q2,tracked_active,10,present,3,absent,0,B,no_spend_channel
V0098,data_infrastructure,2023Q3,tracked_active,11,present,3,absent,0,B,no_spend_channel
V0098,data_infrastructure,2023Q4,tracked_active,13,present,3,absent,0,B,no_spend_channel
V0098,data_infrastructure,2024Q1,tracked_active,16,present,3,absent,0,B,no_spend_channel
V0098,data_infrastructure,2024Q2,tracked_zero,0,present,3,absent,0,B,no_spend_channel
V0098,data_infrastructure,2024Q3,tracked_zero,0,present,3,absent,0,B,no_spend_channel
V0098,data_infrastructure,2024Q4,tracked_zero,0,present,3,absent,0,B,no_spend_channel
V0098,data_infrastructure,2025Q1,tracked_zero,0,absent,0,absent,0,C,post_shutdown_dark
V0098,data_infrastructure,2025Q2,tracked_zero,0,absent,0,absent,0,C,no_spend_channel
V0098,data_infrastructure,2025Q3,tracked_zero,0,absent,0,absent,0,C,no_spend_channel
V0098,data_infrastructure,2025Q4,tracked_zero,0,absent,0,absent,0,C,no_spend_channel
V0099,data_infrastructure,2023Q1,untracked,0,present,3,absent,0,C,no_spend_channel
V0099,data_infrastructure,2023Q2,untracked,0,present,3,absent,0,C,no_spend_channel
V0099,data_infrastructure,2023Q3,untracked,0,present,3,absent,0,C,no_spend_channel
V0099,data_infrastructure,2023Q4,untracked,0,present,3,absent,0,C,no_spend_channel
V0099,data_infrastructure,2024Q1,untracked,0,present,3,absent,0,C,no_spend_channel
V0099,data_infrastructure,2024Q2,untracked,0,present,3,absent,0,C,no_spend_channel
V0099,data_infrastructure,2024Q3,untracked,0,present,3,absent,0,C,no_spend_channel
V0099,data_infrastructure,2024Q4,untracked,0,present,3,absent,0,C,no_spend_channel
V0099,data_infrastructure,2025Q1,untracked,0,present,3,absent,0,C,no_spend_channel
V0099,data_infrastructure,2025Q2,untracked,0,present,3,absent,0,C,no_spend_channel
V0099,data_infrastructure,2025Q3,untracked,0,present,3,absent,0,C,no_spend_channel
V0099,data_infrastructure,2025Q4,untracked,0,present,3,absent,0,C,no_spend_channel
V0100,data_infrastructure,2023Q1,tracked_active,7,present,3,absent,0,B,no_spend_channel
V0100,data_infrastructure,2023Q2,tracked_zero,0,absent,0,absent,0,C,post_shutdown_dark
V0100,data_infrastructure,2023Q3,tracked_zero,0,absent,0,absent,0,C,no_spend_channel
V0100,data_infrastructure,2023Q4,tracked_zero,0,absent,0,absent,0,C,no_spend_channel
V0100,data_infrastructure,2024Q1,tracked_zero,0,absent,0,absent,0,C,no_spend_channel
V0100,data_infrastructure,2024Q2,tracked_zero,0,absent,0,absent,0,C,no_spend_channel
V0100,data_infrastructure,2024Q3,tracked_zero,0,absent,0,absent,0,C,no_spend_channel
V0100,data_infrastructure,2024Q4,tracked_zero,0,absent,0,absent,0,C,no_spend_channel
V0100,data_infrastructure,2025Q1,tracked_zero,0,absent,0,absent,0,C,no_spend_channel
V0100,data_infrastructure,2025Q2,tracked_zero,0,absent,0,absent,0,C,no_spend_channel
V0100,data_infrastructure,2025Q3,tracked_zero,0,absent,0,absent,0,C,no_spend_channel
V0100,data_infrastructure,2025Q4,tracked_zero,0,absent,0,absent,0,C,no_spend_channel
V0101,data_infrastructure,2023Q1,tracked_active,2,present,3,absent,0,B,no_spend_channel
V0101,data_infrastructure,2023Q2,tracked_active,2,present,3,absent,0,B,no_spend_channel
V0101,data_infrastructure,2023Q3,tracked_active,3,present,3,absent,0,B,no_spend_channel
V0101,data_infrastructure,2023Q4,tracked_active,3,present,3,absent,0,B,no_spend_channel
V0101,data_infrastructure,2024Q1,tracked_active,3,present,3,absent,0,B,no_spend_channel
V0101,data_infrastructure,2024Q2,tracked_active,3,present,3,absent,0,B,no_spend_channel
V0101,data_infrastructure,2024Q3,tracked_zero,0,present,3,absent,0,B,no_spend_channel
V0101,data_infrastructure,2024Q4,tracked_zero,0,present,3,absent,0,B,no_spend_channel
V0101,data_infrastructure,2025Q1,tracked_zero,0,present,3,absent,0,B,no_spend_channel
V0101,data_infrastructure,2025Q2,tracked_zero,0,present,3,absent,0,B,no_spend_channel
V0101,data_infrastructure,2025Q3,tracked_zero,0,present,3,absent,0,B,no_spend_channel
V0101,data_infrastructure,2025Q4,tracked_zero,0,present,3,absent,0,B,no_spend_channel
V0102,data_infrastructure,2023Q1,untracked,0,present,3,absent,0,C,no_spend_channel
V0102,data_infrastructure,2023Q2,untracked,0,present,3,absent,0,C,no_spend_channel
V0102,data_infrastructure,2023Q3,untracked,0,present,3,absent,0,C,no_spend_channel
V0102,data_infrastructure,2023Q4,untracked,0,present,3,absent,0,C,no_spend_channel
V0102,data_infrastructure,2024Q1,untracked,0,present,3,absent,0,C,no_spend_channel
V0102,data_infrastructure,2024Q2,untracked,0,absent,0,absent,0,C,post_shutdown_dark
V0102,data_infrastructure,2024Q3,untracked,0,absent,0,absent,0,C,no_spend_channel
V0102,data_infrastructure,2024Q4,untracked,0,absent,0,absent,0,C,no_spend_channel
V0102,data_infrastructure,2025Q1,untracked,0,absent,0,absent,0,C,no_spend_channel
V0102,data_infrastructure,2025Q2,untracked,0,absent,0,absent,0,C,no_spend_channel
V0102,data_infrastructure,2025Q3,untracked,0,absent,0,absent,0,C,no_spend_channel
V0102,data_infrastructure,2025Q4,untracked,0,absent,0,absent,0,C,no_spend_channel
V0103,data_infrastructure,2023Q1,untracked,0,present,3,absent,0,C,no_spend_channel
V0103,data_infrastructure,2023Q2,untracked,0,present,3,absent,0,C,no_spend_channel
V0103,data_infrastructure,2023Q3,untracked,0,present,3,absent,0,C,no_spend_channel
V0103,data_infrastructure,2023Q4,untracked,0,present,3,absent,0,C,no_spend_channel
V0103,data_infrastructure,2024Q1,untracked,0,present,3,absent,0,C,no_spend_channel
V0103,data_infrastructure,2024Q2,untracked,0,present,3,absent,0,C,no_spend_channel
V0103,data_infrastructure,2024Q3,untracked,0,present,3,absent,0,C,no_spend_channel
V0103,data_infrastructure,2024Q4,untracked,0,present,3,absent,0,C,no_spend_channel
V0103,data_infrastructure,2025Q1,untracked,0,present,3,absent,0,C,no_spend_channel
V0103,data_infrastructure,2025Q2,untracked,0,present,3,absent,0,C,no_spend_channel
V0103,data_infrastructure,2025Q3,untracked,0,present,3,absent,0,C,no_spend_channel
V0103,data_infrastructure,2025Q4,untracked,0,present,3,absent,0,C,no_spend_channel
V0104,data_infrastructure,2023Q1,untracked,0,present,3,absent,0,C,no_spend_channel
V0104,data_infrastructure,2023Q2,untracked,0,present,3,absent,0,C,no_spend_channel
V0104,data_infrastructure,2023Q3,untracked,0,present,3,absent,0,C,no_spend_channel
V0104,data_infrastructure,2023Q4,untracked,0,present,3,absent,0,C,no_spend_channel
V0104,data_infrastructure,2024Q1,untracked,0,present,3,absent,0,C,no_spend_channel
V0104,data_infrastructure,2024Q2,untracked,0,present,3,absent,0,C,no_spend_channel
V0104,data_infrastructure,2024Q3,untracked,0,present,3,absent,0,C,no_spend_channel
V0104,data_infrastructure,2024Q4,untracked,0,present,3,absent,0,C,no_spend_channel
V0104,data_infrastructure,2025Q1,untracked,0,present,3,absent,0,C,no_spend_channel
V0104,data_infrastructure,2025Q2,untracked,0,present,3,absent,0,C,no_spend_channel
V0104,data_infrastructure,2025Q3,untracked,0,present,3,absent,0,C,no_spend_channel
V0104,data_infrastructure,2025Q4,untracked,0,present,3,absent,0,C,no_spend_channel
V0105,data_infrastructure,2023Q1,untracked,0,present,3,present,25,B,untracked_jobs
V0105,data_infrastructure,2023Q2,untracked,0,present,3,present,27,B,untracked_jobs
V0105,data_infrastructure,2023Q3,untracked,0,present,3,present,33,B,untracked_jobs
V0105,data_infrastructure,2023Q4,untracked,0,present,3,present,36,B,untracked_jobs
V0105,data_infrastructure,2024Q1,untracked,0,present,3,present,24,B,untracked_jobs
V0105,data_infrastructure,2024Q2,untracked,0,present,3,present,37,B,untracked_jobs
V0105,data_infrastructure,2024Q3,untracked,0,present,3,present,31,B,untracked_jobs
V0105,data_infrastructure,2024Q4,untracked,0,present,3,present,20,B,untracked_jobs
V0105,data_infrastructure,2025Q1,untracked,0,present,3,present,23,B,untracked_jobs
V0105,data_infrastructure,2025Q2,untracked,0,present,3,present,33,B,untracked_jobs
V0105,data_infrastructure,2025Q3,untracked,0,present,3,present,30,B,untracked_jobs
V0105,data_infrastructure,2025Q4,untracked,0,present,3,present,31,B,untracked_jobs
V0106,data_infrastructure,2023Q1,tracked_active,2,present,3,absent,0,B,no_spend_channel
V0106,data_infrastructure,2023Q2,tracked_active,2,present,3,absent,0,B,no_spend_channel
V0106,data_infrastructure,2023Q3,tracked_active,2,present,3,absent,0,B,no_spend_channel
V0106,data_infrastructure,2023Q4,tracked_active,2,present,3,absent,0,B,no_spend_channel
V0106,data_infrastructure,2024Q1,tracked_active,2,present,3,absent,0,B,no_spend_channel
V0106,data_infrastructure,2024Q2,tracked_active,2,present,3,absent,0,B,no_spend_channel
V0106,data_infrastructure,2024Q3,tracked_active,2,present,3,absent,0,B,no_spend_channel
V0106,data_infrastructure,2024Q4,tracked_active,3,present,3,absent,0,B,no_spend_channel
V0106,data_infrastructure,2025Q1,tracked_active,3,present,3,absent,0,B,no_spend_channel
V0106,data_infrastructure,2025Q2,tracked_active,3,present,3,absent,0,B,no_spend_channel
V0106,data_infrastructure,2025Q3,tracked_active,3,present,3,absent,0,B,no_spend_channel
V0106,data_infrastructure,2025Q4,tracked_active,3,present,3,absent,0,B,no_spend_channel
V0107,data_infrastructure,2023Q1,tracked_active,12,present,3,present,31,A,full
V0107,data_infrastructure,2023Q2,tracked_active,13,present,3,present,29,A,full
V0107,data_infrastructure,2023Q3,tracked_active,16,present,3,present,32,A,full
V0107,data_infrastructure,2023Q4,tracked_active,15,present,3,present,37,A,full
V0107,data_infrastructure,2024Q1,tracked_active,17,present,3,present,37,A,full
V0107,data_infrastructure,2024Q2,tracked_active,18,present,3,present,40,A,full
V0107,data_infrastructure,2024Q3,tracked_active,18,present,3,present,41,A,full
V0107,data_infrastructure,2024Q4,tracked_active,48,present,3,present,49,A,full
V0107,data_infrastructure,2025Q1,tracked_active,54,present,3,present,41,A,full
V0107,data_infrastructure,2025Q2,tracked_active,74,present,3,present,51,A,full
V0107,data_infrastructure,2025Q3,tracked_active,77,present,3,present,65,A,full
V0107,data_infrastructure,2025Q4,tracked_active,91,present,3,present,67,A,full
V0108,data_infrastructure,2023Q1,untracked,0,present,3,absent,0,C,no_spend_channel
V0108,data_infrastructure,2023Q2,untracked,0,present,3,absent,0,C,no_spend_channel
V0108,data_infrastructure,2023Q3,untracked,0,present,3,absent,0,C,no_spend_channel
V0108,data_infrastructure,2023Q4,untracked,0,present,3,absent,0,C,no_spend_channel
V0108,data_infrastructure,2024Q1,untracked,0,present,3,absent,0,C,no_spend_channel
V0108,data_infrastructure,2024Q2,untracked,0,present,3,absent,0,C,no_spend_channel
V0108,data_infrastructure,2024Q3,untracked,0,present,3,absent,0,C,no_spend_channel
V0108,data_infrastructure,2024Q4,untracked,0,present,3,absent,0,C,no_spend_channel
V0108,data_infrastructure,2025Q1,untracked,0,present,3,absent,0,C,no_spend_channel
V0108,data_infrastructure,2025Q2,untracked,0,present,3,absent,0,C,no_spend_channel
V0108,data_infrastructure,2025Q3,untracked,0,present,3,absent,0,C,no_spend_channel
V0108,data_infrastructure,2025Q4,untracked,0,present,3,absent,0,C,no_spend_channel
V0109,data_infrastructure,2023Q1,untracked,0,present,3,absent,0,C,no_spend_channel
V0109,data_infrastructure,2023Q2,untracked,0,present,3,absent,0,C,no_spend_channel
V0109,data_infrastructure,2023Q3,untracked,0,present,3,absent,0,C,no_spend_channel
V0109,data_infrastructure,2023Q4,untracked,0,present,3,absent,0,C,no_spend_channel
V0109,data_infrastructure,2024Q1,untracked,0,present,3,absent,0,C,no_spend_channel
V0109,data_infrastructure,2024Q2,untracked,0,present,3,absent,0,C,no_spend_channel
V0109,data_infrastructure,2024Q3,untracked,0,present,3,absent,0,C,no_spend_channel
V0109,data_infrastructure,2024Q4,untracked,0,present,3,absent,0,C,no_spend_channel
V0109,data_infrastructure,2025Q1,untracked,0,present,3,absent,0,C,no_spend_channel
V0109,data_infrastructure,2025Q2,untracked,0,present,3,absent,0,C,no_spend_channel
V0109,data_infrastructure,2025Q3,untracked,0,present,3,absent,0,C,no_spend_channel
V0109,data_infrastructure,2025Q4,untracked,0,present,3,absent,0,C,no_spend_channel
V0110,data_infrastructure,2023Q1,tracked_active,1,absent,0,absent,0,C,no_spend_channel
V0110,data_infrastructure,2023Q2,tracked_active,1,absent,0,absent,0,C,no_spend_channel
V0110,data_infrastructure,2023Q3,tracked_active,1,absent,0,absent,0,C,no_spend_channel
V0110,data_infrastructure,2023Q4,tracked_zero,0,absent,0,absent,0,C,post_shutdown_dark
V0110,data_infrastructure,2024Q1,tracked_zero,0,absent,0,absent,0,C,no_spend_channel
V0110,data_infrastructure,2024Q2,tracked_zero,0,absent,0,absent,0,C,no_spend_channel
V0110,data_infrastructure,2024Q3,tracked_zero,0,absent,0,absent,0,C,no_spend_channel
V0110,data_infrastructure,2024Q4,tracked_zero,0,absent,0,absent,0,C,no_spend_channel
V0110,data_infrastructure,2025Q1,tracked_zero,0,absent,0,absent,0,C,no_spend_channel
V0110,data_infrastructure,2025Q2,tracked_zero,0,absent,0,absent,0,C,no_spend_channel
V0110,data_infrastructure,2025Q3,tracked_zero,0,absent,0,absent,0,C,no_spend_channel
V0110,data_infrastructure,2025Q4,tracked_zero,0,absent,0,absent,0,C,no_spend_channel
V0111,data_infrastructure,2023Q1,tracked_active,6,present,3,present,105,A,full
V0111,data_infrastructure,2023Q2,tracked_active,6,present,3,present,137,A,full
V0111,data_infrastructure,2023Q3,tracked_active,6,present,3,present,137,A,full
V0111,data_infrastructure,2023Q4,tracked_active,7,present,3,present,134,A,full
V0111,data_infrastructure,2024Q1,tracked_active,6,present,3,present,141,A,full
V0111,data_infrastructure,2024Q2,tracked_active,6,present,3,present,148,A,full
V0111,data_infrastructure,2024Q3,tracked_active,6,present,3,present,125,A,full
V0111,data_infrastructure,2024Q4,tracked_active,1,present,3,present,116,A,full
V0111,data_infrastructure,2025Q1,tracked_zero,0,present,3,present,143,A,full
V0111,data_infrastructure,2025Q2,tracked_zero,0,present,3,present,130,A,full
V0111,data_infrastructure,2025Q3,tracked_zero,0,present,3,present,113,A,full
V0111,data_infrastructure,2025Q4,tracked_zero,0,present,3,present,109,A,full
V0112,data_infrastructure,2023Q1,tracked_active,2,present,3,present,17,A,full
V0112,data_infrastructure,2023Q2,tracked_active,3,present,3,present,22,A,full
V0112,data_infrastructure,2023Q3,tracked_active,2,present,3,present,25,A,full
V0112,data_infrastructure,2023Q4,tracked_active,2,present,3,present,24,A,full
V0112,data_infrastructure,2024Q1,tracked_active,2,present,3,present,26,A,full
V0112,data_infrastructure,2024Q2,tracked_active,2,present,3,present,26,A,full
V0112,data_infrastructure,2024Q3,tracked_active,3,present,3,present,27,A,full
V0112,data_infrastructure,2024Q4,tracked_active,3,present,3,present,29,A,full
V0112,data_infrastructure,2025Q1,tracked_active,3,present,3,present,36,A,full
V0112,data_infrastructure,2025Q2,tracked_active,3,present,3,present,34,A,full
V0112,data_infrastructure,2025Q3,tracked_active,3,present,3,present,35,A,full
V0112,data_infrastructure,2025Q4,tracked_active,3,present,3,present,37,A,full
V0113,data_infrastructure,2023Q1,tracked_active,4,present,3,absent,0,B,no_spend_channel
V0113,data_infrastructure,2023Q2,tracked_active,5,present,3,absent,0,B,no_spend_channel
V0113,data_infrastructure,2023Q3,tracked_active,5,present,3,absent,0,B,no_spend_channel
V0113,data_infrastructure,2023Q4,tracked_active,6,present,3,absent,0,B,no_spend_channel
V0113,data_infrastructure,2024Q1,tracked_active,6,present,3,absent,0,B,no_spend_channel
V0113,data_infrastructure,2024Q2,tracked_active,7,present,3,absent,0,B,no_spend_channel
V0113,data_infrastructure,2024Q3,tracked_active,7,present,3,absent,0,B,no_spend_channel
V0113,data_infrastructure,2024Q4,tracked_active,7,present,3,absent,0,B,no_spend_channel
V0113,data_infrastructure,2025Q1,tracked_active,9,present,3,absent,0,B,no_spend_channel
V0113,data_infrastructure,2025Q2,tracked_active,10,present,3,absent,0,B,no_spend_channel
V0113,data_infrastructure,2025Q3,tracked_active,10,present,3,absent,0,B,no_spend_channel
V0113,data_infrastructure,2025Q4,tracked_active,10,present,3,absent,0,B,no_spend_channel
V0114,data_infrastructure,2023Q1,untracked,0,present,3,absent,0,C,no_spend_channel
V0114,data_infrastructure,2023Q2,untracked,0,present,3,absent,0,C,no_spend_channel
V0114,data_infrastructure,2023Q3,untracked,0,present,3,absent,0,C,no_spend_channel
V0114,data_infrastructure,2023Q4,untracked,0,present,3,absent,0,C,no_spend_channel
V0114,data_infrastructure,2024Q1,untracked,0,present,3,absent,0,C,no_spend_channel
V0114,data_infrastructure,2024Q2,untracked,0,present,3,absent,0,C,no_spend_channel
V0114,data_infrastructure,2024Q3,untracked,0,present,3,absent,0,C,no_spend_channel
V0114,data_infrastructure,2024Q4,untracked,0,present,3,absent,0,C,no_spend_channel
V0114,data_infrastructure,2025Q1,untracked,0,present,3,absent,0,C,no_spend_channel
V0114,data_infrastructure,2025Q2,untracked,0,present,3,absent,0,C,no_spend_channel
V0114,data_infrastructure,2025Q3,untracked,0,present,3,absent,0,C,no_spend_channel
V0114,data_infrastructure,2025Q4,untracked,0,present,3,absent,0,C,no_spend_channel
V0115,data_infrastructure,2023Q1,tracked_active,2,present,3,absent,0,B,no_spend_channel
V0115,data_infrastructure,2023Q2,tracked_active,2,present,3,absent,0,B,no_spend_channel
V0115,data_infrastructure,2023Q3,tracked_active,2,present,3,absent,0,B,no_spend_channel
V0115,data_infrastructure,2023Q4,tracked_active,2,present,3,absent,0,B,no_spend_channel
V0115,data_infrastructure,2024Q1,tracked_zero,0,present,3,absent,0,B,no_spend_channel
V0115,data_infrastructure,2024Q2,tracked_zero,0,present,3,absent,0,B,no_spend_channel
V0115,data_infrastructure,2024Q3,tracked_zero,0,present,3,absent,0,B,no_spend_channel
V0115,data_infrastructure,2024Q4,tracked_zero,0,present,3,absent,0,B,no_spend_channel
V0115,data_infrastructure,2025Q1,tracked_zero,0,present,3,absent,0,B,no_spend_channel
V0115,data_infrastructure,2025Q2,tracked_zero,0,present,1,absent,0,B,no_spend_channel
V0115,data_infrastructure,2025Q3,tracked_zero,0,absent,0,absent,0,C,post_shutdown_dark
V0115,data_infrastructure,2025Q4,tracked_zero,0,absent,0,absent,0,C,no_spend_channel
V0116,data_infrastructure,2023Q1,tracked_active,11,present,3,absent,0,B,no_spend_channel
V0116,data_infrastructure,2023Q2,tracked_active,13,present,3,absent,0,B,no_spend_channel
V0116,data_infrastructure,2023Q3,tracked_active,11,present,3,absent,0,B,no_spend_channel
V0116,data_infrastructure,2023Q4,tracked_active,13,present,3,absent,0,B,no_spend_channel
V0116,data_infrastructure,2024Q1,tracked_active,14,present,3,absent,0,B,no_spend_channel
V0116,data_infrastructure,2024Q2,tracked_active,13,present,3,absent,0,B,no_spend_channel
V0116,data_infrastructure,2024Q3,tracked_active,16,present,3,absent,0,B,no_spend_channel
V0116,data_infrastructure,2024Q4,tracked_active,15,present,3,absent,0,B,no_spend_channel
V0116,data_infrastructure,2025Q1,tracked_active,16,present,3,absent,0,B,no_spend_channel
V0116,data_infrastructure,2025Q2,tracked_active,16,present,3,absent,0,B,no_spend_channel
V0116,data_infrastructure,2025Q3,tracked_active,17,present,3,absent,0,B,no_spend_channel
V0116,data_infrastructure,2025Q4,tracked_active,18,present,3,absent,0,B,no_spend_channel
V0117,data_infrastructure,2023Q1,untracked,0,present,3,absent,0,C,no_spend_channel
V0117,data_infrastructure,2023Q2,untracked,0,present,3,absent,0,C,no_spend_channel
V0117,data_infrastructure,2023Q3,untracked,0,present,3,absent,0,C,no_spend_channel
V0117,data_infrastructure,2023Q4,untracked,0,present,3,absent,0,C,no_spend_channel
V0117,data_infrastructure,2024Q1,untracked,0,present,3,absent,0,C,no_spend_channel
V0117,data_infrastructure,2024Q2,untracked,0,present,3,absent,0,C,no_spend_channel
V0117,data_infrastructure,2024Q3,untracked,0,present,3,absent,0,C,no_spend_channel
V0117,data_infrastructure,2024Q4,untracked,0,present,3,absent,0,C,no_spend_channel
V0117,data_infrastructure,2025Q1,untracked,0,present,3,absent,0,C,no_spend_channel
V0117,data_infrastructure,2025Q2,untracked,0,present,3,absent,0,C,no_spend_channel
V0117,data_infrastructure,2025Q3,untracked,0,present,3,absent,0,C,no_spend_channel
V0117,data_infrastructure,2025Q4,untracked,0,present,3,absent,0,C,no_spend_channel
V0118,data_infrastructure,2023Q1,untracked,0,present,3,absent,0,C,no_spend_channel
V0118,data_infrastructure,2023Q2,untracked,0,present,3,absent,0,C,no_spend_channel
V0118,data_infrastructure,2023Q3,untracked,0,present,3,absent,0,C,no_spend_channel
V0118,data_infrastructure,2023Q4,untracked,0,present,3,absent,0,C,no_spend_channel
V0118,data_infrastructure,2024Q1,untracked,0,present,3,absent,0,C,no_spend_channel
V0118,data_infrastructure,2024Q2,untracked,0,present,3,absent,0,C,no_spend_channel
V0118,data_infrastructure,2024Q3,untracked,0,present,3,absent,0,C,no_spend_channel
V0118,data_infrastructure,2024Q4,untracked,0,present,3,absent,0,C,no_spend_channel
V0118,data_infrastructure,2025Q1,untracked,0,present,3,absent,0,C,no_spend_channel
V0118,data_infrastructure,2025Q2,untracked,0,present,3,absent,0,C,no_spend_channel
V0118,data_infrastructure,2025Q3,untracked,0,present,3,absent,0,C,no_spend_channel
V0118,data_infrastructure,2025Q4,untracked,0,present,3,absent,0,C,no_spend_channel
V0119,data_infrastructure,2023Q1,tracked_active,13,present,3,absent,0,B,no_spend_channel
V0119,data_infrastructure,2023Q2,tracked_active,16,present,3,absent,0,B,no_spend_channel
V0119,data_infrastructure,2023Q3,tracked_active,20,present,3,absent,0,B,no_spend_channel
V0119,data_infrastructure,2023Q4,tracked_active,23,present,3,absent,0,B,no_spend_channel
V0119,data_infrastructure,2024Q1,tracked_active,27,present,3,absent,0,B,no_spend_channel
V0119,data_infrastructure,2024Q2,tracked_active,30,present,3,absent,0,B,no_spend_channel
