vendor_id,quarter,arr_m,headcount,growth
V0053,2024Q3,3.474079,16,-0.003775
V0053,2024Q4,3.481128,17,0.002029
V0053,2025Q1,3.594578,17,0.032590
V0053,2025Q2,3.538748,15,-0.015532
V0053,2025Q3,3.091637,13,-0.126347
V0053,2025Q4,2.810672,11,-0.090879
V0054,2023Q1,18.112843,81,0.048139
V0054,2023Q2,19.465753,86,0.074693
V0054,2023Q3,20.047918,90,0.029907
V0054,2023Q4,21.122697,96,0.053610
V0054,2024Q1,21.795906,101,0.031871
V0054,2024Q2,22.397126,106,0.027584
V0054,2024Q3,23.013989,112,0.027542
V0054,2024Q4,24.024651,118,0.043915
V0054,2025Q1,25.265834,125,0.051663
V0054,2025Q2,26.768906,132,0.059490
V0054,2025Q3,28.414957,139,0.061491
V0054,2025Q4,30.874258,147,0.086550
V0055,2023Q1,5.494764,28,0.049651
V0055,2023Q2,5.683798,29,0.034403
V0055,2023Q3,5.753034,30,0.012181
V0055,2023Q4,5.955300,36,0.035158
V0055,2024Q1,6.535943,45,0.097500
V0055,2024Q2,8.093564,54,0.238316
V0055,2024Q3,9.652449,66,0.192608
V0055,2024Q4,12.167107,81,0.260520
V0055,2025Q1,14.781518,99,0.214875
V0055,2025Q2,18.009639,121,0.218389
V0055,2025Q3,22.321436,147,0.239416
V0055,2025Q4,26.831903,180,0.202069
V0056,2023Q1,2.078157,9,0.074969
V0056,2023Q2,2.278829,10,0.096562
V0056,2023Q3,2.532215,11,0.111191
V0056,2023Q4,2.801107,12,0.106189
V0056,2024Q1,3.180791,14,0.135548
V0056,2024Q2,3.666665,14,0.152753
V0056,2024Q3,4.009125,14,0.093398
V0056,2024Q4,4.007770,14,-0.000338
V0056,2025Q1,3.973923,14,-0.008445
V0056,2025Q2,3.909960,13,-0.016096
V0056,2025Q3,3.970698,13,0.015534
V0056,2025Q4,4.009686,13,0.009819
V0057,2023Q1,2.199326,13,0.034566
V0057,2023Q2,2.266788,14,0.030674
V0057,2023Q3,2.395435,14,0.056753
V0057,2023Q4,2.553194,14,0.065858
V0057,2024Q1,2.497069,13,-0.021982
V0057,2024Q2,2.244057,12,-0.101324
V0057,2024Q3,1.873755,8,-0.165014
V0057,2024Q4,1.230383,5,-0.343360
V0057,2025Q1,0.830416,3,-0.325075
V0057,2025Q2,0.560120,2,-0.325495
V0057,2025Q3,0.380591,1,-0.320518
V0057,2025Q4,0.254526,1,-0.331236
V0058,2023Q1,20.528814,100,0.029527
V0058,2023Q2,21.060744,105,0.025911
V0058,2023Q3,21.525056,112,0.022046
V0058,2023Q4,23.128817,139,0.074507
V0058,2024Q1,26.255458,173,0.135184
V0058,2024Q2,33.089288,216,0.260282
V0058,2024Q3,41.579623,269,0.256589
V0058,2024Q4,51.592759,335,0.240818
V0058,2025Q1,63.374946,417,0.228369
V0058,2025Q2,79.487173,520,0.254237
V0058,2025Q3,98.768334,648,0.242569
V0058,2025Q4,126.033717,807,0.276054
V0059,2023Q1,10.654874,48,0.087678
V0059,2023Q2,11.532688,52,0.082386
V0059,2023Q3,12.486055,56,0.082667
V0059,2023Q4,13.547214,61,0.084988
V0059,2024Q1,15.119799,66,0.116082
V0059,2024Q2,17.357464,72,0.147996
V0059,2024Q3,18.985066,78,0.093770
V0059,2024Q4,20.788745,85,0.095005
V0059,2025Q1,22.966051,92,0.104735
V0059,2025Q2,24.739103,100,0.077203
V0059,2025Q3,26.442943,109,0.068872
V0059,2025Q4,28.247486,118,0.068243
V0060,2023Q1,2.474109,8,0.065953
V0060,2023Q2,2.618988,9,0.058558
V0060,2023Q3,2.760219,9,0.053926
V0060,2023Q4,2.912394,10,0.055131
V0060,2024Q1,3.084522,10,0.059102
V0060,2024Q2,3.400904,11,0.102571
V0060,2024Q3,3.677955,11,0.081464
V0060,2024Q4,3.987025,12,0.084033
V0060,2025Q1,4.218759,13,0.058122
V0060,2025Q2,4.483271,13,0.062699
V0060,2025Q3,4.714595,14,0.051597
V0060,2025Q4,4.947328,15,0.049364
V0061,2023Q1,4.127148,26,0.013852
V0061,2023Q2,4.110089,26,-0.004133
V0061,2023Q3,4.137676,26,0.006712
V0061,2023Q4,3.951057,26,-0.045102
V0061,2024Q1,3.946411,27,-0.001176
V0061,2024Q2,3.950761,27,0.001102
V0061,2024Q3,3.895679,25,-0.013942
V0061,2024Q4,3.751108,23,-0.037110
V0061,2025Q1,3.289102,17,-0.123165
V0061,2025Q2,2.512766,13,-0.236033
V0061,2025Q3,1.870812,10,-0.255477
V0061,2025Q4,1.411644,7,-0.245438
V0062,2023Q1,14.146450,90,0.093003
V0062,2023Q2,15.833691,98,0.119270
V0062,2023Q3,17.262523,106,0.090240
V0062,2023Q4,18.583850,116,0.076543
V0062,2024Q1,19.985065,126,0.075400
V0062,2024Q2,21.732576,137,0.087441
V0062,2024Q3,24.831616,148,0.142599
V0062,2024Q4,27.399970,161,0.103431
V0062,2025Q1,28.893639,175,0.054514
V0062,2025Q2,30.566752,190,0.057906
V0062,2025Q3,31.818933,207,0.040965
V0062,2025Q4,33.506940,225,0.053050
V0063,2023Q1,3.790896,24,-0.030513
V0063,2023Q2,3.761120,24,-0.007855
V0063,2023Q3,3.704096,24,-0.015162
V0063,2023Q4,3.770746,25,0.017994
V0063,2024Q1,3.898473,25,0.033873
V0063,2024Q2,3.911390,25,0.003314
V0063,2024Q3,3.903785,25,-0.001944
V0063,2024Q4,3.919186,25,0.003945
V0063,2025Q1,4.001559,25,0.021018
V0063,2025Q2,3.924823,25,-0.019177
V0063,2025Q3,3.762759,23,-0.041292
V0063,2025Q4,3.519185,21,-0.064733
V0064,2023Q1,3.094558,18,0.019965
V0064,2023Q2,3.083497,19,-0.003574
V0064,2023Q3,3.168704,19,0.027634
V0064,2023Q4,3.262444,19,0.029583
V0064,2024Q1,3.355286,20,0.028458
V0064,2024Q2,3.486820,20,0.039202
V0064,2024Q3,3.496562,18,0.002794
V0064,2024Q4,3.029104,16,-0.133691
V0064,2025Q1,2.692105,14,-0.111254
V0064,2025Q2,2.365332,12,-0.121382
V0064,2025Q3,2.101508,11,-0.111538
V0064,2025Q4,1.840659,10,-0.124125
V0065,2023Q1,3.530028,26,0.093394
V0065,2023Q2,3.827077,28,0.084149
V0065,2023Q3,4.110448,30,0.074044
V0065,2023Q4,4.393660,32,0.068901
V0065,2024Q1,4.717656,34,0.073742
V0065,2024Q2,5.067873,37,0.074235
V0065,2024Q3,5.206666,39,0.027387
V0065,2024Q4,5.383445,42,0.033952
V0065,2025Q1,5.652626,45,0.050002
V0065,2025Q2,6.092091,49,0.077745
V0065,2025Q3,6.725591,52,0.103987
V0065,2025Q4,7.203874,56,0.071114
V0066,2023Q1,6.658347,25,0.129647
V0066,2023Q2,7.480961,29,0.123546
V0066,2023Q3,8.688775,33,0.161452
V0066,2023Q4,9.968307,33,0.147263
V0066,2024Q1,10.900746,32,0.093540
V0066,2024Q2,11.102448,32,0.018504
V0066,2024Q3,11.561181,32,0.041318
V0066,2024Q4,11.424426,31,-0.011829
V0066,2025Q1,11.286161,31,-0.012103
V0066,2025Q2,11.188498,31,-0.008653
V0066,2025Q3,11.520551,31,0.029678
V0066,2025Q4,12.234105,31,0.061937
V0067,2023Q1,1.769373,11,0.064328
V0067,2023Q2,1.908828,11,0.078817
V0067,2023Q3,2.084095,12,0.091819
V0067,2023Q4,2.227645,12,0.068879
V0067,2024Q1,2.408121,13,0.081017
V0067,2024Q2,2.542777,14,0.055917
V0067,2024Q3,2.552386,15,0.003779
V0067,2024Q4,2.561837,15,0.003703
V0067,2025Q1,2.653209,16,0.035667
V0067,2025Q2,2.820545,17,0.063069
V0067,2025Q3,2.865162,18,0.015819
V0067,2025Q4,2.868902,19,0.001305
V0068,2023Q1,2.991885,16,0.063898
V0068,2023Q2,3.231629,17,0.080132
V0068,2023Q3,3.256855,17,0.007806
V0068,2023Q4,3.409389,18,0.046835
V0068,2024Q1,3.570129,22,0.047146
V0068,2024Q2,4.012430,26,0.123889
V0068,2024Q3,4.838608,30,0.205905
V0068,2024Q4,5.768872,36,0.192259
V0068,2025Q1,6.880371,42,0.192672
V0068,2025Q2,8.320702,50,0.209339
V0068,2025Q3,10.007234,59,0.202691
V0068,2025Q4,11.972633,70,0.196398
V0069,2023Q1,6.677904,38,0.059040
V0069,2023Q2,7.052928,39,0.056159
V0069,2023Q3,7.694825,41,0.091011
V0069,2023Q4,8.243658,43,0.071325
V0069,2024Q1,8.738480,45,0.060025
V0069,2024Q2,9.119293,47,0.043579
V0069,2024Q3,9.688684,50,0.062438
V0069,2024Q4,10.204995,52,0.053290
V0069,2025Q1,10.599868,54,0.038694
V0069,2025Q2,11.423158,57,0.077670
V0069,2025Q3,12.574141,59,0.100759
V0069,2025Q4,13.423115,62,0.067517
V0070,2023Q1,7.891867,40,0.116912
V0070,2023Q2,8.581116,42,0.087337
V0070,2023Q3,9.392952,45,0.094607
V0070,2023Q4,9.889857,47,0.052902
V0070,2024Q1,10.457436,50,0.057390
V0070,2024Q2,11.317998,53,0.082292
V0070,2024Q3,12.241971,56,0.081638
V0070,2024Q4,12.997418,66,0.061710
V0070,2025Q1,14.969938,78,0.151762
V0070,2025Q2,18.298434,92,0.222345
V0070,2025Q3,21.925957,108,0.198242
V0070,2025Q4,25.843088,127,0.178653
V0071,2023Q1,2.750483,20,0.000167
V0071,2023Q2,2.847134,21,0.035140
V0071,2023Q3,2.915921,21,0.024160
V0071,2023Q4,3.030425,21,0.039269
V0071,2024Q1,3.053107,19,0.007485
V0071,2024Q2,2.804019,17,-0.081585
V0071,2024Q3,2.616250,16,-0.066964
V0071,2024Q4,2.315889,12,-0.114806
V0071,2025Q1,1.689198,9,-0.270605
V0071,2025Q2,1.264615,6,-0.251352
V0071,2025Q3,1.031521,5,-0.184320
V0071,2025Q4,0.796017,3,-0.228308
V0072,2023Q1,9.230643,42,0.056686
V0072,2023Q2,9.977557,46,0.080917
V0072,2023Q3,10.695363,49,0.071942
V0072,2023Q4,11.708575,53,0.094734
V0072,2024Q1,12.758441,57,0.089666
V0072,2024Q2,13.580947,62,0.064468
V0072,2024Q3,14.907908,67,0.097708
V0072,2024Q4,16.217266,72,0.087830
V0072,2025Q1,17.300527,78,0.066797
V0072,2025Q2,18.650981,85,0.078059
V0072,2025Q3,19.823959,91,0.062891
V0072,2025Q4,21.464240,99,0.082742
V0073,2023Q1,8.848899,31,0.088622
V0073,2023Q2,9.798860,33,0.107354
V0073,2023Q3,10.558523,37,0.077526
V0073,2023Q4,11.698444,40,0.107962
V0073,2024Q1,12.437260,44,0.063155
V0073,2024Q2,13.850083,48,0.113596
V0073,2024Q3,15.374584,52,0.110072
V0073,2024Q4,16.901565,57,0.099319
V0073,2025Q1,18.328348,62,0.084417
V0073,2025Q2,20.213607,68,0.102860
V0073,2025Q3,22.190814,74,0.097816
V0073,2025Q4,24.297234,81,0.094923
V0074,2023Q1,1.089969,5,0.034332
V0074,2023Q2,1.128672,5,0.035508
V0074,2023Q3,1.184586,6,0.049540
V0074,2023Q4,1.266971,6,0.069547
V0074,2024Q1,1.336468,6,0.054853
V0074,2024Q2,1.408320,6,0.053763
V0074,2024Q3,1.480039,8,0.050925
V0074,2024Q4,1.654291,9,0.117734
V0074,2025Q1,2.063679,11,0.247471
V0074,2025Q2,2.495381,13,0.209191
V0074,2025Q3,3.010015,16,0.206235
V0074,2025Q4,3.631587,19,0.206501
V0075,2023Q1,1.913461,10,0.124041
V0075,2023Q2,2.124116,11,0.110091
V0075,2023Q3,2.353014,12,0.107761
V0075,2023Q4,2.647558,13,0.125178
V0075,2024Q1,2.874806,14,0.085833
V0075,2024Q2,3.092577,15,0.075751
V0075,2024Q3,3.331203,17,0.077161
V0075,2024Q4,3.620444,18,0.086828
V0075,2025Q1,3.969659,20,0.096456
V0075,2025Q2,4.311500,21,0.086113
V0075,2025Q3,4.858648,23,0.126905
V0075,2025Q4,5.332476,25,0.097523
V0076,2023Q1,8.987479,42,0.033123
V0076,2023Q2,9.368515,44,0.042396
V0076,2023Q3,9.893005,45,0.055984
V0076,2023Q4,10.347450,46,0.045936
V0076,2024Q1,10.909295,48,0.054298
V0076,2024Q2,11.201035,49,0.026742
V0076,2024Q3,11.570225,51,0.032960
V0076,2024Q4,11.585678,52,0.001336
V0076,2025Q1,11.593636,63,0.000687
V0076,2025Q2,12.236223,76,0.055426
V0076,2025Q3,14.946455,92,0.221493
V0076,2025Q4,18.079484,112,0.209617
V0077,2023Q1,1.767433,10,0.044856
V0077,2023Q2,1.842767,11,0.042623
V0077,2023Q3,1.897658,11,0.029787
V0077,2023Q4,2.007940,12,0.058115
V0077,2024Q1,2.050330,13,0.021111
V0077,2024Q2,2.150860,13,0.049031
V0077,2024Q3,2.375026,16,0.104222
V0077,2024Q4,2.638543,19,0.110954
V0077,2025Q1,3.182779,22,0.206264
V0077,2025Q2,3.729602,27,0.171807
V0077,2025Q3,4.421921,32,0.185628
V0077,2025Q4,5.119577,38,0.157772
V0078,2023Q1,3.091791,14,0.035386
V0078,2023Q2,3.104020,14,0.003955
V0078,2023Q3,3.102126,15,-0.000610
V0078,2023Q4,3.074479,15,-0.008912
V0078,2024Q1,3.115491,16,0.013339
V0078,2024Q2,3.263642,17,0.047553
V0078,2024Q3,3.391433,17,0.039156
V0078,2024Q4,3.455940,18,0.019021
V0078,2025Q1,3.510667,19,0.015836
V0078,2025Q2,3.628503,20,0.033565
V0078,2025Q3,3.593739,21,-0.009581
V0078,2025Q4,3.702455,22,0.030251
V0079,2023Q1,2.257738,12,0.016963
V0079,2023Q2,2.408341,12,0.066706
V0079,2023Q3,2.490463,13,0.034099
V0079,2023Q4,2.606678,14,0.046664
V0079,2024Q1,2.818600,15,0.081300
V0079,2024Q2,2.934647,16,0.041172
V0079,2024Q3,2.983803,17,0.016750
V0079,2024Q4,3.041492,18,0.019334
V0079,2025Q1,3.106313,19,0.021312
V0079,2025Q2,3.235336,21,0.041536
V0079,2025Q3,3.376777,22,0.043717
V0079,2025Q4,3.529946,24,0.045360
V0080,2023Q1,7.200328,30,0.040638
V0080,2023Q2,7.383506,32,0.025440
V0080,2023Q3,7.693412,33,0.041973
V0080,2023Q4,8.027975,34,0.043487
V0080,2024Q1,8.216847,36,0.023527
V0080,2024Q2,8.804789,37,0.071553
V0080,2024Q3,9.089900,39,0.032381
V0080,2024Q4,9.578777,41,0.053782
V0080,2025Q1,9.906911,43,0.034256
V0080,2025Q2,10.373573,44,0.047105
V0080,2025Q3,10.963362,46,0.056855
V0080,2025Q4,11.716286,48,0.068676
V0081,2023Q1,0.355924,2,0.186412
V0081,2023Q2,0.415097,3,0.166253
V0081,2023Q3,0.475323,3,0.145088
V0081,2023Q4,0.575224,4,0.210175
V0081,2024Q1,0.706644,5,0.228468
V0081,2024Q2,0.850596,5,0.203712
V0081,2024Q3,1.026911,6,0.207284
V0081,2024Q4,1.253283,7,0.220440
V0081,2025Q1,1.506674,7,0.202182
V0081,2025Q2,1.692428,7,0.123287
V0081,2025Q3,1.697708,7,0.003120
V0081,2025Q4,1.731735,7,0.020043
V0082,2023Q1,5.196190,44,0.047866
V0082,2023Q2,5.594349,47,0.076625
V0082,2023Q3,5.819772,50,0.040295
V0082,2023Q4,6.064698,54,0.042085
V0082,2024Q1,6.571976,58,0.083644
V0082,2024Q2,7.123834,62,0.083971
V0082,2024Q3,7.722584,66,0.084049
V0082,2024Q4,8.351881,71,0.081488
V0082,2025Q1,9.179809,76,0.099131
V0082,2025Q2,9.967517,82,0.085809
V0082,2025Q3,10.369239,88,0.040303
V0082,2025Q4,11.016642,94,0.062435
V0083,2023Q1,7.845331,38,0.064953
V0083,2023Q2,8.400518,39,0.070767
V0083,2023Q3,8.761054,41,0.042918
V0083,2023Q4,9.084709,42,0.036942
V0083,2024Q1,9.422956,43,0.037233
V0083,2024Q2,9.951717,44,0.056114
V0083,2024Q3,10.242819,44,0.029251
V0083,2024Q4,9.985218,41,-0.025149
V0083,2025Q1,8.933641,37,-0.105313
V0083,2025Q2,8.120895,34,-0.090976
V0083,2025Q3,7.461126,31,-0.081243
V0083,2025Q4,6.790825,28,-0.089839
V0084,2023Q1,11.222236,53,0.039052
V0084,2023Q2,11.768293,56,0.048659
V0084,2023Q3,12.249223,59,0.040867
V0084,2023Q4,12.623348,63,0.030543
V0084,2024Q1,13.520355,66,0.071059
V0084,2024Q2,14.327413,70,0.059692
V0084,2024Q3,14.899882,74,0.039956
V0084,2024Q4,15.667110,79,0.051492
V0084,2025Q1,16.230299,83,0.035947
V0084,2025Q2,17.218144,88,0.060864
V0084,2025Q3,18.569990,93,0.078513
V0084,2025Q4,20.258678,99,0.090936
V0085,2023Q1,5.616177,24,0.019455
V0085,2023Q2,5.887142,24,0.048247
V0085,2023Q3,6.287435,25,0.067994
V0085,2023Q4,6.403283,25,0.018425
V0085,2024Q1,6.702048,26,0.046658
V0085,2024Q2,7.046601,26,0.051410
V0085,2024Q3,7.443491,32,0.056324
V0085,2024Q4,8.475916,39,0.138702
V0085,2025Q1,10.592115,47,0.249672
V0085,2025Q2,13.071482,57,0.234077
V0085,2025Q3,16.171668,69,0.237172
V0085,2025Q4,19.716096,83,0.219175
V0086,2023Q1,0.310741,2,0.035805
V0086,2023Q2,0.339484,2,0.092498
V0086,2023Q3,0.364816,2,0.074619
V0086,2023Q4,0.396769,3,0.087587
V0086,2024Q1,0.432241,3,0.089400
V0086,2024Q2,0.469437,3,0.086055
V0086,2024Q3,0.509118,3,0.084529
V0086,2024Q4,0.551274,4,0.082802
V0086,2025Q1,0.577240,4,0.047100
V0086,2025Q2,0.607017,4,0.051586
V0086,2025Q3,0.661292,4,0.089412
V0086,2025Q4,0.702956,5,0.063004
V0087,2023Q1,21.636607,117,0.141160
V0087,2023Q2,24.772859,129,0.144951
V0087,2023Q3,28.590480,141,0.154105
V0087,2023Q4,32.206435,155,0.126474
V0087,2024Q1,36.019982,170,0.118409
V0087,2024Q2,40.502352,186,0.124441
V0087,2024Q3,45.499038,204,0.123368
V0087,2024Q4,50.482940,223,0.109539
V0087,2025Q1,54.244203,245,0.074506
V0087,2025Q2,58.143348,269,0.071881
V0087,2025Q3,61.325605,295,0.054731
V0087,2025Q4,68.013511,323,0.109056
V0088,2023Q1,4.833129,28,0.040865
V0088,2023Q2,5.070439,29,0.049101
V0088,2023Q3,5.312465,31,0.047733
V0088,2023Q4,5.617671,32,0.057451
V0088,2024Q1,5.835538,33,0.038782
V0088,2024Q2,5.900025,35,0.011051
V0088,2024Q3,6.277615,36,0.063998
V0088,2024Q4,6.529779,38,0.040169
V0088,2025Q1,6.745637,40,0.033058
V0088,2025Q2,6.900433,41,0.022948
V0088,2025Q3,7.058517,43,0.022909
V0088,2025Q4,7.301671,45,0.034448
V0089,2023Q1,1.785538,5,0.067939
V0089,2023Q2,1.937281,6,0.084984
V0089,2023Q3,2.080384,6,0.073868
V0089,2023Q4,2.301874,7,0.106466
V0089,2024Q1,2.470412,8,0.073218
V0089,2024Q2,2.677132,8,0.083678
V0089,2024Q3,2.948502,9,0.101366
V0089,2024Q4,3.149065,10,0.068022
V0089,2025Q1,3.404789,11,0.081207
V0089,2025Q2,3.706167,12,0.088516
V0089,2025Q3,3.976568,13,0.072960
V0089,2025Q4,4.282687,14,0.076981
V0090,2023Q1,19.040229,93,0.100744
V0090,2023Q2,20.756266,102,0.090127
V0090,2023Q3,22.603277,112,0.088986
V0090,2023Q4,24.901983,122,0.101698
V0090,2024Q1,28.007212,134,0.124698
V0090,2024Q2,31.552178,147,0.126573
V0090,2024Q3,35.533704,161,0.126189
V0090,2024Q4,40.610227,176,0.142865
V0090,2025Q1,44.192641,193,0.088215
V0090,2025Q2,46.979700,211,0.063066
V0090,2025Q3,48.555896,231,0.033551
V0090,2025Q4,52.519470,253,0.081629
V0091,2023Q1,10.278434,37,0.046528
V0091,2023Q2,10.919598,38,0.062380
V0091,2023Q3,11.212556,40,0.026829
V0091,2023Q4,11.480507,42,0.023897
V0091,2024Q1,11.830126,44,0.030453
V0091,2024Q2,12.466059,46,0.053755
V0091,2024Q3,12.715656,48,0.020022
V0091,2024Q4,13.227007,51,0.040214
V0091,2025Q1,13.993192,53,0.057926
V0091,2025Q2,14.770946,55,0.055581
V0091,2025Q3,15.578946,58,0.054702
V0091,2025Q4,16.766750,61,0.076244
V0092,2023Q1,5.670846,25,0.075218
V0092,2023Q2,6.191314,27,0.091780
V0092,2023Q3,6.693543,29,0.081118
V0092,2023Q4,7.327811,32,0.094758
V0092,2024Q1,7.990484,34,0.090433
V0092,2024Q2,8.861171,37,0.108965
V0092,2024Q3,9.566471,40,0.079594
V0092,2024Q4,10.353995,43,0.082321
V0092,2025Q1,11.277506,43,0.089194
V0092,2025Q2,12.010649,43,0.065009
V0092,2025Q3,12.298860,43,0.023996
V0092,2025Q4,12.514836,43,0.017561
V0093,2023Q1,11.455945,40,0.099474
V0093,2023Q2,12.389438,45,0.081485
V0093,2023Q3,13.809237,51,0.114597
V0093,2023Q4,15.330097,57,0.110134
V0093,2024Q1,17.189697,64,0.121304
V0093,2024Q2,19.210616,65,0.117566
V0093,2024Q3,21.322244,65,0.109920
V0093,2024Q4,22.403002,66,0.050687
V0093,2025Q1,22.624273,67,0.009877
V0093,2025Q2,23.021712,68,0.017567
V0093,2025Q3,23.249477,69,0.009893
V0093,2025Q4,22.919909,70,-0.014175
V0094,2023Q1,5.778793,30,0.077012
V0094,2023Q2,6.283652,33,0.087364
V0094,2023Q3,7.121322,35,0.133310
V0094,2023Q4,8.070271,38,0.133255
V0094,2024Q1,9.109159,41,0.128730
V0094,2024Q2,9.985091,44,0.096159
V0094,2024Q3,10.627628,48,0.064350
V0094,2024Q4,11.660195,52,0.097159
V0094,2025Q1,12.621751,56,0.082465
V0094,2025Q2,13.657840,60,0.082088
V0094,2025Q3,14.661176,65,0.073462
V0094,2025Q4,15.814881,70,0.078691
V0095,2023Q1,3.024082,13,0.148802
V0095,2023Q2,3.494920,15,0.155696
V0095,2023Q3,4.056859,17,0.160787
V0095,2023Q4,4.598709,20,0.133564
V0095,2024Q1,5.097336,23,0.108428
V0095,2024Q2,5.707618,26,0.119726
V0095,2024Q3,6.465321,30,0.132753
V0095,2024Q4,7.291152,30,0.127733
V0095,2025Q1,7.824162,31,0.073104
V0095,2025Q2,7.630918,31,-0.024698
V0095,2025Q3,7.516920,31,-0.014939
V0095,2025Q4,7.482328,32,-0.004602
V0096,2023Q1,1.637892,6,0.099964
V0096,2023Q2,1.758731,6,0.073777
V0096,2023Q3,1.900706,7,0.080726
V0096,2023Q4,2.073543,7,0.090933
V0096,2024Q1,2.305337,8,0.111787
V0096,2024Q2,2.476608,9,0.074293
V0096,2024Q3,2.728588,9,0.101744
V0096,2024Q4,2.902089,9,0.063586
V0096,2025Q1,2.943897,9,0.014406
V0096,2025Q2,3.027282,10,0.028325
V0096,2025Q3,3.040034,10,0.004213
V0096,2025Q4,3.020046,10,-0.006575
V0097,2023Q1,0.495214,2,0.107021
V0097,2023Q2,0.539078,2,0.088575
V0097,2023Q3,0.572481,3,0.061963
V0097,2023Q4,0.608537,3,0.062982
V0097,2024Q1,0.660287,3,0.085039
V0097,2024Q2,0.733940,3,0.111547
V0097,2024Q3,0.801089,4,0.091492
V0097,2024Q4,0.869249,4,0.085084
V0097,2025Q1,0.942928,4,0.084762
V0097,2025Q2,1.023521,5,0.085470
V0097,2025Q3,1.094753,5,0.069595
V0097,2025Q4,1.173282,6,0.071732
V0098,2023Q1,3.539660,15,0.013539
V0098,2023Q2,3.555097,16,0.004361
V0098,2023Q3,3.679273,16,0.034929
V0098,2023Q4,3.893533,17,0.058234
V0098,2024Q1,4.079419,17,0.047742
V0098,2024Q2,4.354549,17,0.067443
V0098,2024Q3,4.527425,17,0.039700
V0098,2024Q4,4.453780,16,-0.016266
V0098,2025Q1,3.885522,14,-0.127590
V0098,2025Q2,3.455603,13,-0.110646
V0098,2025Q3,3.055445,11,-0.115800
V0098,2025Q4,2.569380,8,-0.159082
V0099,2023Q1,9.879971,43,0.022254
V0099,2023Q2,10.108835,44,0.023164
V0099,2023Q3,10.477585,45,0.036478
V0099,2023Q4,10.744630,46,0.025487
V0099,2024Q1,10.948308,47,0.018956
V0099,2024Q2,11.555013,49,0.055415
V0099,2024Q3,12.254885,49,0.060569
V0099,2024Q4,12.164192,43,-0.007401
V0099,2025Q1,10.591537,38,-0.129286
V0099,2025Q2,9.182324,33,-0.133051
V0099,2025Q3,8.094156,29,-0.118507
V0099,2025Q4,7.037795,23,-0.130509
V0100,2023Q1,5.021816,17,0.052547
V0100,2023Q2,5.241776,18,0.043801
V0100,2023Q3,5.493983,19,0.048115
V0100,2023Q4,5.719903,19,0.041121
V0100,2024Q1,5.857557,22,0.024066
V0100,2024Q2,6.336974,25,0.081846
V0100,2024Q3,7.163046,28,0.130357
V0100,2024Q4,8.256693,31,0.152679
V0100,2025Q1,9.317336,35,0.128459
V0100,2025Q2,10.543018,39,0.131549
V0100,2025Q3,12.028804,44,0.140926
V0100,2025Q4,13.177311,50,0.095480
V0101,2023Q1,14.695441,57,0.069242
V0101,2023Q2,15.632942,60,0.063795
V0101,2023Q3,15.989324,63,0.022797
V0101,2023Q4,16.373593,67,0.024033
V0101,2024Q1,16.676349,70,0.018490
V0101,2024Q2,17.126312,74,0.026982
V0101,2024Q3,18.348101,78,0.071340
V0101,2024Q4,19.295951,83,0.051659
V0101,2025Q1,21.095421,87,0.093256
V0101,2025Q2,22.551792,92,0.069037
V0101,2025Q3,23.621226,97,0.047421
V0101,2025Q4,25.560669,102,0.082106
V0102,2023Q1,18.465169,100,0.037589
V0102,2023Q2,19.415115,101,0.051445
V0102,2023Q3,19.420455,103,0.000275
V0102,2023Q4,19.272916,105,-0.007597
V0102,2024Q1,19.533790,106,0.013536
V0102,2024Q2,19.913661,108,0.019447
V0102,2024Q3,20.563580,110,0.032637
V0102,2024Q4,20.884655,110,0.015614
V0102,2025Q1,20.858503,98,-0.001252
V0102,2025Q2,19.786504,88,-0.051394
V0102,2025Q3,18.501018,79,-0.064968
V0102,2025Q4,17.266396,71,-0.066733
V0103,2023Q1,3.952739,15,0.044619
V0103,2023Q2,4.083174,15,0.032999
V0103,2023Q3,4.250884,16,0.041073
V0103,2023Q4,4.435250,16,0.043371
V0103,2024Q1,4.489273,17,0.012180
V0103,2024Q2,4.630332,18,0.031421
V0103,2024Q3,4.801412,18,0.036948
V0103,2024Q4,5.009308,19,0.043299
V0103,2025Q1,5.167181,23,0.031516
V0103,2025Q2,5.727108,29,0.108362
V0103,2025Q3,7.119566,35,0.243134
V0103,2025Q4,8.698846,43,0.221823
V0104,2023Q1,1.216195,5,0.035718
V0104,2023Q2,1.246586,6,0.024988
V0104,2023Q3,1.296831,6,0.040306
V0104,2023Q4,1.331468,6,0.026709
V0104,2024Q1,1.451304,6,0.090003
V0104,2024Q2,1.532718,7,0.056097
V0104,2024Q3,1.593049,7,0.039362
V0104,2024Q4,1.687731,8,0.059434
V0104,2025Q1,1.767612,9,0.047330
V0104,2025Q2,1.889853,12,0.069156
V0104,2025Q3,2.307508,15,0.220999
V0104,2025Q4,2.804036,18,0.215179
V0105,2023Q1,1.622304,5,0.016423
V0105,2023Q2,1.657908,5,0.021947
V0105,2023Q3,1.701558,6,0.026328
V0105,2023Q4,1.715067,6,0.007940
V0105,2024Q1,1.726224,6,0.006505
V0105,2024Q2,1.731453,6,0.003029
V0105,2024Q3,1.767504,6,0.020822
V0105,2024Q4,1.809811,6,0.023936
V0105,2025Q1,1.744135,6,-0.036289
V0105,2025Q2,1.588785,5,-0.089070
V0105,2025Q3,1.426730,5,-0.101999
V0105,2025Q4,1.302558,4,-0.087033
V0106,2023Q1,14.067907,96,0.029518
