panelist_id,age_band,income_band,region,joined_month,left_month
1031,18-29,mid,north,1,
1032,18-29,mid,north,1,
1033,18-29,mid,north,1,
1034,18-29,mid,north,1,34
1035,18-29,mid,north,1,
1036,18-29,mid,north,1,36
1037,18-29,mid,north,1,
1038,18-29,mid,north,1,
1039,18-29,mid,north,1,
1040,18-29,mid,north,1,
1041,18-29,mid,north,1,27
1042,18-29,mid,north,1,
1043,18-29,mid,north,1,2
1044,18-29,mid,north,1,
1045,18-29,mid,north,1,14
1046,18-29,mid,north,1,
1047,18-29,mid,north,1,36
1048,18-29,mid,north,1,6
1049,18-29,mid,north,1,
1050,18-29,mid,north,1,7
1051,18-29,mid,north,1,
1052,18-29,mid,north,1,
1053,18-29,mid,north,1,
1054,18-29,mid,north,1,30
1055,18-29,mid,north,1,
1056,18-29,mid,north,1,27
1057,18-29,mid,north,1,
1058,18-29,mid,north,1,
1059,18-29,mid,north,1,
1060,18-29,mid,north,1,11
1061,18-29,mid,north,1,
1062,18-29,mid,north,1,2
1063,18-29,mid,north,1,5
1064,18-29,mid,north,1,29
1065,18-29,mid,north,1,10
1066,18-29,mid,north,1,7
1067,18-29,mid,north,1,12
1068,18-29,mid,north,1,
1069,18-29,mid,north,1,29
1070,18-29,mid,north,1,
1071,18-29,mid,north,1,
1072,18-29,mid,north,1,
1073,18-29,mid,north,1,
1074,18-29,mid,north,1,27
1075,18-29,mid,north,1,
1076,18-29,mid,north,1,3
1077,18-29,mid,north,1,
1078,18-29,mid,north,1,4
1079,18-29,mid,north,1,8
1080,18-29,mid,north,1,31
1081,18-29,mid,north,1,6
1082,18-29,mid,north,1,
1083,18-29,mid,north,1,
1084,18-29,mid,north,1,
1085,18-29,mid,north,1,
1086,18-29,mid,north,1,35
1087,18-29,mid,north,1,
1088,18-29,mid,north,1,
1089,18-29,mid,north,1,27
1090,18-29,mid,north,1,4
1091,18-29,mid,north,1,
1092,18-29,mid,south,1,25
1093,18-29,mid,south,1,
1094,18-29,mid,south,1,
1095,18-29,mid,south,1,
1096,18-29,mid,south,1,
1097,18-29,mid,south,1,
1098,18-29,mid,south,1,
1099,18-29,mid,south,1,15
1100,18-29,mid,south,1,
1101,18-29,mid,south,1,
1102,18-29,mid,south,1,
1103,18-29,mid,south,1,15
1104,18-29,mid,south,1,6
1105,18-29,mid,south,1,
1106,18-29,mid,south,1,13
1107,18-29,mid,south,1,3
1108,18-29,mid,south,1,
1109,18-29,mid,south,1,
1110,18-29,mid,south,1,
1111,18-29,mid,south,1,
1112,18-29,mid,south,1,33
1113,18-29,mid,south,1,9
1114,18-29,mid,south,1,
1115,18-29,mid,south,1,
1116,18-29,mid,south,1,8
1117,18-29,mid,south,1,31
1118,18-29,mid,south,1,14
1119,18-29,mid,south,1,
1120,18-29,mid,south,1,
1121,18-29,mid,south,1,
1122,18-29,mid,south,1,
1123,18-29,mid,south,1,
1124,18-29,mid,south,1,
1125,18-29,mid,south,1,
1126,18-29,mid,south,1,
1127,18-29,mid,south,1,
1128,18-29,mid,south,1,
1129,18-29,mid,south,1,
1130,18-29,mid,south,1,
1131,18-29,mid,south,1,11
1132,18-29,mid,south,1,
1133,18-29,mid,south,1,
1134,18-29,mid,south,1,
1135,18-29,mid,south,1,24
1136,18-29,mid,south,1,
1137,18-29,mid,south,1,12
1138,18-29,mid,south,1,
1139,18-29,mid,south,1,36
1140,18-29,mid,south,1,
1141,18-29,mid,south,1,
1142,18-29,mid,south,1,
1143,18-29,mid,south,1,
1144,18-29,mid,south,1,16
1145,18-29,mid,south,1,
1146,18-29,mid,south,1,
1147,18-29,mid,south,1,
1148,18-29,mid,south,1,19
1149,18-29,mid,south,1,33
1150,18-29,mid,south,1,
1151,18-29,mid,south,1,
1152,18-29,mid,south,1,
1153,18-29,mid,south,1,15
1154,18-29,mid,south,1,
1155,18-29,mid,south,1,
1156,18-29,mid,south,1,
1157,18-29,mid,south,1,
1158,18-29,mid,south,1,
1159,18-29,mid,south,1,
1160,18-29,mid,south,1,17
1161,18-29,mid,south,1,
1162,18-29,mid,south,1,
1163,18-29,mid,south,1,
1164,18-29,mid,south,1,34
1165,18-29,mid,south,1,
1166,18-29,mid,south,1,
1167,18-29,mid,south,1,
1168,18-29,mid,south,1,
1169,18-29,mid,south,1,18
1170,18-29,mid,south,1,
1171,18-29,mid,south,1,28
1172,18-29,mid,south,1,10
1173,18-29,mid,south,1,
1174,18-29,mid,south,1,20
1175,18-29,mid,south,1,
1176,18-29,mid,south,1,
1177,18-29,mid,south,1,
1178,18-29,mid,south,1,15
1179,18-29,mid,south,1,
1180,18-29,mid,south,1,
1181,18-29,mid,south,1,35
1182,18-29,mid,south,1,23
1183,18-29,mid,south,1,
1184,18-29,mid,south,1,
1185,18-29,mid,south,1,
1186,18-29,mid,south,1,
1187,18-29,mid,south,1,
1188,18-29,mid,south,1,
1189,18-29,mid,south,1,
1190,18-29,mid,south,1,
1191,18-29,mid,south,1,
1192,18-29,mid,south,1,
1193,18-29,mid,south,1,
1194,18-29,mid,south,1,5
1195,18-29,mid,south,1,36
1196,18-29,mid,south,1,
1197,18-29,mid,south,1,15
1198,18-29,mid,south,1,
1199,18-29,mid,south,1,
1200,18-29,mid,south,1,
1201,18-29,mid,south,1,23
1202,18-29,mid,south,1,26
1203,18-29,mid,south,1,
1204,18-29,mid,south,1,
1205,18-29,mid,south,1,19
1206,18-29,mid,south,1,
1207,18-29,mid,south,1,18
1208,18-29,mid,south,1,
1209,18-29,mid,south,1,
1210,18-29,mid,south,1,
1211,18-29,mid,south,1,7
1212,18-29,mid,south,1,
1213,18-29,mid,south,1,34
1214,18-29,mid,south,1,30
1215,18-29,mid,south,1,
1216,18-29,mid,south,1,
1217,18-29,mid,south,1,23
1218,18-29,mid,south,1,35
1219,18-29,mid,south,1,
1220,18-29,mid,south,1,
1221,18-29,mid,south,1,21
1222,18-29,mid,south,1,21
1223,18-29,mid,south,1,19
1224,18-29,mid,south,1,
1225,18-29,mid,south,1,28
1226,18-29,mid,south,1,9
1227,18-29,mid,south,1,
1228,18-29,mid,south,1,21
1229,18-29,mid,south,1,
1230,18-29,mid,south,1,
1231,18-29,mid,south,1,22
1232,18-29,mid,south,1,
1233,18-29,mid,south,1,33
1234,18-29,mid,south,1,
1235,18-29,mid,south,1,
1236,18-29,mid,east,1,13
1237,18-29,mid,east,1,
1238,18-29,mid,east,1,33
1239,18-29,mid,east,1,23
1240,18-29,mid,east,1,
1241,18-29,mid,east,1,
1242,18-29,mid,east,1,
1243,18-29,mid,east,1,28
1244,18-29,mid,east,1,30
1245,18-29,mid,east,1,
1246,18-29,mid,east,1,29
1247,18-29,mid,east,1,
1248,18-29,mid,east,1,24
1249,18-29,mid,east,1,
1250,18-29,mid,east,1,18
1251,18-29,mid,east,1,7
1252,18-29,mid,east,1,
1253,18-29,mid,east,1,
1254,18-29,mid,east,1,
1255,18-29,mid,east,1,23
1256,18-29,mid,east,1,
1257,18-29,mid,east,1,
1258,18-29,mid,east,1,
1259,18-29,mid,east,1,5
1260,18-29,mid,east,1,4
1261,18-29,mid,east,1,
1262,18-29,mid,east,1,
1263,18-29,mid,east,1,
1264,18-29,mid,east,1,
1265,18-29,mid,east,1,
1266,18-29,mid,east,1,6
1267,18-29,mid,east,1,
1268,18-29,mid,east,1,6
1269,18-29,mid,east,1,
1270,18-29,mid,east,1,
1271,18-29,mid,east,1,
1272,18-29,mid,east,1,21
1273,18-29,mid,east,1,
1274,18-29,mid,east,1,
1275,18-29,mid,east,1,31
1276,18-29,mid,east,1,34
1277,18-29,mid,east,1,31
1278,18-29,mid,east,1,
1279,18-29,mid,east,1,
1280,18-29,mid,east,1,
1281,18-29,mid,east,1,
1282,18-29,mid,east,1,
1283,18-29,mid,east,1,
1284,18-29,mid,east,1,
1285,18-29,mid,east,1,
1286,18-29,mid,east,1,
1287,18-29,mid,east,1,
1288,18-29,mid,east,1,23
1289,18-29,mid,east,1,
1290,18-29,mid,east,1,
1291,18-29,mid,east,1,16
1292,18-29,mid,east,1,
1293,18-29,mid,east,1,
1294,18-29,mid,east,1,32
1295,18-29,mid,east,1,31
1296,18-29,mid,east,1,
1297,18-29,mid,east,1,
1298,18-29,mid,east,1,
1299,18-29,mid,east,1,32
1300,18-29,mid,east,1,
1301,18-29,mid,east,1,
1302,18-29,mid,east,1,
1303,18-29,mid,east,1,12
1304,18-29,mid,east,1,
1305,18-29,mid,east,1,21
1306,18-29,mid,east,1,
1307,18-29,mid,east,1,
1308,18-29,mid,east,1,16
1309,18-29,mid,east,1,
1310,18-29,mid,east,1,
1311,18-29,mid,east,1,
1312,18-29,mid,east,1,
1313,18-29,mid,east,1,24
1314,18-29,mid,east,1,
1315,18-29,mid,east,1,
1316,18-29,mid,east,1,
1317,18-29,mid,east,1,2
1318,18-29,mid,east,1,22
1319,18-29,mid,east,1,33
1320,18-29,mid,east,1,5
1321,18-29,mid,east,1,
1322,18-29,mid,east,1,
1323,18-29,mid,east,1,
1324,18-29,mid,east,1,
1325,18-29,mid,east,1,
1326,18-29,mid,east,1,
1327,18-29,mid,east,1,
1328,18-29,mid,east,1,
1329,18-29,mid,east,1,30
1330,18-29,mid,east,1,
1331,18-29,mid,east,1,
1332,18-29,mid,east,1,
1333,18-29,mid,east,1,
1334,18-29,mid,east,1,
1335,18-29,mid,east,1,17
1336,18-29,mid,east,1,
1337,18-29,mid,east,1,2
1338,18-29,mid,east,1,
1339,18-29,mid,east,1,
1340,18-29,mid,east,1,
1341,18-29,mid,east,1,32
1342,18-29,mid,east,1,28
1343,18-29,mid,east,1,
1344,18-29,mid,east,1,
1345,18-29,mid,east,1,3
1346,18-29,mid,east,1,
1347,18-29,mid,east,1,27
1348,18-29,mid,east,1,
1349,18-29,mid,east,1,14
1350,18-29,mid,east,1,26
1351,18-29,mid,east,1,
1352,18-29,mid,east,1,
1353,18-29,mid,east,1,
1354,18-29,mid,east,1,16
1355,18-29,mid,east,1,13
1356,18-29,mid,east,1,
1357,18-29,mid,east,1,14
1358,18-29,mid,east,1,
1359,18-29,mid,east,1,
1360,18-29,mid,east,1,
1361,18-29,mid,east,1,17
1362,18-29,mid,east,1,
1363,18-29,mid,east,1,
1364,18-29,mid,east,1,
1365,18-29,mid,east,1,
1366,18-29,mid,east,1,6
1367,18-29,mid,east,1,
1368,18-29,mid,west,1,24
1369,18-29,mid,west,1,
1370,18-29,mid,west,1,
1371,18-29,mid,west,1,
1372,18-29,mid,west,1,
1373,18-29,mid,west,1,21
1374,18-29,mid,west,1,
1375,18-29,mid,west,1,
1376,18-29,mid,west,1,
1377,18-29,mid,west,1,
1378,18-29,mid,west,1,
1379,18-29,mid,west,1,
1380,18-29,mid,west,1,
1381,18-29,mid,west,1,
1382,18-29,mid,west,1,
1383,18-29,mid,west,1,
1384,18-29,mid,west,1,24
1385,18-29,mid,west,1,
1386,18-29,mid,west,1,18
1387,18-29,mid,west,1,25
1388,18-29,mid,west,1,
1389,18-29,mid,west,1,
1390,18-29,mid,west,1,
1391,18-29,mid,west,1,
1392,18-29,mid,west,1,
1393,18-29,mid,west,1,
1394,18-29,mid,west,1,13
1395,18-29,mid,west,1,
1396,18-29,mid,west,1,
1397,18-29,mid,west,1,
1398,18-29,mid,west,1,24
1399,18-29,mid,west,1,
1400,18-29,mid,west,1,9
1401,18-29,mid,west,1,
1402,18-29,mid,west,1,
1403,18-29,mid,west,1,8
1404,18-29,mid,west,1,12
1405,18-29,mid,west,1,3
1406,18-29,mid,west,1,
1407,18-29,mid,west,1,
1408,18-29,mid,west,1,
1409,18-29,mid,west,1,
1410,18-29,mid,west,1,3
1411,18-29,mid,west,1,9
1412,18-29,mid,west,1,27
1413,18-29,mid,west,1,26
1414,18-29,mid,west,1,
1415,18-29,mid,west,1,34
1416,18-29,mid,west,1,33
1417,18-29,mid,west,1,
1418,18-29,mid,west,1,
1419,18-29,mid,west,1,
1420,18-29,mid,west,1,
1421,18-29,mid,west,1,
1422,18-29,mid,west,1,
1423,18-29,mid,west,1,
1424,18-29,mid,west,1,
1425,18-29,mid,west,1,23
1426,18-29,mid,west,1,
1427,18-29,mid,west,1,11
1428,18-29,mid,west,1,
1429,18-29,mid,west,1,
1430,18-29,mid,west,1,14
1431,18-29,mid,west,1,24
1432,18-29,mid,west,1,
1433,18-29,mid,west,1,
1434,18-29,mid,west,1,
1435,18-29,mid,west,1,10
1436,18-29,mid,west,1,
1437,18-29,mid,west,1,
1438,18-29,mid,west,1,
1439,18-29,mid,west,1,
1440,18-29,mid,west,1,
1441,18-29,mid,west,1,8
1442,18-29,mid,west,1,
1443,18-29,mid,west,1,
1444,18-29,mid,west,1,9
1445,18-29,mid,west,1,30
1446,18-29,mid,west,1,
1447,18-29,mid,west,1,
1448,18-29,mid,west,1,30
1449,18-29,mid,west,1,25
1450,18-29,mid,west,1,
1451,18-29,mid,west,1,
1452,18-29,mid,west,1,36
1453,18-29,mid,west,1,26
1454,18-29,mid,west,1,34
1455,18-29,mid,west,1,
1456,18-29,mid,west,1,7
1457,18-29,mid,west,1,
1458,18-29,mid,west,1,
1459,18-29,mid,west,1,
1460,18-29,mid,west,1,29
1461,18-29,mid,west,1,8
1462,18-29,mid,west,1,3
1463,18-29,mid,west,1,
1464,18-29,mid,west,1,
1465,18-29,mid,west,1,
1466,18-29,mid,west,1,
1467,18-29,mid,west,1,36
1468,18-29,mid,west,1,
1469,18-29,mid,west,1,
1470,18-29,mid,west,1,
1471,18-29,mid,west,1,
1472,18-29,mid,west,1,
1473,18-29,mid,west,1,16
1474,18-29,mid,west,1,33
1475,18-29,mid,west,1,
1476,18-29,mid,west,1,
1477,18-29,mid,west,1,5
1478,18-29,mid,west,1,
1479,18-29,mid,west,1,22
1480,18-29,mid,west,1,36
1481,18-29,mid,west,1,
1482,18-29,high,north,1,
1483,18-29,high,north,1,
1484,18-29,high,north,1,
1485,18-29,high,north,1,
1486,18-29,high,north,1,
1487,18-29,high,north,1,
1488,18-29,high,north,1,
1489,18-29,high,north,1,
1490,18-29,high,north,1,
1491,18-29,high,north,1,
1492,18-29,high,north,1,
1493,18-29,high,north,1,
1494,18-29,high,north,1,
1495,18-29,high,north,1,
1496,18-29,high,north,1,6
1497,18-29,high,north,1,23
1498,18-29,high,north,1,2
1499,18-29,high,north,1,
1500,18-29,high,north,1,
1501,18-29,high,north,1,
1502,18-29,high,north,1,
1503,18-29,high,north,1,9
1504,18-29,high,north,1,
1505,18-29,high,north,1,
1506,18-29,high,north,1,
1507,18-29,high,north,1,3
1508,18-29,high,north,1,10
1509,18-29,high,north,1,5
1510,18-29,high,north,1,
1511,18-29,high,north,1,
1512,18-29,high,north,1,29
1513,18-29,high,north,1,
1514,18-29,high,north,1,
1515,18-29,high,north,1,
1516,18-29,high,north,1,10
1517,18-29,high,north,1,
1518,18-29,high,north,1,19
1519,18-29,high,north,1,4
1520,18-29,high,north,1,
1521,18-29,high,north,1,17
1522,18-29,high,north,1,
1523,18-29,high,north,1,35
1524,18-29,high,north,1,
1525,18-29,high,north,1,4
1526,18-29,high,north,1,7
1527,18-29,high,north,1,15
1528,18-29,high,north,1,34
1529,18-29,high,north,1,
1530,18-29,high,north,1,
1531,18-29,high,north,1,
1532,18-29,high,north,1,33
1533,18-29,high,north,1,
1534,18-29,high,north,1,
1535,18-29,high,north,1,5
1536,18-29,high,north,1,
1537,18-29,high,north,1,9
1538,18-29,high,north,1,
1539,18-29,high,north,1,
1540,18-29,high,north,1,
1541,18-29,high,south,1,2
1542,18-29,high,south,1,
1543,18-29,high,south,1,
1544,18-29,high,south,1,
1545,18-29,high,south,1,21
1546,18-29,high,south,1,16
1547,18-29,high,south,1,12
1548,18-29,high,south,1,24
1549,18-29,high,south,1,
1550,18-29,high,south,1,
1551,18-29,high,south,1,
1552,18-29,high,south,1,11
1553,18-29,high,south,1,16
1554,18-29,high,south,1,
1555,18-29,high,south,1,
1556,18-29,high,south,1,23
1557,18-29,high,south,1,
1558,18-29,high,south,1,
1559,18-29,high,south,1,
1560,18-29,high,south,1,
1561,18-29,high,south,1,
1562,18-29,high,south,1,14
1563,18-29,high,south,1,12
1564,18-29,high,south,1,19
1565,18-29,high,south,1,
1566,18-29,high,south,1,31
1567,18-29,high,south,1,22
1568,18-29,high,south,1,
1569,18-29,high,south,1,4
1570,18-29,high,south,1,
1571,18-29,high,south,1,
1572,18-29,high,south,1,
1573,18-29,high,south,1,16
1574,18-29,high,south,1,16
1575,18-29,high,south,1,
1576,18-29,high,south,1,6
1577,18-29,high,south,1,5
1578,18-29,high,south,1,30
1579,18-29,high,south,1,
1580,18-29,high,south,1,7
1581,18-29,high,south,1,10
1582,18-29,high,south,1,16
1583,18-29,high,south,1,5
1584,18-29,high,south,1,
1585,18-29,high,south,1,
1586,18-29,high,south,1,24
1587,18-29,high,south,1,
1588,18-29,high,south,1,19
1589,18-29,high,south,1,
1590,18-29,high,south,1,
1591,18-29,high,south,1,
1592,18-29,high,south,1,
1593,18-29,high,south,1,
1594,18-29,high,south,1,33
1595,18-29,high,south,1,28
1596,18-29,high,south,1,16
1597,18-29,high,south,1,
1598,18-29,high,south,1,
1599,18-29,high,south,1,
1600,18-29,high,south,1,
1601,18-29,high,south,1,17
1602,18-29,high,south,1,23
1603,18-29,high,south,1,
1604,18-29,high,east,1,28
1605,18-29,high,east,1,21
1606,18-29,high,east,1,27
1607,18-29,high,east,1,
1608,18-29,high,east,1,
1609,18-29,high,east,1,
1610,18-29,high,east,1,
1611,18-29,high,east,1,29
1612,18-29,high,east,1,
1613,18-29,high,east,1,
1614,18-29,high,east,1,
1615,18-29,high,east,1,
1616,18-29,high,east,1,
1617,18-29,high,east,1,
1618,18-29,high,east,1,
1619,18-29,high,east,1,
1620,18-29,high,east,1,
1621,18-29,high,east,1,12
1622,18-29,high,east,1,
1623,18-29,high,east,1,
1624,18-29,high,east,1,
1625,18-29,high,east,1,6
1626,18-29,high,east,1,17
1627,18-29,high,east,1,7
1628,18-29,high,east,1,
1629,18-29,high,east,1,
1630,18-29,high,east,1,
1631,18-29,high,east,1,16
1632,18-29,high,east,1,
1633,18-29,high,east,1,
1634,18-29,high,east,1,
1635,18-29,high,east,1,33
1636,18-29,high,east,1,25
1637,18-29,high,east,1,9
1638,18-29,high,east,1,
1639,18-29,high,east,1,23
1640,18-29,high,east,1,33
1641,18-29,high,east,1,15
1642,18-29,high,east,1,
1643,18-29,high,east,1,2
1644,18-29,high,east,1,4
1645,18-29,high,east,1,
1646,18-29,high,east,1,
1647,18-29,high,east,1,
1648,18-29,high,west,1,34
1649,18-29,high,west,1,3
1650,18-29,high,west,1,
1651,18-29,high,west,1,25
1652,18-29,high,west,1,17
1653,18-29,high,west,1,
1654,18-29,high,west,1,21
1655,18-29,high,west,1,
1656,18-29,high,west,1,27
1657,18-29,high,west,1,35
1658,18-29,high,west,1,
1659,18-29,high,west,1,
1660,18-29,high,west,1,19
1661,18-29,high,west,1,
1662,18-29,high,west,1,
1663,18-29,high,west,1,6
1664,18-29,high,west,1,
1665,18-29,high,west,1,
1666,18-29,high,west,1,
1667,18-29,high,west,1,
1668,18-29,high,west,1,
1669,18-29,high,west,1,
1670,18-29,high,west,1,2
1671,18-29,high,west,1,
1672,18-29,high,west,1,
1673,18-29,high,west,1,
1674,18-29,high,west,1,30
1675,18-29,high,west,1,
1676,18-29,high,west,1,
1677,18-29,high,west,1,
1678,18-29,high,west,1,
1679,18-29,high,west,1,
1680,18-29,high,west,1,
1681,18-29,high,west,1,26
1682,18-29,high,west,1,
1683,18-29,high,west,1,
1684,18-29,high,west,1,
1685,18-29,high,west,1,
1686,18-29,high,west,1,
1687,18-29,high,west,1,10
1688,30-44,low,north,1,
1689,30-44,low,north,1,7
1690,30-44,low,north,1,
1691,30-44,low,north,1,
1692,30-44,low,north,1,20
1693,30-44,low,north,1,26
1694,30-44,low,north,1,
1695,30-44,low,north,1,
1696,30-44,low,north,1,36
1697,30-44,low,north,1,
1698,30-44,low,north,1,3
1699,30-44,low,north,1,
1700,30-44,low,north,1,
1701,30-44,low,north,1,
1702,30-44,low,north,1,22
1703,30-44,low,north,1,
1704,30-44,low,north,1,
1705,30-44,low,north,1,18
1706,30-44,low,north,1,
1707,30-44,low,north,1,
1708,30-44,low,north,1,17
1709,30-44,low,north,1,
1710,30-44,low,north,1,
1711,30-44,low,north,1,13
1712,30-44,low,north,1,
1713,30-44,low,north,1,
1714,30-44,low,north,1,
1715,30-44,low,north,1,
1716,30-44,low,north,1,
1717,30-44,low,north,1,20
1718,30-44,low,north,1,
1719,30-44,low,north,1,
1720,30-44,low,north,1,
1721,30-44,low,north,1,17
1722,30-44,low,north,1,
1723,30-44,low,north,1,
1724,30-44,low,north,1,
1725,30-44,low,north,1,
1726,30-44,low,north,1,
1727,30-44,low,north,1,
1728,30-44,low,north,1,
1729,30-44,low,north,1,
1730,30-44,low,north,1,
1731,30-44,low,north,1,
1732,30-44,low,north,1,27
1733,30-44,low,north,1,
1734,30-44,low,north,1,21
1735,30-44,low,north,1,
1736,30-44,low,north,1,
1737,30-44,low,north,1,18
1738,30-44,low,north,1,
1739,30-44,low,north,1,
1740,30-44,low,north,1,
1741,30-44,low,north,1,30
1742,30-44,low,north,1,
1743,30-44,low,north,1,6
1744,30-44,low,north,1,
1745,30-44,low,north,1,
1746,30-44,low,north,1,
1747,30-44,low,north,1,
1748,30-44,low,north,1,
1749,30-44,low,north,1,
1750,30-44,low,north,1,
1751,30-44,low,north,1,
1752,30-44,low,north,1,
1753,30-44,low,north,1,20
1754,30-44,low,north,1,
1755,30-44,low,north,1,
1756,30-44,low,north,1,6
1757,30-44,low,north,1,
1758,30-44,low,north,1,
1759,30-44,low,north,1,5
1760,30-44,low,north,1,
1761,30-44,low,north,1,
1762,30-44,low,north,1,
1763,30-44,low,north,1,
1764,30-44,low,north,1,29
1765,30-44,low,north,1,
1766,30-44,low,north,1,29
1767,30-44,low,north,1,
1768,30-44,low,north,1,
1769,30-44,low,north,1,6
1770,30-44,low,north,1,
1771,30-44,low,north,1,
1772,30-44,low,north,1,6
1773,30-44,low,north,1,
1774,30-44,low,north,1,
1775,30-44,low,north,1,
1776,30-44,low,north,1,14
1777,30-44,low,north,1,
1778,30-44,low,north,1,
1779,30-44,low,north,1,
1780,30-44,low,north,1,
1781,30-44,low,north,1,
1782,30-44,low,north,1,16
1783,30-44,low,north,1,
1784,30-44,low,north,1,5
1785,30-44,low,north,1,
1786,30-44,low,north,1,32
1787,30-44,low,north,1,
1788,30-44,low,north,1,
1789,30-44,low,north,1,14
1790,30-44,low,north,1,
1791,30-44,low,north,1,
1792,30-44,low,north,1,23
1793,30-44,low,north,1,
1794,30-44,low,north,1,
1795,30-44,low,north,1,13
1796,30-44,low,north,1,
1797,30-44,low,north,1,
1798,30-44,low,north,1,
1799,30-44,low,north,1,
1800,30-44,low,north,1,
1801,30-44,low,north,1,14
1802,30-44,low,north,1,
1803,30-44,low,north,1,26
1804,30-44,low,north,1,
1805,30-44,low,north,1,
1806,30-44,low,north,1,
1807,30-44,low,north,1,11
1808,30-44,low,north,1,
1809,30-44,low,north,1,
1810,30-44,low,north,1,
1811,30-44,low,north,1,
1812,30-44,low,north,1,22
1813,30-44,low,north,1,
1814,30-44,low,north,1,14
1815,30-44,low,north,1,
1816,30-44,low,north,1,
1817,30-44,low,north,1,
1818,30-44,low,north,1,
1819,30-44,low,north,1,23
1820,30-44,low,north,1,11
1821,30-44,low,north,1,
1822,30-44,low,north,1,7
1823,30-44,low,north,1,
1824,30-44,low,north,1,
1825,30-44,low,north,1,16
1826,30-44,low,north,1,14
1827,30-44,low,north,1,3
1828,30-44,low,north,1,18
1829,30-44,low,north,1,
1830,30-44,low,north,1,
1831,30-44,low,north,1,12
1832,30-44,low,north,1,
1833,30-44,low,north,1,
1834,30-44,low,north,1,
1835,30-44,low,north,1,
1836,30-44,low,north,1,
1837,30-44,low,north,1,
1838,30-44,low,north,1,
1839,30-44,low,north,1,
1840,30-44,low,north,1,
1841,30-44,low,north,1,34
1842,30-44,low,north,1,
1843,30-44,low,north,1,
1844,30-44,low,north,1,25
1845,30-44,low,north,1,13
1846,30-44,low,north,1,
1847,30-44,low,north,1,24
1848,30-44,low,north,1,
1849,30-44,low,north,1,
1850,30-44,low,north,1,
1851,30-44,low,north,1,23
1852,30-44,low,north,1,22
1853,30-44,low,north,1,15
1854,30-44,low,north,1,
1855,30-44,low,north,1,
1856,30-44,low,north,1,
1857,30-44,low,north,1,30
1858,30-44,low,north,1,
1859,30-44,low,north,1,
1860,30-44,low,north,1,23
1861,30-44,low,north,1,
1862,30-44,low,north,1,14
1863,30-44,low,north,1,4
1864,30-44,low,north,1,
1865,30-44,low,north,1,20
1866,30-44,low,north,1,
1867,30-44,low,north,1,28
1868,30-44,low,north,1,
1869,30-44,low,north,1,36
1870,30-44,low,north,1,
1871,30-44,low,north,1,12
1872,30-44,low,north,1,18
1873,30-44,low,north,1,
1874,30-44,low,north,1,
1875,30-44,low,north,1,
1876,30-44,low,north,1,24
1877,30-44,low,north,1,
1878,30-44,low,north,1,
1879,30-44,low,north,1,
1880,30-44,low,north,1,
1881,30-44,low,north,1,
1882,30-44,low,north,1,
1883,30-44,low,north,1,
1884,30-44,low,north,1,
1885,30-44,low,north,1,
1886,30-44,low,north,1,
1887,30-44,low,north,1,
1888,30-44,low,north,1,
1889,30-44,low,north,1,7
1890,30-44,low,north,1,
1891,30-44,low,north,1,35
1892,30-44,low,north,1,
1893,30-44,low,north,1,
1894,30-44,low,north,1,5
1895,30-44,low,north,1,14
1896,30-44,low,north,1,
1897,30-44,low,north,1,
1898,30-44,low,north,1,
1899,30-44,low,north,1,15
1900,30-44,low,north,1,
1901,30-44,low,north,1,
1902,30-44,low,north,1,
1903,30-44,low,north,1,
1904,30-44,low,north,1,
1905,30-44,low,north,1,
1906,30-44,low,north,1,7
1907,30-44,low,north,1,
1908,30-44,low,north,1,
1909,30-44,low,north,1,
1910,30-44,low,north,1,
1911,30-44,low,north,1,
1912,30-44,low,north,1,
1913,30-44,low,north,1,
1914,30-44,low,north,1,26
1915,30-44,low,north,1,25
1916,30-44,low,north,1,28
1917,30-44,low,south,1,
1918,30-44,low,south,1,
1919,30-44,low,south,1,21
1920,30-44,low,south,1,
1921,30-44,low,south,1,29
1922,30-44,low,south,1,
1923,30-44,low,south,1,
1924,30-44,low,south,1,
1925,30-44,low,south,1,36
1926,30-44,low,south,1,9
1927,30-44,low,south,1,
1928,30-44,low,south,1,29
1929,30-44,low,south,1,35
1930,30-44,low,south,1,
1931,30-44,low,south,1,
1932,30-44,low,south,1,23
1933,30-44,low,south,1,
1934,30-44,low,south,1,32
1935,30-44,low,south,1,16
1936,30-44,low,south,1,
1937,30-44,low,south,1,
1938,30-44,low,south,1,
1939,30-44,low,south,1,
1940,30-44,low,south,1,33
1941,30-44,low,south,1,
1942,30-44,low,south,1,
1943,30-44,low,south,1,
1944,30-44,low,south,1,
1945,30-44,low,south,1,
1946,30-44,low,south,1,5
1947,30-44,low,south,1,5
1948,30-44,low,south,1,
1949,30-44,low,south,1,
1950,30-44,low,south,1,
1951,30-44,low,south,1,
1952,30-44,low,south,1,36
1953,30-44,low,south,1,
1954,30-44,low,south,1,12
1955,30-44,low,south,1,
1956,30-44,low,south,1,
1957,30-44,low,south,1,
1958,30-44,low,south,1,
1959,30-44,low,south,1,
1960,30-44,low,south,1,
1961,30-44,low,south,1,
1962,30-44,low,south,1,
1963,30-44,low,south,1,25
1964,30-44,low,south,1,
1965,30-44,low,south,1,3
1966,30-44,low,south,1,9
1967,30-44,low,south,1,
1968,30-44,low,south,1,
1969,30-44,low,south,1,13
1970,30-44,low,south,1,7
1971,30-44,low,south,1,
1972,30-44,low,south,1,
