txn_id,panelist_id,date,merchant_descriptor,amount,instrument
13179,5595,2022-03-01,STREAMBIRD.COM,11.99,card_B
13180,5754,2022-03-01,STREAMBIRD.COM,11.99,card_A
13181,5766,2022-03-01,SNACKPOST MARKET,13.23,card_A
13182,5806,2022-03-01,STREAMBIRD.COM,11.99,card_B
13183,5814,2022-03-01,SNACKPOST MARKET,13.98,card_C
13184,5824,2022-03-01,STREAMBIRD.COM,11.99,card_A
13185,5828,2022-03-01,SNACKPOST MARKET,34.44,wallet_W
13186,5854,2022-03-01,STREAMBIRD.COM,11.99,card_B
13187,5883,2022-03-01,VANTRY MKTPLC,8.56,wallet_W
13188,23,2022-03-02,SNACKPOST MARKET,10.45,card_A
13189,62,2022-03-02,SNACKPOST MARKET,7.81,card_B
13190,85,2022-03-02,VANTRY MKTPLC,13.68,card_A
13191,179,2022-03-02,GLIMMERLY,16.96,card_B
13192,256,2022-03-02,BRAMBLEBOX,59.99,card_B
13193,260,2022-03-02,PINEFORT CLUB,17.76,card_C
13194,271,2022-03-02,SNACKPOST MARKET,11.35,card_C
13195,334,2022-03-02,SNACKPOST MARKET,17.95,card_A
13196,337,2022-03-02,BRAMBLEBOX,59.99,card_B
13197,340,2022-03-02,GLIMMERLY,126.99,card_A
13198,348,2022-03-02,SNACKPOST MARKET,14.65,card_A
13199,361,2022-03-02,VANTRY MKTPLC,43.42,card_C
13200,362,2022-03-02,VANTRY MKTPLC,41.43,card_A
13201,394,2022-03-02,PINEFORT CLUB,36.05,card_C
13202,432,2022-03-02,VANTRY MKTPLC,26.42,card_A
13203,442,2022-03-02,GLIMMERLY,21.05,card_B
13204,452,2022-03-02,VANTRY MKTPLC,36.62,card_A
13205,477,2022-03-02,GLIMMERLY,34.47,card_C
13206,490,2022-03-02,SNACKPOST MARKET,49.98,card_B
13207,542,2022-03-02,PINEFORT CLUB,24.85,card_B
13208,654,2022-03-02,GLIMMERLY,112.21,wallet_W
13209,666,2022-03-02,GLIMMERLY,41.99,card_A
13210,687,2022-03-02,SNACKPOST MARKET,11.81,card_A
13211,781,2022-03-02,GLIMMERLY,39.53,card_A
13212,782,2022-03-02,GLIMMERLY,146.24,card_B
13213,787,2022-03-02,VANTRY MKTPLC,10.90,card_A
13214,881,2022-03-02,GLIMMERLY,41.48,wallet_W
13215,917,2022-03-02,VANTRY MKTPLC,80.77,card_A
13216,958,2022-03-02,SNACKPOST MARKET,26.72,wallet_W
13217,1009,2022-03-02,GLIMMERLY,60.19,card_C
13218,1024,2022-03-02,GLIMMERLY,63.63,card_C
13219,1025,2022-03-02,GLIMMERLY,111.94,wallet_W
13220,1028,2022-03-02,VANTRY MKTPLC,7.83,card_B
13221,1028,2022-03-02,VANTRY MKTPLC,34.51,card_B
13222,1098,2022-03-02,BRAMBLEBOX,59.99,card_B
13223,1127,2022-03-02,SNACKPOST MARKET,21.83,card_B
13224,1151,2022-03-02,GLIMMERLY,37.61,card_A
13225,1160,2022-03-02,SNACKPOST MARKET,5.59,card_A
13226,1169,2022-03-02,VANTRY MKTPLC,5.18,card_A
13227,1171,2022-03-02,BRAMBLEBOX,59.99,card_C
13228,1200,2022-03-02,GLIMMERLY,17.48,card_A
13229,1268,2022-03-02,VANTRY MKTPLC,35.38,card_B
13230,1272,2022-03-02,BRAMBLEBOX,59.99,card_B
13231,1273,2022-03-02,VANTRY MKTPLC,33.30,card_A
13232,1314,2022-03-02,PINEFORT CLUB,53.63,card_A
13233,1316,2022-03-02,SNACKPOST MARKET,17.19,card_A
13234,1334,2022-03-02,VANTRY MKTPLC,59.13,card_C
13235,1346,2022-03-02,VANTRY MKTPLC,8.81,wallet_W
13236,1351,2022-03-02,SNACKPOST MARKET,31.20,card_B
13237,1485,2022-03-02,VANTRY MKTPLC,29.88,card_A
13238,1543,2022-03-02,GLIMMERLY,83.90,card_C
13239,1558,2022-03-02,VANTRY MKTPLC,24.72,card_B
13240,1559,2022-03-02,GLIMMERLY,69.84,card_B
13241,1559,2022-03-02,GLIMMERLY,80.86,wallet_W
13242,1612,2022-03-02,PINEFORT CLUB,20.98,card_C
13243,1629,2022-03-02,GLIMMERLY,35.96,card_A
13244,1639,2022-03-02,GLIMMERLY,16.07,card_A
13245,1644,2022-03-02,BRAMBLEBOX,59.99,card_B
13246,1666,2022-03-02,GLIMMERLY,16.17,card_A
13247,1666,2022-03-02,SNACKPOST MARKET,14.65,card_A
13248,1673,2022-03-02,SNACKPOST MARKET,13.50,card_B
13249,1673,2022-03-02,VANTRY MKTPLC,28.55,card_B
13250,1685,2022-03-02,BRAMBLEBOX,59.99,card_B
13251,1729,2022-03-02,VANTRY MKTPLC,28.60,card_B
13252,1746,2022-03-02,SNACKPOST MARKET,11.84,card_A
13253,1746,2022-03-02,VANTRY MKTPLC,6.48,card_A
13254,1782,2022-03-02,PINEFORT CLUB,60.07,card_C
13255,1803,2022-03-02,SNACKPOST MARKET,9.40,wallet_W
13256,1812,2022-03-02,GLIMMERLY,88.38,card_A
13257,1828,2022-03-02,SNACKPOST MARKET,13.26,card_A
13258,1830,2022-03-02,VANTRY MKTPLC,22.97,wallet_W
13259,1859,2022-03-02,BRAMBLEBOX,59.99,wallet_W
13260,1860,2022-03-02,SNACKPOST MARKET,22.35,card_C
13261,1865,2022-03-02,GLIMMERLY,37.03,wallet_W
13262,1865,2022-03-02,GLIMMERLY,40.67,wallet_W
13263,1888,2022-03-02,SNACKPOST MARKET,5.80,card_A
13264,1921,2022-03-02,GLIMMERLY,28.77,wallet_W
13265,1921,2022-03-02,GLIMMERLY,64.10,wallet_W
13266,1932,2022-03-02,VANTRY MKTPLC,16.64,card_B
13267,2009,2022-03-02,BRAMBLEBOX,59.99,card_B
13268,2030,2022-03-02,VANTRY MKTPLC,16.90,card_A
13269,2068,2022-03-02,SNACKPOST MARKET,16.30,card_B
13270,2159,2022-03-02,SNACKPOST MARKET,21.17,wallet_W
13271,2291,2022-03-02,BRAMBLEBOX,59.99,card_A
13272,2348,2022-03-02,VANTRY MKTPLC,24.59,card_C
13273,2406,2022-03-02,BRAMBLEBOX,59.99,card_B
13274,2423,2022-03-02,BRAMBLEBOX,59.99,card_A
13275,2438,2022-03-02,GLIMMERLY,71.73,wallet_W
13276,2462,2022-03-02,GLIMMERLY,11.48,card_B
13277,2464,2022-03-02,VANTRY MKTPLC,71.08,card_B
13278,2527,2022-03-02,BRAMBLEBOX,59.99,card_A
13279,2553,2022-03-02,SNACKPOST MARKET,17.71,card_A
13280,2608,2022-03-02,SNACKPOST MARKET,20.09,card_B
13281,2631,2022-03-02,SNACKPOST MARKET,14.16,card_B
13282,2633,2022-03-02,GLIMMERLY,103.37,card_A
13283,2637,2022-03-02,VANTRY MKTPLC,41.67,card_B
13284,2650,2022-03-02,GLIMMERLY,17.67,card_C
13285,2660,2022-03-02,PINEFORT CLUB,22.25,card_A
13286,2660,2022-03-02,VANTRY MKTPLC,8.90,card_A
13287,2661,2022-03-02,VANTRY MKTPLC,12.26,card_B
13288,2661,2022-03-02,VANTRY MKTPLC,13.78,card_B
13289,2670,2022-03-02,VANTRY MKTPLC,9.02,card_A
13290,2672,2022-03-02,PINEFORT CLUB,16.35,card_A
13291,2703,2022-03-02,VANTRY MKTPLC,44.10,card_A
13292,2726,2022-03-02,SNACKPOST MARKET,43.27,card_C
13293,2737,2022-03-02,VANTRY MKTPLC,8.32,card_A
13294,2783,2022-03-02,PINEFORT CLUB,35.15,card_A
13295,2797,2022-03-02,GLIMMERLY,162.86,card_B
13296,2804,2022-03-02,SNACKPOST MARKET,18.92,card_A
13297,2826,2022-03-02,BRAMBLEBOX,59.99,wallet_W
13298,2827,2022-03-02,GLIMMERLY,28.52,card_C
13299,2830,2022-03-02,SNACKPOST MARKET,9.40,wallet_W
13300,2838,2022-03-02,VANTRY MKTPLC,22.31,card_C
13301,2848,2022-03-02,SNACKPOST MARKET,16.76,card_B
13302,2873,2022-03-02,SNACKPOST MARKET,18.44,card_C
13303,2933,2022-03-02,GLIMMERLY,17.38,card_C
13304,2980,2022-03-02,VANTRY MKTPLC,6.92,card_A
13305,3004,2022-03-02,PINEFORT CLUB,58.11,card_B
13306,3069,2022-03-02,PINEFORT CLUB,71.82,card_A
13307,3131,2022-03-02,BRAMBLEBOX,59.99,card_A
13308,3134,2022-03-02,VANTRY MKTPLC,16.40,card_A
13309,3142,2022-03-02,GLIMMERLY,11.46,card_B
13310,3149,2022-03-02,SNACKPOST MARKET,5.87,card_A
13311,3175,2022-03-02,GLIMMERLY,55.80,card_B
13312,3184,2022-03-02,GLIMMERLY,43.18,card_A
13313,3229,2022-03-02,GLIMMERLY,24.31,card_B
13314,3240,2022-03-02,BRAMBLEBOX,59.99,card_B
13315,3247,2022-03-02,GLIMMERLY,109.90,wallet_W
13316,3261,2022-03-02,BRAMBLEBOX,59.99,wallet_W
13317,3267,2022-03-02,SNACKPOST MARKET,25.20,card_B
13318,3275,2022-03-02,VANTRY MKTPLC,3.21,card_A
13319,3303,2022-03-02,BRAMBLEBOX,59.99,card_B
13320,3310,2022-03-02,GLIMMERLY,95.72,card_B
13321,3313,2022-03-02,VANTRY MKTPLC,14.24,card_C
13322,3319,2022-03-02,BRAMBLEBOX,59.99,card_A
13323,3376,2022-03-02,PINEFORT CLUB,146.83,card_B
13324,3391,2022-03-02,VANTRY MKTPLC,21.65,card_A
13325,3395,2022-03-02,GLIMMERLY,29.76,wallet_W
13326,3432,2022-03-02,PINEFORT CLUB,11.95,wallet_W
13327,3517,2022-03-02,BRAMBLEBOX,59.99,card_A
13328,3517,2022-03-02,VANTRY MKTPLC,34.80,card_B
13329,3517,2022-03-02,VANTRY MKTPLC,68.39,card_A
13330,3533,2022-03-02,VANTRY MKTPLC,8.76,card_A
13331,3540,2022-03-02,PINEFORT CLUB,29.06,card_B
13332,3546,2022-03-02,VANTRY MKTPLC,9.74,card_C
13333,3561,2022-03-02,SNACKPOST MARKET,6.45,card_A
13334,3562,2022-03-02,PINEFORT CLUB,40.83,card_C
13335,3565,2022-03-02,GLIMMERLY,35.02,card_C
13336,3583,2022-03-02,BRAMBLEBOX,59.99,card_B
13337,3608,2022-03-02,VANTRY MKTPLC,4.62,wallet_W
13338,3608,2022-03-02,VANTRY MKTPLC,29.19,wallet_W
13339,3618,2022-03-02,GLIMMERLY,82.99,wallet_W
13340,3629,2022-03-02,BRAMBLEBOX,59.99,card_B
13341,3654,2022-03-02,BRAMBLEBOX,59.99,card_C
13342,3660,2022-03-02,SNACKPOST MARKET,29.86,wallet_W
13343,3671,2022-03-02,VANTRY MKTPLC,23.85,card_A
13344,3703,2022-03-02,VANTRY MKTPLC,18.13,card_A
13345,3722,2022-03-02,BRAMBLEBOX,59.99,card_A
13346,3725,2022-03-02,BRAMBLEBOX,59.99,card_A
13347,3737,2022-03-02,GLIMMERLY,52.23,wallet_W
13348,3762,2022-03-02,VANTRY MKTPLC,119.48,card_B
13349,3776,2022-03-02,VANTRY MKTPLC,60.23,wallet_W
13350,3836,2022-03-02,VANTRY MKTPLC,41.70,card_A
13351,3859,2022-03-02,PINEFORT CLUB,70.64,card_B
13352,3860,2022-03-02,SNACKPOST MARKET,21.50,card_A
13353,3885,2022-03-02,GLIMMERLY,15.67,card_B
13354,3909,2022-03-02,GLIMMERLY,55.54,wallet_W
13355,3936,2022-03-02,VANTRY MKTPLC,30.55,card_A
13356,3940,2022-03-02,SNACKPOST MARKET,13.13,card_B
13357,3945,2022-03-02,PINEFORT CLUB,117.33,card_C
13358,3971,2022-03-02,SNACKPOST MARKET,10.68,card_A
13359,3972,2022-03-02,SNACKPOST MARKET,12.38,card_B
13360,3998,2022-03-02,VANTRY MKTPLC,30.72,wallet_W
13361,4003,2022-03-02,VANTRY MKTPLC,58.48,card_A
13362,4038,2022-03-02,GLIMMERLY,36.80,card_A
13363,4116,2022-03-02,VANTRY MKTPLC,71.57,card_C
13364,4124,2022-03-02,PINEFORT CLUB,52.66,card_B
13365,4308,2022-03-02,VANTRY MKTPLC,12.46,wallet_W
13366,4308,2022-03-02,VANTRY MKTPLC,38.26,wallet_W
13367,4309,2022-03-02,SNACKPOST MARKET,8.75,card_C
13368,4366,2022-03-02,GLIMMERLY,34.84,card_A
13369,4404,2022-03-02,VANTRY MKTPLC,9.13,card_C
13370,4414,2022-03-02,PINEFORT CLUB,16.52,card_A
13371,4433,2022-03-02,VANTRY MKTPLC,17.31,card_B
13372,4482,2022-03-02,VANTRY MKTPLC,10.21,card_A
13373,4505,2022-03-02,BRAMBLEBOX,59.99,card_B
13374,4528,2022-03-02,PINEFORT CLUB,30.38,card_B
13375,4528,2022-03-02,SNACKPOST MARKET,9.10,card_B
13376,4560,2022-03-02,VANTRY MKTPLC,4.17,card_A
13377,4715,2022-03-02,SNACKPOST MARKET,7.78,card_C
13378,4730,2022-03-02,BRAMBLEBOX,59.99,wallet_W
13379,4732,2022-03-02,VANTRY MKTPLC,6.72,card_B
13380,4799,2022-03-02,VANTRY MKTPLC,5.14,card_A
13381,4820,2022-03-02,SNACKPOST MARKET,15.49,card_B
13382,4850,2022-03-02,PINEFORT CLUB,54.88,card_B
13383,4868,2022-03-02,SNACKPOST MARKET,14.45,card_A
13384,4883,2022-03-02,SNACKPOST MARKET,23.09,card_C
13385,4896,2022-03-02,SNACKPOST MARKET,12.01,card_A
13386,4915,2022-03-02,PINEFORT CLUB,30.62,card_C
13387,4915,2022-03-02,PINEFORT CLUB,35.55,card_C
13388,4939,2022-03-02,VANTRY MKTPLC,33.64,card_C
13389,4979,2022-03-02,SNACKPOST MARKET,16.36,card_C
13390,4992,2022-03-02,SNACKPOST MARKET,16.36,card_C
13391,4997,2022-03-02,PINEFORT CLUB,30.03,card_B
13392,4997,2022-03-02,PINEFORT CLUB,34.58,card_B
13393,5014,2022-03-02,SNACKPOST MARKET,20.42,card_B
13394,5106,2022-03-02,SNACKPOST MARKET,14.30,card_B
13395,5110,2022-03-02,VANTRY MKTPLC,21.02,card_A
13396,5127,2022-03-02,GLIMMERLY,30.03,card_C
13397,5142,2022-03-02,VANTRY MKTPLC,16.64,card_C
13398,5145,2022-03-02,BRAMBLEBOX,59.99,card_C
13399,5164,2022-03-02,VANTRY MKTPLC,34.19,card_A
13400,5202,2022-03-02,VANTRY MKTPLC,42.90,card_B
13401,5305,2022-03-02,SNACKPOST MARKET,20.04,card_A
13402,5338,2022-03-02,VANTRY MKTPLC,20.36,card_B
13403,5374,2022-03-02,SNACKPOST MARKET,17.92,card_B
13404,5391,2022-03-02,SNACKPOST MARKET,52.81,card_B
13405,5418,2022-03-02,GLIMMERLY,13.85,card_B
13406,5447,2022-03-02,VANTRY MKTPLC,37.00,card_B
13407,5651,2022-03-02,SNACKPOST MARKET,13.19,card_A
13408,5698,2022-03-02,GLIMMERLY,26.94,card_C
13409,5783,2022-03-02,BRAMBLEBOX,59.99,card_C
13410,5828,2022-03-02,VANTRY MKTPLC,5.85,wallet_W
13411,5851,2022-03-02,GLIMMERLY,20.35,wallet_W
13412,5867,2022-03-02,BRAMBLEBOX,59.99,card_A
13413,5879,2022-03-02,SNACKPOST MARKET,11.03,card_A
13414,56,2022-03-03,GLIMMERLY,14.81,card_A
13415,283,2022-03-03,SNACKPOST MARKET,10.50,card_C
13416,323,2022-03-03,SNACKPOST MARKET,10.32,card_B
13417,359,2022-03-03,GLIMMERLY,73.86,card_A
13418,362,2022-03-03,VANTRY MKTPLC,7.47,card_A
13419,365,2022-03-03,GLIMMERLY,17.00,card_A
13420,365,2022-03-03,SNACKPOST MARKET,11.49,card_A
13421,371,2022-03-03,SNACKPOST MARKET,9.37,card_B
13422,440,2022-03-03,VANTRY MKTPLC,4.33,card_C
13423,467,2022-03-03,SNACKPOST MARKET,27.47,card_B
13424,474,2022-03-03,GLIMMERLY,15.20,wallet_W
13425,485,2022-03-03,VANTRY MKTPLC,24.43,card_B
13426,505,2022-03-03,GLIMMERLY,16.40,wallet_W
13427,512,2022-03-03,VANTRY MKTPLC,10.72,card_A
13428,605,2022-03-03,VANTRY MKTPLC,6.07,card_A
13429,613,2022-03-03,VANTRY MKTPLC,13.59,card_B
13430,708,2022-03-03,SNACKPOST MARKET,15.39,card_C
13431,753,2022-03-03,SNACKPOST MARKET,20.92,card_C
13432,763,2022-03-03,GLIMMERLY,41.07,card_C
13433,800,2022-03-03,SNACKPOST MARKET,12.37,card_B
13434,832,2022-03-03,GLIMMERLY,35.65,card_A
13435,874,2022-03-03,GLIMMERLY,133.33,card_B
13436,881,2022-03-03,GLIMMERLY,40.15,wallet_W
13437,881,2022-03-03,GLIMMERLY,51.66,wallet_W
13438,890,2022-03-03,SNACKPOST MARKET,33.88,card_A
13439,965,2022-03-03,VANTRY MKTPLC,5.46,card_A
13440,965,2022-03-03,VANTRY MKTPLC,10.90,card_A
13441,968,2022-03-03,PINEFORT CLUB,186.30,card_C
13442,1006,2022-03-03,GLIMMERLY,137.25,card_C
13443,1028,2022-03-03,GLIMMERLY,13.65,card_B
13444,1115,2022-03-03,VANTRY MKTPLC,260.34,card_C
13445,1178,2022-03-03,VANTRY MKTPLC,23.93,card_B
13446,1193,2022-03-03,VANTRY MKTPLC,38.75,card_B
13447,1238,2022-03-03,SNACKPOST MARKET,22.58,card_B
13448,1240,2022-03-03,GLIMMERLY,37.40,card_A
13449,1245,2022-03-03,GLIMMERLY,44.38,card_B
13450,1263,2022-03-03,PINEFORT CLUB,36.83,card_A
13451,1290,2022-03-03,GLIMMERLY,65.50,card_A
13452,1293,2022-03-03,VANTRY MKTPLC,8.08,card_B
13453,1310,2022-03-03,VANTRY MKTPLC,42.05,card_B
13454,1356,2022-03-03,VANTRY MKTPLC,175.53,card_B
13455,1504,2022-03-03,GLIMMERLY,81.09,card_B
13456,1516,2022-03-03,GLIMMERLY,94.01,card_A
13457,1539,2022-03-03,VANTRY MKTPLC,20.59,wallet_W
13458,1543,2022-03-03,VANTRY MKTPLC,12.73,card_C
13459,1563,2022-03-03,VANTRY MKTPLC,12.64,card_C
13460,1588,2022-03-03,GLIMMERLY,18.39,card_A
13461,1589,2022-03-03,GLIMMERLY,38.10,card_B
13462,1633,2022-03-03,VANTRY MKTPLC,29.42,card_B
13463,1639,2022-03-03,GLIMMERLY,81.10,card_C
13464,1657,2022-03-03,VANTRY MKTPLC,9.06,card_A
13465,1666,2022-03-03,GLIMMERLY,93.14,card_A
13466,1676,2022-03-03,GLIMMERLY,35.16,card_B
13467,1688,2022-03-03,VANTRY MKTPLC,16.21,wallet_W
13468,1773,2022-03-03,GLIMMERLY,160.85,wallet_W
13469,1784,2022-03-03,SNACKPOST MARKET,14.60,wallet_W
13470,1787,2022-03-03,VANTRY MKTPLC,31.92,card_B
13471,1866,2022-03-03,GLIMMERLY,29.36,card_B
13472,1874,2022-03-03,SNACKPOST MARKET,11.99,card_A
13473,1887,2022-03-03,GLIMMERLY,13.68,wallet_W
13474,2005,2022-03-03,GLIMMERLY,34.03,card_A
13475,2007,2022-03-03,SNACKPOST MARKET,20.43,card_B
13476,2019,2022-03-03,VANTRY MKTPLC,93.16,card_C
13477,2030,2022-03-03,VANTRY MKTPLC,34.58,card_C
13478,2065,2022-03-03,VANTRY MKTPLC,14.94,card_B
13479,2208,2022-03-03,GLIMMERLY,35.60,card_B
13480,2240,2022-03-03,SNACKPOST MARKET,32.44,card_A
13481,2305,2022-03-03,VANTRY MKTPLC,58.32,card_C
13482,2334,2022-03-03,VANTRY MKTPLC,7.53,card_A
13483,2348,2022-03-03,VANTRY MKTPLC,27.63,card_C
13484,2404,2022-03-03,PINEFORT CLUB,55.14,card_A
13485,2426,2022-03-03,SNACKPOST MARKET,7.41,card_B
13486,2445,2022-03-03,VANTRY MKTPLC,11.58,card_A
13487,2476,2022-03-03,GLIMMERLY,107.62,card_A
13488,2479,2022-03-03,VANTRY MKTPLC,56.51,card_B
13489,2505,2022-03-03,SNACKPOST MARKET,19.25,wallet_W
13490,2534,2022-03-03,VANTRY MKTPLC,63.97,card_A
13491,2583,2022-03-03,VANTRY MKTPLC,61.07,card_C
13492,2584,2022-03-03,VANTRY MKTPLC,26.69,wallet_W
13493,2635,2022-03-03,PINEFORT CLUB,78.55,card_C
13494,2636,2022-03-03,VANTRY MKTPLC,10.34,wallet_W
13495,2655,2022-03-03,SNACKPOST MARKET,19.05,wallet_W
13496,2664,2022-03-03,GLIMMERLY,50.97,card_A
13497,2722,2022-03-03,VANTRY MKTPLC,11.71,card_A
13498,2755,2022-03-03,SNACKPOST MARKET,4.58,card_C
13499,2769,2022-03-03,GLIMMERLY,79.66,card_A
13500,2877,2022-03-03,VANTRY MKTPLC,12.74,card_B
13501,2882,2022-03-03,PINEFORT CLUB,35.89,card_C
13502,2958,2022-03-03,VANTRY MKTPLC,62.36,card_A
13503,2975,2022-03-03,SNACKPOST MARKET,18.30,card_B
13504,2990,2022-03-03,GLIMMERLY,71.88,card_A
13505,2993,2022-03-03,SNACKPOST MARKET,17.19,card_B
13506,3031,2022-03-03,GLIMMERLY,35.89,card_C
13507,3055,2022-03-03,GLIMMERLY,171.79,card_A
13508,3057,2022-03-03,PINEFORT CLUB,38.30,card_B
13509,3079,2022-03-03,VANTRY MKTPLC,30.40,card_A
13510,3079,2022-03-03,VANTRY MKTPLC,32.70,card_A
13511,3085,2022-03-03,GLIMMERLY,31.24,card_B
13512,3134,2022-03-03,VANTRY MKTPLC,17.78,card_A
13513,3138,2022-03-03,GLIMMERLY,63.01,card_B
13514,3142,2022-03-03,GLIMMERLY,60.43,card_A
13515,3155,2022-03-03,VANTRY MKTPLC,37.24,card_A
13516,3156,2022-03-03,PINEFORT CLUB,23.48,card_A
13517,3175,2022-03-03,VANTRY MKTPLC,7.23,card_B
13518,3214,2022-03-03,SNACKPOST MARKET,5.39,card_A
13519,3220,2022-03-03,SNACKPOST MARKET,7.89,wallet_W
13520,3253,2022-03-03,VANTRY MKTPLC,10.01,card_C
13521,3253,2022-03-03,VANTRY MKTPLC,33.78,card_C
13522,3258,2022-03-03,VANTRY MKTPLC,16.57,card_A
13523,3267,2022-03-03,PINEFORT CLUB,24.25,card_B
13524,3375,2022-03-03,GLIMMERLY,62.03,card_A
13525,3380,2022-03-03,GLIMMERLY,14.48,card_A
13526,3428,2022-03-03,GLIMMERLY,116.52,wallet_W
13527,3473,2022-03-03,SNACKPOST MARKET,20.03,card_B
13528,3505,2022-03-03,PINEFORT CLUB,81.65,card_A
13529,3540,2022-03-03,PINEFORT CLUB,22.22,card_B
13530,3540,2022-03-03,PINEFORT CLUB,30.76,card_B
13531,3567,2022-03-03,VANTRY MKTPLC,126.30,card_B
13532,3573,2022-03-03,VANTRY MKTPLC,28.82,card_B
13533,3635,2022-03-03,GLIMMERLY,23.96,card_A
13534,3693,2022-03-03,GLIMMERLY,76.23,wallet_W
13535,3699,2022-03-03,VANTRY MKTPLC,17.20,card_C
13536,3708,2022-03-03,VANTRY MKTPLC,140.12,card_A
13537,3714,2022-03-03,VANTRY MKTPLC,25.19,card_B
13538,3723,2022-03-03,VANTRY MKTPLC,67.05,card_A
13539,3739,2022-03-03,VANTRY MKTPLC,32.45,card_B
13540,3744,2022-03-03,VANTRY MKTPLC,76.45,card_B
13541,3750,2022-03-03,VANTRY MKTPLC,10.22,card_B
13542,3762,2022-03-03,VANTRY MKTPLC,42.21,card_B
13543,3781,2022-03-03,VANTRY MKTPLC,22.56,card_B
13544,3791,2022-03-03,VANTRY MKTPLC,12.20,card_C
13545,3791,2022-03-03,VANTRY MKTPLC,33.41,card_C
13546,3825,2022-03-03,GLIMMERLY,39.29,card_A
13547,3831,2022-03-03,VANTRY MKTPLC,6.89,card_A
13548,3856,2022-03-03,PINEFORT CLUB,44.97,card_A
13549,3859,2022-03-03,PINEFORT CLUB,28.19,card_B
13550,3880,2022-03-03,PINEFORT CLUB,23.67,card_B
13551,3918,2022-03-03,VANTRY MKTPLC,3.79,wallet_W
13552,4043,2022-03-03,GLIMMERLY,10.50,card_C
13553,4116,2022-03-03,VANTRY MKTPLC,15.61,card_C
13554,4116,2022-03-03,VANTRY MKTPLC,38.26,card_C
13555,4185,2022-03-03,SNACKPOST MARKET,21.43,card_B
13556,4197,2022-03-03,VANTRY MKTPLC,24.14,card_C
13557,4208,2022-03-03,VANTRY MKTPLC,37.84,card_B
13558,4330,2022-03-03,SNACKPOST MARKET,20.23,card_B
13559,4348,2022-03-03,VANTRY MKTPLC,4.13,card_B
13560,4482,2022-03-03,VANTRY MKTPLC,67.20,card_A
13561,4544,2022-03-03,GLIMMERLY,16.59,wallet_W
13562,4587,2022-03-03,GLIMMERLY,64.37,wallet_W
13563,4614,2022-03-03,SNACKPOST MARKET,19.83,card_B
13564,4670,2022-03-03,VANTRY MKTPLC,38.49,card_A
13565,4694,2022-03-03,PINEFORT CLUB,31.82,card_C
13566,4722,2022-03-03,SNACKPOST MARKET,27.76,card_B
13567,4770,2022-03-03,GLIMMERLY,92.70,wallet_W
13568,4813,2022-03-03,SNACKPOST MARKET,7.68,card_A
13569,4873,2022-03-03,VANTRY MKTPLC,13.79,card_B
13570,4890,2022-03-03,GLIMMERLY,27.60,card_C
13571,4913,2022-03-03,VANTRY MKTPLC,25.31,card_A
13572,4920,2022-03-03,VANTRY MKTPLC,22.06,card_B
13573,4927,2022-03-03,VANTRY MKTPLC,6.29,card_C
13574,4939,2022-03-03,VANTRY MKTPLC,16.17,card_C
13575,4946,2022-03-03,VANTRY MKTPLC,28.53,card_B
13576,4989,2022-03-03,VANTRY MKTPLC,21.22,wallet_W
13577,5032,2022-03-03,SNACKPOST MARKET,21.20,card_B
13578,5061,2022-03-03,VANTRY MKTPLC,8.70,card_C
13579,5080,2022-03-03,PINEFORT CLUB,12.39,card_A
13580,5098,2022-03-03,PINEFORT CLUB,15.21,card_B
13581,5107,2022-03-03,GLIMMERLY,12.99,card_A
13582,5127,2022-03-03,GLIMMERLY,23.28,card_A
13583,5153,2022-03-03,VANTRY MKTPLC,4.71,card_A
13584,5159,2022-03-03,SNACKPOST MARKET,4.69,card_B
13585,5204,2022-03-03,GLIMMERLY,21.93,card_B
13586,5236,2022-03-03,SNACKPOST MARKET,11.05,card_A
13587,5238,2022-03-03,SNACKPOST MARKET,38.15,card_B
13588,5278,2022-03-03,VANTRY MKTPLC,28.53,card_A
13589,5338,2022-03-03,VANTRY MKTPLC,15.15,card_B
13590,5411,2022-03-03,GLIMMERLY,41.56,card_A
13591,5495,2022-03-03,VANTRY MKTPLC,22.66,card_C
13592,5501,2022-03-03,VANTRY MKTPLC,11.70,card_B
13593,5523,2022-03-03,SNACKPOST MARKET,14.30,card_A
13594,5528,2022-03-03,PINEFORT CLUB,78.79,card_A
13595,5534,2022-03-03,VANTRY MKTPLC,21.85,card_A
13596,5555,2022-03-03,GLIMMERLY,24.80,card_A
13597,5629,2022-03-03,VANTRY MKTPLC,26.59,card_B
13598,5711,2022-03-03,PINEFORT CLUB,44.60,card_A
13599,5767,2022-03-03,GLIMMERLY,55.37,card_C
13600,5777,2022-03-03,PINEFORT CLUB,40.23,card_C
13601,5864,2022-03-03,VANTRY MKTPLC,5.73,card_C
13602,5883,2022-03-03,VANTRY MKTPLC,44.99,card_C
13603,5891,2022-03-03,VANTRY MKTPLC,23.57,card_C
13604,5917,2022-03-03,SNACKPOST MARKET,12.47,card_A
13605,4,2022-03-04,SNACKPOST MARKET,6.70,card_B
13606,22,2022-03-04,SNACKPOST MARKET,9.12,card_B
13607,82,2022-03-04,SNACKPOST MARKET,15.15,card_B
13608,93,2022-03-04,GLIMMERLY,141.91,card_B
13609,121,2022-03-04,GLIMMERLY,27.32,card_A
13610,172,2022-03-04,GLIMMERLY,83.69,card_C
13611,224,2022-03-04,GLIMMERLY,27.78,card_A
